candidate,capacitance_f,frequency_hz,gain_real,gain_imag
A75,2e-13,193865.26359522287,-5.996898445122928,0.13666435863853596
A75,2e-13,199526.23149689016,-5.996714543815774,0.14065072929908806
A75,2e-13,205352.5026457169,-5.996519757935879,0.14475311652684278
A75,2e-13,211348.90398366703,-5.996313444026945,0.1489748731606909
A75,2e-13,217520.4034019547,-5.996094920687692,0.15331944680326362
A75,2e-13,223872.11385683648,-5.995863466345645,0.1577903823059107
A75,2e-13,230409.29760558717,-5.9956183169017105,0.1623913243009653
A75,2e-13,237137.37056616822,-5.995358663238259,0.1671260197804174
A75,2e-13,244061.90680420081,-5.995083648582868,0.17199832071990026
A75,2e-13,251188.64315096088,-5.994792365719718,0.17701218674664446
A75,2e-13,258523.48395622204,-5.994483854039992,0.1821716878497758
A75,2e-13,266072.505979884,-5.994157096422323,0.18748100713103483
A75,2e-13,273841.96342643927,-5.993811015933672,0.19294444359365776
A75,2e-13,281838.29312644864,-5.993444472340859,0.1985664149667955
A75,2e-13,290068.11986931873,-5.993056258421978,0.2043514605624331
A75,2e-13,298538.26189179946,-5.99264509606694,0.2103042441613429
A75,2e-13,307255.7365267483,-5.992209632155365,0.21642955692410104
A75,2e-13,316227.7660168417,-5.991748434199698,0.22273232032266949
A75,2e-13,325461.7834980498,-5.991259985740841,0.22921758908746315
A75,2e-13,334965.4391578317,-5.990742681482902,0.23589055416416926
A75,2e-13,344746.6065731536,-5.990194822150945,0.24275654567380994
A75,2e-13,354813.3892335798,-5.989614609069226,0.2498210358693379
A75,2e-13,365174.1272548422,-5.989000138414431,0.2570896420795224
A75,2e-13,375837.4042884488,-5.988349395167895,0.2645681296327723
A75,2e-13,386812.054633057,-5.987660246720128,0.27226241474975865
A75,2e-13,398107.1705535022,-5.986930436122048,0.28017856739426955
A75,2e-13,409732.10981354665,-5.986157574961397,0.28832281406993676
A75,2e-13,421696.5034285876,-5.985339135852203,0.2967015405496434
A75,2e-13,434010.26364474936,-5.984472444505321,0.3053212945221369
A75,2e-13,446683.59215096885,-5.98355467136653,0.31418878813970014
A75,2e-13,459726.9885308781,-5.9825828228068145,0.3233109004491157
A75,2e-13,473151.2589614866,-5.98155373183504,0.3326946796856612
A75,2e-13,486967.5251658694,-5.980464048306993,0.3423473454080974
A75,2e-13,501187.23362727877,-5.979310228618127,0.3522762904512861
A75,2e-13,515822.16507231235,-5.978088524852112,0.36248908267005214
A75,2e-13,530884.4442309953,-5.976794973356571,0.3729934664453718
A75,2e-13,546386.5498818613,-5.975425382716938,0.38379736392128383
A75,2e-13,562341.3251903565,-5.973975321121391,0.39490887593944335
A75,2e-13,578761.9883491283,-5.972440103077039,0.4063362826332392
A75,2e-13,595662.1435290184,-5.970814775440355,0.4180880436400604
A75,2e-13,613055.7921498289,-5.969094102768037,0.4301727978896772
A75,2e-13,630957.3444802017,-5.967272551922016,0.44259936291798374
A75,2e-13,649381.63157622,-5.96534427593482,0.45537673365610076
A75,2e-13,668343.9175686237,-5.963303097099499,0.46851408063762023
A75,2e-13,687859.9123088169,-5.961142489239497,0.48202074756111835
A75,2e-13,707945.7843841475,-5.958855559168496,0.49590624814412465
A75,2e-13,728618.1745132377,-5.956435027292492,0.5101802621949366
A75,2e-13,749894.2093324661,-5.953873207329545,0.5248526308243818
A75,2e-13,771791.5155850231,-5.951161985155408,0.5399333507162737
A75,2e-13,794328.2347242925,-5.948292796726854,0.5554325673639282
A75,2e-13,817523.0379436614,-5.945256605074305,0.5713605671762066
A75,2e-13,841395.141645207,-5.942043876376385,0.587727768351209
A75,2e-13,865964.3233600776,-5.938644555077659,0.604544710403045
A75,2e-13,891250.9381337581,-5.935048038065315,0.621822042223709
A75,2e-13,917275.9353897927,-5.931243147902427,0.6395705085516129
A75,2e-13,944060.8762859369,-5.927218105136328,0.6578009347112282
A75,2e-13,971627.9515771201,-5.922960499683455,0.6765242094767318
A75,2e-13,1000000.0000000144,-5.918457261336693,0.695751265907249
A75,2e-13,1029200.527194443,-5.91369462941235,0.7154930599876912
A75,2e-13,1059253.7251773044,-5.9086581216075285,0.7357605469044567
A75,2e-13,1090184.4923851436,-5.903332502091016,0.7565646547685593
A75,2e-13,1122018.4543019799,-5.897701748946715,0.7779162555988907
A75,2e-13,1154781.984689475,-5.891749021039675,0.7998261333613199
A75,2e-13,1188502.2274370359,-5.885456624387388,0.8223049488488541
A75,2e-13,1223207.1190499496,-5.878805978223593,0.8453632011906469
A75,2e-13,1258925.4117941859,-5.871777580853681,0.8690111857551097
A75,2e-13,1295686.6975170388,-5.864350975498689,0.8932589482145639
A75,2e-13,1333521.432163344,-5.856504716325378,0.9181162345292941
A75,2e-13,1372460.9610075825,-5.848216334917277,0.9435924366083541
A75,2e-13,1412537.5446227754,-5.839462307407008,0.9696965333911693
A75,2e-13,1453784.3856076836,-5.830218022616245,0.996437027106897
A75,2e-13,1496235.6560944559,-5.820457751510529,1.023821874458291
A75,2e-13,1539926.526059515,-5.8101546183711505,1.051858412489902
A75,2e-13,1584893.1924611374,-5.799280574095642,1.0805532789031294
A75,2e-13,1631172.909227863,-5.787806372102852,1.1099123265956408
A75,2e-13,1678804.0181225857,-5.775701547371909,1.139940532220698
A75,2e-13,1727825.9805078898,-5.762934399183131,1.1706418985819547
A75,2e-13,1778279.41003895,-5.749471978197143,1.202019350710587
A75,2e-13,1830206.106311084,-5.735280078563391,1.2340746255071895
A75,2e-13,1883649.0894898295,-5.720323235814251,1.2668081548762529
A75,2e-13,1938652.6359522373,-5.7045647313377374,1.300218942328692
A75,2e-13,1995262.3149689105,-5.6879666043115265,1.3343044330964455
A75,2e-13,2053525.026457178,-5.67048967204308,1.3690603778773118
A75,2e-13,2113489.0398366796,-5.652093559680614,1.404480690404212
A75,2e-13,2175204.0340195564,-5.632736740358354,1.4405572991399362
A75,2e-13,2238721.1385683743,-5.612376586879506,1.4772799935070982
A75,2e-13,2304092.9760558815,-5.5909694360421955,1.5146362651762735
A75,2e-13,2371373.705661692,-5.568470666841229,1.5526111450977955
A75,2e-13,2440619.0680420185,-5.544834793685253,1.591187037085783
A75,2e-13,2511886.4315096196,-5.520015575887548,1.630343548959482
A75,2e-13,2585234.8395622317,-5.493966144608829,1.6700573224103186
A75,2e-13,2660725.059798852,-5.466639148425781,1.710301862964474
A75,2e-13,2738419.6342644054,-5.437986918684935,1.751047371630837
A75,2e-13,2818382.931264499,-5.407961655653426,1.7922605800223055
A75,2e-13,2900681.1986932005,-5.376515636421394,1.8339045909804432
A75,2e-13,2985382.618918008,-5.343601445391757,1.8759387269750532
A75,2e-13,3072557.365267497,-5.309172227933252,1.9183183887577564
A75,2e-13,3162277.6601684312,-5.273181967621736,1.9609949270007658
A75,2e-13,3254617.8349805125,-5.235585787223628,2.003915529872079
A75,2e-13,3349654.391578332,-5.196340273232196,2.0470231296910124
A75,2e-13,3447466.065731551,-5.155403823429136,2.090256331995245
A75,2e-13,3548133.8923358135,-5.112737016573599,2.1335493705139394
A75,2e-13,3651741.272548438,-5.06830300277563,2.1768320916121433
A75,2e-13,3758374.042884505,-5.0220679127521475,2.2200299718831134
A75,2e-13,3868120.546330587,-4.97400128346783,2.2630641724953477
A75,2e-13,3981071.70553504,-4.924076497252206,2.305851633890363
A75,2e-13,4097321.0981354844,-4.872271230737016,2.348305214203404
A75,2e-13,4216965.034285894,-4.818567909490981,2.3903338745920055
A75,2e-13,4340102.636447512,-4.762954163475027,2.4318429142420155
A75,2e-13,4466835.921509706,-4.705423277977383,2.4727342574260383
A75,2e-13,4597269.885308799,-4.645974634000599,2.5129067943626597
A75,2e-13,4731512.589614885,-4.584614131650981,2.552256776988781
A75,2e-13,4869675.251658713,-4.521354589571729,2.5906782699311326
A75,2e-13,5011872.336272808,-4.45621611315562,2.628063656086074
A75,2e-13,5158221.650723144,-4.389226424024038,2.6643041952141058
A75,2e-13,5308844.442309974,-4.320421143158887,2.6992906328750537
A75,2e-13,5463865.498818635,-4.249844020178909,2.7329138559171264
A75,2e-13,5623413.251903587,-4.177547101458893,2.765065589539966
A75,2e-13,5787619.883491306,-4.103590830241982,2.7956391297823777
A75,2e-13,5956621.435290207,-4.028044072565073,2.824530104157006
A75,2e-13,6130557.921498313,-3.9509840635849756,2.8516372520184943
A75,2e-13,6309573.444802041,-3.872496270028689,2.876863215329087
A75,2e-13,6493816.315762226,-3.7926741656271252,2.900115329576892
A75,2e-13,6683439.175686263,-3.7116189178402914,2.9213064039672823
A75,2e-13,6878599.123088196,-3.629438985715095,2.940355479549442
A75,2e-13,7079457.843841503,-3.546249630301519,2.9571885536781464
A75,2e-13,7286181.745132405,-3.462172340835335,2.971739259317235
A75,2e-13,7498942.093324691,-3.377334181534253,2.983949487953499
A75,2e-13,7717915.155850261,-3.291867065594144,2.9937699455437956
A75,2e-13,7943282.347242957,-3.2059069645188014,3.001160631768045
A75,2e-13,8175230.379436647,-3.119593062420236,3.0060912340588124
A75,2e-13,8413951.416452102,-3.0330668661408384,3.0085414292297252
A75,2e-13,8659643.23360081,-2.946471283126735,3.0085010871680917
A75,2e-13,8912509.381337617,-2.859949679718014,3.005970372798575
A75,2e-13,9172759.353897963,-2.773644933005562,3.0009597444188043
A75,2e-13,9440608.762859406,-2.687698489547305,2.9934898484327293
A75,2e-13,9716279.51577124,-2.602249444080893,2.9835913124519666
A75,2e-13,10000000.000000184,-2.517433650885177,2.971304440604629
A75,2e-13,10292005.271944473,-2.433382879675883,2.956678816661086
A75,2e-13,10592537.251773085,-2.3502240268719397,2.939772822176019
A75,2e-13,10901844.923851479,-2.2680783918039036,2.920653078245194
A75,2e-13,11220184.543019842,-2.187061025965064,2.8993938206095886
A75,2e-13,11547819.846894797,-2.107280161818188,2.876076218731342
A75,2e-13,11885022.274370406,-2.0288367259896636,2.850787650068645
A75,2e-13,12232071.190499544,-1.951823939948381,2.823620941066193
A75,2e-13,12589254.117941909,-1.8763270095913405,2.7946735864442105
A75,2e-13,12956866.97517044,-1.8024229035039991,2.7640469581155007
A75,2e-13,13335214.321633492,-1.7301802181430403,2.7318455146035547
A75,2e-13,13724609.61007588,-1.6596591268030405,2.698176021161759
A75,2e-13,14125375.446227811,-1.590911407992869,2.6631467899175707
A75,2e-13,14537843.856076894,-1.5239805478376751,2.626866948411483
A75,2e-13,14962356.560944619,-1.458901910266523,2.589445743777767
A75,2e-13,15399265.260595214,-1.3957029681215858,2.5509918886736855
A75,2e-13,15848931.924611438,-1.3344035879060427,2.511612953911489
A75,2e-13,16311729.092278697,-1.2750163606122606,2.471414811516793
A75,2e-13,16788040.181225926,-1.2175469710540645,2.4305011308871913
A75,2e-13,17278259.80507897,-1.1619945981828994,2.388972929583257
A75,2e-13,17782794.100389574,-1.1083523391195393,2.3469281793235
A75,2e-13,18302061.063110918,-1.0566076499875952,2.304461466868148
A75,2e-13,18836490.894898374,-1.0067427970704328,2.2616637086661266
A75,2e-13,19386526.359522454,-0.9587353123360136,2.2186219174709256
A75,2e-13,19952623.14968919,-0.9125584479441708,2.1754190185686104
A75,2e-13,20535250.264571868,-0.8681816249477756,2.1321337128010827
A75,2e-13,21134890.398366887,-0.8255708720129988,2.0888403832209272
A75,2e-13,21752040.34019566,-0.7846892505973093,2.045609041972611
A75,2e-13,22387211.385683842,-0.7454972636132724,2.002505313822513
A75,2e-13,23040929.760558918,-0.7079532451861735,1.959590452711495
A75,2e-13,23713737.05661703,-0.6720137296368973,1.916921387669921
A75,2e-13,24406190.680420294,-0.6376337983266935,1.8745507945196342
A75,2e-13,25118864.315096308,-0.6047674034435417,1.8325271898771924
A75,2e-13,25852348.39562243,-0.573367668220268,1.7908950441432019
A75,2e-13,26607250.597988635,-0.5433871634205799,1.7496949103169555
A75,2e-13,27384196.34264417,-0.5147781602479875,1.7089635657131095
A75,2e-13,28183829.31264511,-0.48749286008557724,1.668734163851259
A75,2e-13,29006811.98693213,-0.4614836016993106,1.6290363940393888
A75,2e-13,29853826.189180207,-0.4367030467092329,1.5898966463866433
A75,2e-13,30725573.652675096,-0.413104344282344,1.5513381802460735
A75,2e-13,31622776.601684444,-0.3906412760934993,1.5133812942682796
A75,2e-13,32546178.34980526,-0.36926838269073126,1.4760434965169063
A75,2e-13,33496543.915783457,-0.34894107243936134,1.4393396732660522
A75,2e-13,34474660.65731565,-0.3296157142504578,1.4032822553148707
A75,2e-13,35481338.92335828,-0.31124971530442275,1.3678813808348003
A75,2e-13,36517412.72548453,-0.2938015849687334,1.333145053928454
A75,2e-13,37583740.4288452,-0.2772309860842263,1.2990792982309092
A75,2e-13,38681205.463306025,-0.2614987747614436,1.2656883050346257
A75,2e-13,39810717.05535056,-0.2465670297791599,1.2329745755194683
A75,2e-13,40973210.98135501,-0.23239907263305676,1.2009390568102574
A75,2e-13,42169650.34285911,-0.21895947922069076,1.1695812716515332
A75,2e-13,43401026.3644753,-0.20621408409451397,1.138899441593954
A75,2e-13,44668359.21509726,-0.19412997815251748,1.1088906036514443
A75,2e-13,45972698.8530882,-0.18267550057481274,1.0795507204488446
A75,2e-13,47315125.89614906,-0.17182022575494565,1.0508747839389583
A75,2e-13,48696752.516587354,-0.16153494591413994,1.0228569128065845
A75,2e-13,50118723.362728305,-0.1517916500286843,0.995490443711935
A75,2e-13,51582216.507231675,-0.14256349964616313,0.9687680165624908
A75,2e-13,53088444.42309998,-0.13382480211129386,0.9426816540140135
A75,2e-13,54638654.988186605,-0.12555098167293754,0.9172228354259555
A75,2e-13,56234132.51903613,-0.11771854889661551,0.8923825655113351
A75,2e-13,57876198.83491332,-0.11030506876053395,0.8681514379155069
A75,2e-13,59566214.352902345,-0.10328912777444355,0.8445196939826471
A75,2e-13,61305579.21498341,-0.0966503004195875,0.8214772769499494
A75,2e-13,63095734.44802071,-0.0903691151752441,0.7990138818293118
A75,2e-13,64938163.15762256,-0.08442702036216096,0.7771190012108249
A75,2e-13,66834391.75686294,-0.07880635000617747,0.7557819672405918
A75,2e-13,68785991.23088229,-0.07349028989582612,0.7349919899978268
A75,2e-13,70794578.43841536,-0.06846284398513598,0.7147381925069783
A75,2e-13,72861817.45132439,-0.06370880126927349,0.6950096425997163
A75,2e-13,74989420.93324725,-0.05921370324130576,0.6757953818388812
A75,2e-13,77179151.55850297,-0.054963812020346225,0.6570844517068468
A75,2e-13,79432823.47242993,-0.05094607922522451,0.6388659172508546
A75,2e-13,81752303.79436684,-0.04714811565322638,0.6211288883640966
A75,2e-13,84139514.1645214,-0.04355816181164192,0.6038625388832799
A75,2e-13,86596432.33600849,-0.040165059337412934,0.5870561236579049
A75,2e-13,89125093.81337658,-0.03695822333139602,0.5706989937514172
A75,2e-13,91727593.53898005,-0.033927615624477686,0.5547806099170447
A75,2e-13,94406087.6285945,-0.03106371898532801,0.5392905544825647
A75,2e-13,97162795.15771285,-0.028357512273472205,0.5242185417776427
A75,2e-13,100000000.0000023,-0.02580044653493542,0.5095544272149783
A75,2e-13,102920052.71944518,-0.02338442203373508,0.4952882151438799
A75,2e-13,105925372.51773132,-0.021101766207752455,0.4814100655752689
A75,2e-13,109018449.23851527,-0.01894521253445349,0.467910299877607
A75,2e-13,112201845.43019894,-0.016907880288866473,0.4547794055326565
