candidate,frequency_hz,output_psd_v2_per_hz,input_psd_v2_per_hz
A75,5232.991146814981,5.968618342123743e-13,1.657962330066232e-14
A75,5308.844442309919,5.887933035467709e-13,1.635549994134964e-14
A75,5385.797247105755,5.808400543681616e-13,1.6134579002984257e-14
A75,5463.865498818579,5.730004394819223e-13,1.5916814478829677e-14
A75,5543.065366083543,5.65272835227956e-13,1.5702161523785375e-14
A75,5623.413251903529,5.576556411444065e-13,1.549057542149472e-14
A75,5704.92579704636,5.501472796361906e-13,1.5282012614364213e-14
A75,5787.619883491247,5.427461956482564e-13,1.507642963933416e-14
A75,5871.512637925207,5.354508563435106e-13,1.4873784190269048e-14
A75,5956.621435290147,5.282597507853516e-13,1.467403402135917e-14
A75,6042.963902381372,5.211713896247366e-13,1.4477138042917116e-14
A75,6130.557921498252,5.14184304791714e-13,1.4283055191342506e-14
A75,6219.421634147808,5.072970491913724e-13,1.409174555939613e-14
A75,6309.573444801979,5.005081964041254e-13,1.3903169231623343e-14
A75,6401.032024709357,4.938163403902838e-13,1.3717287450215446e-14
A75,6493.816315762163,4.872200951988423e-13,1.3534061414748483e-14
A75,6587.945534419289,4.807180946804338e-13,1.3353453484781465e-14
A75,6683.439175686198,4.743089922043807e-13,1.3175425942727233e-14
A75,6780.317017152512,4.679914603797868e-13,1.2999942234378215e-14
A75,6878.59912308813,4.617641907806178e-13,1.2826965693684297e-14
A75,6978.3058485987185,4.556258936747076e-13,1.2656460822439975e-14
A75,7079.4578438414355,4.495752977566341e-13,1.24883919757006e-14
A75,7182.076058301764,4.436111498844161e-13,1.2322724681909364e-14
A75,7286.181745132336,4.377322148199644e-13,1.2159424287638228e-14
A75,7391.796465554657,4.319372749732486e-13,1.1998457319479531e-14
A75,7498.94209332462,4.2622513015011414e-13,1.1839790086751083e-14
A75,7607.640819262764,4.2059459730370236e-13,1.1683390086525348e-14
A75,7717.915155850188,4.1504451028942115e-13,1.1529224562889083e-14
A75,7829.787941891089,4.0957371962342166e-13,1.1377261956533626e-14
A75,7943.282347242882,4.041810922445148e-13,1.1227470419108533e-14
A75,8058.421877614886,3.9886551127949837e-13,1.1079819308848367e-14
A75,8175.23037943657,3.9362587581183223e-13,1.0934277658507089e-14
A75,8293.732044796356,3.88461100653618e-13,1.0790815718551289e-14
A75,8413.951416452024,3.8337011612083765e-13,1.0649403377106615e-14
A75,8535.913392913733,3.783518678118008e-13,1.051001175230408e-14
A75,8659.64323360073,3.7340531638875876e-13,1.0372611562612408e-14
A75,8785.166564072795,3.685294373626364e-13,1.0237174769982982e-14
A75,8912.509381337535,3.6372322088083935e-13,1.0103672898882044e-14
A75,9041.698059234586,3.5898567151809534e-13,9.972078731941348e-15
A75,9172.75935389788,3.5431580807027587e-13,9.842364575941786e-15
A75,9305.720409297075,3.4971266335117274e-13,9.7145040117406e-15
A75,9440.608762859321,3.4517528399216755e-13,9.588470105393225e-15
A75,9577.452351172502,3.40702730244771e-13,9.464237214194425e-15
A75,9716.279515771153,3.3629407578597567e-13,9.34177914105731e-15
A75,9857.119009006256,3.3194840752639527e-13,9.221070998575382e-15
A75,10000.000000000096,3.2766482542113823e-13,9.102087304706975e-15
A75,10144.952080687459,3.234424422833876e-13,8.984803906837504e-15
A75,10292.005271944381,3.1928038360064075e-13,8.86919601674408e-15
A75,10441.190029805744,3.1517778735357294e-13,8.755240196712618e-15
A75,10592.537251772992,3.1113380383749087e-13,8.64291233168047e-15
A75,10746.07828321328,3.0714759548633514e-13,8.532189679541974e-15
A75,10901.844923851384,3.0321833669919207e-13,8.423048778286733e-15
A75,11059.869434355705,2.993452136692906e-13,8.315467562709041e-15
A75,11220.184543019746,2.955274242154355e-13,8.209423204276216e-15
A75,11382.823452540435,2.917641776158498e-13,8.104894296542769e-15
A75,11547.819846894698,2.8805469444439066e-13,8.00185862539584e-15
A75,11715.207898315717,2.843982064091015e-13,7.900295425564481e-15
A75,11885.022274370305,2.8079395619307435e-13,7.800183078798263e-15
A75,12057.298145138866,2.7724119729757905e-13,7.701501443955162e-15
A75,12232.07119049944,2.7373919388743703e-13,7.604229480574366e-15
A75,12409.377607517323,2.702872206385992e-13,7.508347655123576e-15
A75,12589.254117941802,2.668845625879039e-13,7.413835487327846e-15
A75,12771.737975811562,2.635305149849758e-13,7.32067403525864e-15
A75,12956.86697517033,2.602243831462436e-13,7.228843361677064e-15
A75,13144.679457894359,2.5696548231103885e-13,7.138325100753023e-15
A75,13335.21432163338,2.537531374997501e-13,7.049099841572996e-15
A75,13528.511027866647,2.5058668337400215e-13,6.961149779388383e-15
A75,13724.609610075766,2.4746546409883204e-13,6.874456013324944e-15
A75,13923.55068203599,2.443888332068314e-13,6.789001285175195e-15
A75,14125.375446227694,2.4135615346422755e-13,6.704767188228609e-15
A75,14330.125702369782,2.3836679673887875e-13,6.621736996743693e-15
A75,14537.843856076775,2.3542014387014945e-13,6.539892782694627e-15
A75,14748.572927641406,2.3251558454064815e-13,6.4592183391850944e-15
A75,14962.356560944498,2.2965251714979056e-13,6.379696201778037e-15
A75,15179.239032494008,2.2683034868917097e-13,6.301310669245299e-15
A75,15399.26526059509,2.2404849461970893e-13,6.224044726012301e-15
A75,15622.480814653076,2.2130637875055304e-13,6.147883163775733e-15
A75,15848.931924611312,2.1860343311970865e-13,6.072809401453957e-15
A75,16078.665490525787,2.1593909787637157e-13,5.998808711349251e-15
A75,16311.729092278567,2.1331282116493844e-13,5.9258649328471484e-15
A75,16548.170999432,2.1072405901067473e-13,5.8539638069509345e-15
A75,16788.040181225795,2.0817227520701047e-13,5.783089579818974e-15
A75,17031.386316718967,2.0565694120444586e-13,5.713228449656899e-15
A75,17278.259805078833,2.0317753600104181e-13,5.644365056020398e-15
A75,17528.711776019132,2.0073354603446956e-13,5.576486043216094e-15
A75,17782.794100389434,1.9832446507560345e-13,5.5095764311283414e-15
A75,18040.55940091807,1.9594979412362933e-13,5.443623299452725e-15
A75,18302.061063110774,1.936090413026475e-13,5.37861203562845e-15
A75,18567.35324630728,1.9130172175975253e-13,5.314530144409489e-15
A75,18836.49089489823,1.8902735756456437e-13,5.2513633682992044e-15
A75,19109.529749704634,1.8678547761019177e-13,5.1890996271536336e-15
A75,19386.526359522308,1.8457561751560858e-13,5.127725006321025e-15
A75,19667.538092833624,1.8239731952941967e-13,5.067227831170407e-15
A75,19952.62314968904,1.8025013243500026e-13,5.007594517935666e-15
A75,20241.840573760863,1.7813361145698486e-13,4.948813788270434e-15
A75,20535.250264571714,1.7604731816909104e-13,4.890872377583676e-15
A75,20832.91298990025,1.739908204032537e-13,4.8337593949397476e-15
A75,21134.890398366733,1.7196369216005637e-13,4.777461883449615e-15
A75,21441.245032200994,1.6996551352043527e-13,4.721969331063136e-15
A75,21752.0403401955,1.6799587055864422e-13,4.667269077346612e-15
A75,22067.340690846177,1.6605435525645544e-13,4.613350980953464e-15
A75,22387.21138568368,1.6414056541858412e-13,4.5602026668740445e-15
A75,22711.718672797946,1.622541045893166e-13,4.507814356621561e-15
A75,23040.929760558753,1.6039458197032306e-13,4.456173949783667e-15
A75,23374.912831535188,1.5856161233964354e-13,4.40527202322312e-15
A75,23713.73705661686,1.5675481597182278e-13,4.355096740491756e-15
A75,24057.47260933982,1.5497381855918278e-13,4.305639026620839e-15
A75,24406.19068042012,1.5321825113421639e-13,4.256887298676117e-15
A75,24759.96349249806,1.5148774999308108e-13,4.208832823001701e-15
A75,25118.864315096132,1.4978195662018409e-13,4.161464259899045e-15
A75,25482.967479793802,1.481005176138365e-13,4.114773210491229e-15
A75,25852.34839562225,1.464430846129651e-13,4.068748568198584e-15
A75,26227.083564682252,1.4480931422486593e-13,4.02338226270798e-15
A75,26607.25059798845,1.431988679539824e-13,3.9786634105923935e-15
A75,26992.928231543297,1.4161141213169672e-13,3.934584264203208e-15
A75,27384.19634264398,1.4004661784711607e-13,3.891134153439727e-15
A75,27781.13596642573,1.385041608788424e-13,3.848305647732269e-15
A75,28183.82931264492,1.369837216277099e-13,3.8060882806091645e-15
A75,28592.359782705455,1.354849850504765e-13,3.76447493330577e-15
A75,29006.811986931934,1.3400764059445513e-13,3.7234553334004536e-15
A75,29427.271762093224,1.3255138213307252e-13,3.68302266896993e-15
A75,29853.82618918001,1.3111590790234034e-13,3.643166852170994e-15
A75,30286.56361144006,1.297009204382264e-13,3.603881373267175e-15
A75,30725.573652674895,1.28306126514913e-13,3.5651563196184875e-15
A75,31170.947235801697,1.2693123708392874e-13,3.5269854793292195e-15
A75,31622.77660168424,1.2557596721414149e-13,3.4893591056727486e-15
A75,32081.155328236815,1.2424003603259763e-13,3.4522712805562713e-15
A75,32546.17834980505,1.229231666662121e-13,3.415712413950999e-15
A75,33017.94197682767,1.2162508618425264e-13,3.3796768778378655e-15
A75,33496.543915783244,1.2034552554166545e-13,3.3441552297327177e-15
A75,33982.08328942608,1.1908421952318753e-13,3.30914212827029e-15
A75,34474.660657315435,1.1784090668824924e-13,3.2746282694097286e-15
A75,34974.378036642294,1.1661532931665398e-13,3.2406085953298877e-15
A75,35481.33892335806,1.1540723335502426e-13,3.2070739313713613e-15
A75,35995.64831360948,1.1421636836400096e-13,3.1740195004596017e-15
A75,36517.412725484304,1.1304248746618643e-13,3.1414362482826178e-15
A75,37046.74022107211,1.1188534729482019e-13,3.1093196760291943e-15
A75,37583.74042884497,1.1074470794317569e-13,3.0776608407164386e-15
A75,38128.524566362445,1.0962033291466769e-13,3.046455519630124e-15
A75,38681.205463305785,1.0851198907366157e-13,3.0156948721014913e-15
A75,39241.89758484594,1.0741944659697055e-13,2.985374949667156e-15
A75,39810.71705535032,1.0634247892603432e-13,2.9554870049482306e-15
A75,40387.781682433204,1.0528086271976724e-13,2.9260273622099256e-15
A75,40973.210981354765,1.0423437780806557e-13,2.8969873583168204e-15
A75,41567.12619977373,1.0320280714596582e-13,2.868363589068754e-15
A75,42169.65034285886,1.021859367684423e-13,2.8401474664918857e-15
A75,42780.90819876445,1.0118355574583663e-13,2.812335857059915e-15
A75,43401.026364475045,1.0019545613990795e-13,2.7849202388296628e-15
A75,44030.13327202482,9.922143296049501e-14,2.757897748426661e-15
A75,44668.359215097,9.826128412278167e-14,2.7312599207444083e-15
A75,45315.836376008876,9.731481040515604e-14,2.705004162383177e-15
A75,45972.698853087924,9.638181540765416e-14,2.679122055801707e-15
A75,46639.08268844478,9.546210551098036e-14,2.653611277749653e-15
A75,47315.12589614878,9.455548983609421e-14,2.628463448887254e-15
A75,48000.9684908119,9.366178020435727e-14,2.6036765166474472e-15
A75,48696.75251658707,9.278079109822876e-14,2.5792421304206077e-15
A75,49402.62207658675,9.191233962250393e-14,2.5551585092243523e-15
A75,50118.72336272801,9.105624546608584e-14,2.531417321584308e-15
A75,50845.20468601018,9.021233086428292e-14,2.50801705938063e-15
A75,51582.21650723137,8.938042056162236e-14,2.484949400539466e-15
A75,52329.91146815029,8.856034177517532e-14,2.4622131114675322e-15
A75,53088.444423099674,8.775192415838143e-14,2.4397998695999295e-15
A75,53857.97247105804,8.695499976536795e-14,2.4177087179306595e-15
A75,54638.654988186296,8.616940301575504e-14,2.395931323337751e-15
A75,55430.653660835946,8.539497065993873e-14,2.3744670078713226e-15
A75,56234.13251903581,8.46315417448466e-14,2.3533074175936015e-15
A75,57049.25797046412,8.387895758015424e-14,2.3324521564999506e-15
A75,57876.198834913,8.313706170496058e-14,2.3118928393663945e-15
A75,58715.12637925261,8.240569985491089e-14,2.2916293554561263e-15
A75,59566.21435290201,8.168471992976194e-14,2.271653277557224e-15
A75,60429.63902381426,8.097397196138157e-14,2.2519647839707932e-15
A75,61305.57921498307,8.027330808217695e-14,2.232555394543341e-15
A75,62194.216341478634,7.958258249394297e-14,2.2134255808465816e-15
A75,63095.73444802036,7.890165143712514e-14,2.194566798558633e-15
A75,64010.32024709414,7.823037316049004e-14,2.1759798172331894e-15
A75,64938.163157622206,7.756860789119578e-14,2.1576560168577504e-15
A75,65879.45534419348,7.691621780525748e-14,2.1395964701751884e-15
A75,66834.39175686258,7.627306699839974e-14,2.121792469641592e-15
A75,67803.17017152572,7.563902145729068e-14,2.104245396910332e-15
A75,68785.99123088192,7.501394903115069e-14,2.0869464447225923e-15
A75,69783.05848598781,7.439771940372944e-14,2.0698973098971204e-15
A75,70794.57843841499,7.379020406564366e-14,2.0530890729087634e-15
A75,71820.76058301827,7.319127628708035e-14,2.036523752550833e-15
A75,72861.81745132401,7.260081109083096e-14,2.0201923040863797e-15
A75,73917.96465554723,7.201868522568902e-14,2.0040970756682643e-15
A75,74989.42093324687,7.144477714017528e-14,1.9882288839807367e-15
A75,76076.40819262833,7.087896695659802e-14,1.9725904145208588e-15
A75,77179.15155850258,7.032113644543895e-14,1.957172331576787e-15
A75,78297.8794189116,6.977116900005956e-14,1.9419776665982843e-15
A75,79432.82347242955,6.922894961172262e-14,1.9269969171801135e-15
A75,80584.2187761496,6.869436484492207e-14,1.912233469983239e-15
A75,81752.30379436645,6.816730281301745e-14,1.897677641100443e-15
A75,82937.32044796432,6.764765315416496e-14,1.8833331823398865e-15
A75,84139.51416452101,6.71353070075383e-14,1.8691902129398194e-15
A75,85359.13392913812,6.663015698985279e-14,1.855252860498355e-15
A75,86596.43233600809,6.613209717213844e-14,1.8415110314689048e-15
A75,87851.66564072875,6.564102305682108e-14,1.827969240618975e-15
A75,89125.09381337615,6.515683155505919e-14,1.8146171650733128e-15
A75,90416.98059234666,6.467942096434867e-14,1.8014597189183853e-15
A75,91727.5935389796,6.420869094638831e-14,1.7884863327556066e-15
A75,93057.20409297157,6.374454250520104e-14,1.7757023329434296e-15
A75,94406.08762859405,6.328687796550453e-14,1.763096885675891e-15
A75,95774.52351172586,6.283560095132426e-14,1.7506757433758524e-15
A75,97162.79515771239,6.239061636486235e-14,1.7384277892161138e-15
A75,98571.19009006342,6.195183036556991e-14,1.726359216353748e-15
A75,100000.00000000183,6.151915034948166e-14,1.714458605553663e-15
A75,101449.52080687547,6.10924849287591e-14,1.702732606293793e-15
A75,102920.0527194447,6.067174391145864e-14,1.6911694767285782e-15
A75,104411.90029805835,6.025683828151454e-14,1.679776339201707e-15
A75,105925.37251773084,5.984768017893331e-14,1.6685411081919634e-15
A75,107460.78283213373,5.944418288019449e-14,1.6574713964558426e-15
A75,109018.44923851478,5.904626077885294e-14,1.6465547528207974e-15
A75,110598.694343558,5.865382936633865e-14,1.6357992990509885e-15
A75,112201.84543019843,5.826680521294845e-14,1.6251921953863421e-15
A75,113828.23452540534,5.788510594902663e-14,1.6147420922892145e-15
A75,115478.19846894799,5.750865024632871e-14,1.604435737463185e-15
A75,117152.0789831582,5.713735779956436e-14,1.5942823309051208e-15
A75,118850.22274370409,5.6771149308115825e-14,1.5842681827665091e-15
A75,120572.98145138971,5.6409946457912406e-14,1.5744030646127542e-15
A75,122320.71190499548,5.6053671903540064e-14,1.5646728229049285e-15
A75,124093.77607517432,5.570224925037693e-14,1.5550878240644739e-15
A75,125892.54117941913,5.5355603037022605e-14,1.5456334235394584e-15
A75,127717.37975811675,5.501365871781371e-14,1.5363206072045051e-15
A75,129568.66975170444,5.467634264550268e-14,1.527134210931451e-15
A75,131446.79457894477,5.4343582054080994e-14,1.5180858660133687e-15
A75,133352.14321633498,5.4015305041751517e-14,1.5091598588758498e-15
A75,135285.11027866765,5.36914405540253e-14,1.5003684936267208e-15
A75,137246.09610075885,5.3371918366966095e-14,1.491695476003529e-15
A75,139235.5068203611,5.3056669070556594e-14,1.4831538118196482e-15
A75,141253.75446227816,5.274562405220511e-14,1.4747265934438265e-15
A75,143301.25702369906,5.243871548035122e-14,1.4664275588467598e-15
A75,145378.43856076902,5.21358762882144e-14,1.4582391528377782e-15
A75,147485.72927641534,5.183704015765387e-14,1.450175877626365e-15
A75,149623.56560944626,5.1542141503130885e-14,1.4422194946907378e-15
A75,151792.39032494137,5.125111545579383e-14,1.434385304261455e-15
A75,153992.6526059522,5.0963897847663377e-14,1.4266543470571171e-15
A75,156224.80814653207,5.068042519592548e-14,1.419042756883087e-15
A75,158489.31924611444,5.0400634687318444e-14,1.4115308145398526e-15
A75,160786.6549052592,5.0124464162629794e-14,1.4041355248139519e-15
A75,163117.290922787,4.985185210127327e-14,1.3968363676145212e-15
A75,165481.70999432137,4.9582737605969457e-14,1.3896512580390917e-15
A75,167880.4018122593,4.9317060387522193e-14,1.3825588322435549e-15
A75,170313.86316719104,4.9054760749660265e-14,1.3755779569724104e-15
A75,172782.59805078973,4.8795779573987205e-14,1.3686863797919172e-15
A75,175287.11776019275,4.854005830501336e-14,1.3619039625155088e-15
A75,177827.9410038958,4.8287538935250325e-14,1.3552075172271729e-15
A75,180405.5940091822,4.80381639904083e-14,1.348617946398696e-15
A75,183020.61063110924,4.779187651466048e-14,1.3421110775975973e-15
A75,185673.5324630743,4.754862005598752e-14,1.3357089017950727e-15
A75,188364.90894898382,4.7308338651595907e-14,1.3293862107807551e-15
A75,191095.2974970479,4.707097681342338e-14,1.3231661342014307e-15
A75,193865.26359522465,4.683647951369566e-14,1.3170223744945687e-15
A75,196675.3809283378,4.6604792170581294e-14,1.3109792525777894e-15
A75,199526.231496892,4.6375860633906e-14,1.3050093255628383e-15
A75,202418.40573761027,4.614963117095496e-14,1.299138160737563e-15
A75,205352.50264571878,4.592605045232744e-14,1.2933371114294717e-15
A75,208329.12989900415,4.5705065537886594e-14,1.2876330489827024e-15
A75,211348.90398366898,4.548662386278458e-14,1.2819960619125186e-15
A75,214412.4503220116,4.52706732235462e-14,1.2764543859753897e-15
A75,217520.40340195672,4.505716176425257e-14,1.270976781193112e-15
A75,220673.4069084635,4.4846037962794946e-14,1.2655929108401913e-15
A75,223872.11385683858,4.463725061721191e-14,1.2602701400307534e-15
A75,227117.18672798126,4.4430748832121656e-14,1.2550396254902499e-15
A75,230409.29760558935,4.422648200522669e-14,1.2498672682003423e-15
A75,233749.12831535374,4.40243998139266e-14,1.2447857871710951e-15
A75,237137.3705661705,4.3824452202017234e-14,1.2397595471432068e-15
A75,240574.72609340012,4.362658936649617e-14,1.234822901214938e-15
A75,244061.90680420317,4.343076174447911e-14,1.2299386028266035e-15
A75,247599.6349249826,4.3236920000212904e-14,1.2251427140010044e-15
A75,251188.64315096333,4.304501501222125e-14,1.2203962988065104e-15
A75,254829.67479794007,4.285499786056506e-14,1.2157372061147252e-15
A75,258523.48395622458,4.266681981424013e-14,1.2111247294862567e-15
A75,262270.8356468246,4.2480432318713245e-14,1.2065985857008153e-15
A75,266072.5059798866,4.229578698360742e-14,1.202116213567918e-15
A75,269929.2823154351,4.21128355705336e-14,1.1977192820034631e-15
A75,273841.963426442,4.193152998110929e-14,1.193363287685338e-15
A75,277811.35966425954,4.17518222451375e-14,1.1890919390903659e-15
A75,281838.2931264515,4.157366450898489e-14,1.184858700225783e-15
A75,285923.5978270569,4.139700902415055e-14,1.1807094097548689e-15
A75,290068.1198693217,4.122180813607011e-14,1.1765954053186393e-15
A75,294272.71762093465,4.10480142731194e-14,1.1725647495877853e-15
A75,298538.26189180254,4.08755799358913e-14,1.1685665569990643e-15
A75,302865.6361144031,4.0704457686706585e-14,1.1646512112186573e-15
A75,307255.7365267515,4.053460013941448e-14,1.1607655035362662e-15
A75,311709.4723580195,4.036595994948548e-14,1.1569622387188398e-15
A75,316227.76601684495,4.0198489804407923e-14,1.1531857819226255e-15
A75,320811.55328237073,4.003214241441927e-14,1.1494914621625206e-15
A75,325461.78349805315,3.9866870503611964e-14,1.1458211125192468e-15
A75,330179.4197682794,3.970262680136331e-14,1.1422326923409326e-15
A75,334965.4391578352,3.953936403421033e-14,1.1386653938531754e-15
A75,339820.8328942636,3.9377034918124463e-14,1.1351799156249209e-15
A75,344746.6065731572,3.921559215123246e-14,1.1317126975630352e-15
A75,349743.7803664258,3.905498840701347e-14,1.1283272889729132e-15
