candidate,index,condition,role,numerical_usable,terminal_supported,out_v,error_v,gain,band_min_magnitude,band_max_magnitude,bandwidth_hz,current_a,power_w,supply_current_a,input_current_a,feedback_current_a,dc_ac_current_pass,sine_assessed,sine_thd_fraction,sine_gain,sine_min_v,sine_max_v,sine_stationary,sine_all_assessed_pass,predicted_out_v,realization_id,attempt_sha256
A75,29,nominal,DEVELOPMENT,True,True,0.4692608593161586,-0.030739140683841426,-6.0788733589884,6.068901982368014,6.078874360007059,1743498.4778997377,7.505649444722507e-05,7.505627580014654e-05,7.505609690708229e-05,3.9754014278603825e-10,,False,False,,,,,,,0.4701467446213243,d5e2c510474d3baf38f8022cda0c1cbd1df492c73ffff99dfd0d042ead6aaea1,a952f6940b3dedb446855d603ba58613e3afddd750604d073b88a62eacbe388e
A75,29,supply_097,DEVELOPMENT,True,True,0.40945615052015577,-0.09054384947984423,-6.098042961004132,6.087958890981969,6.098043973395889,1736469.0964687234,7.125407899709266e-05,6.91162490881126e-05,7.125367988350174e-05,3.991135909178073e-10,,False,False,,,,,,,0.41020099147131617,d5e2c510474d3baf38f8022cda0c1cbd1df492c73ffff99dfd0d042ead6aaea1,07f60b841747b34d87889c076ea866ff66a37584edc17dd6f240f569d70a385b
A75,30,nominal,DEVELOPMENT,True,True,0.5262995836550522,0.02629958365505225,-6.015554561335898,6.005825929973441,6.015555537916748,1755917.2520555889,7.582661574094303e-05,7.582640281319307e-05,7.582622859957947e-05,3.8714136356334666e-10,,False,False,,,,,,,0.5271605748507373,9495eacb1a0d14826f3bc0ed54d5676ac057158b29b85155c35aa3a31f56bfd6,363b9c0a410f59ade3dbec185488cb56f2201be3b3fe15e0be008c3ba78623a4
A75,30,supply_097,DEVELOPMENT,True,True,0.4657068795647691,-0.03429312043523092,-6.0460123432375195,6.0361190023182045,6.046013336419917,1745623.6881768964,7.201470896521697e-05,6.985406474040852e-05,7.201431866550168e-05,3.902997152901988e-10,,False,False,,,,,,,0.4672148217007292,9495eacb1a0d14826f3bc0ed54d5676ac057158b29b85155c35aa3a31f56bfd6,75b631a1445cd0b61ccd212d2910bd246846895c521f5db99a53800f1c51f8f7
A75,31,nominal,DEVELOPMENT,True,True,0.5147109487145458,0.014710948714545813,-6.022416179891837,6.012642085778235,6.022417161058569,1752819.0503445368,7.530063990238077e-05,7.530042323940822e-05,7.530024596970339e-05,3.939326773854182e-10,,True,False,,,,,,,0.5193739311431488,5fa957164c3cbda40b3d5087ce37eb839f3f32e69c8484df56511f7b571b65f9,8d244f4b4b8ab63b71665aaf18576accc1af51abf50c0b3dc5c195e9f48299f8
A75,31,supply_097,DEVELOPMENT,True,True,0.45398518727078835,-0.04601481272921165,-6.050526201277676,6.040597985388667,6.0505271979825315,1743205.4494673742,7.149072369761615e-05,6.93457957781362e-05,7.149032714270946e-05,3.9655490669627744e-10,,False,False,,,,,,,0.4594281779931407,5fa957164c3cbda40b3d5087ce37eb839f3f32e69c8484df56511f7b571b65f9,bc6e59d8552b2b315889cfe1bbebce65f2127f9c55fd65e89e5dd95da015cf48
A75,32,nominal,DEVELOPMENT,True,True,0.5296463655243738,0.02964636552437383,-5.88095056327685,5.871386623407282,5.8809515233570275,1751033.220300527,7.497634486250018e-05,7.497614356453283e-05,7.49759788661959e-05,3.6599630428126376e-10,,False,False,,,,,,,0.5316023041154312,fb7317d543bb6785c29225ef475c9f62187d3bae75f2391fe2a275efb07c4fe8,745bba84670d71f094e328295cfc5638c3e8eb83a8a084766b3b661577f0e6b3
A75,32,supply_097,DEVELOPMENT,True,True,0.469782855143797,-0.030217144856203026,-5.910200223488055,5.900476532153493,5.910201199671528,1740898.7153699112,7.117546144080525e-05,6.904000560335598e-05,7.117509222114157e-05,3.6921966368617595e-10,,False,False,,,,,,,0.4716565509654231,fb7317d543bb6785c29225ef475c9f62187d3bae75f2391fe2a275efb07c4fe8,42d8999661b30bef0eb6fc1832642253aa9047857d58f74f4b6f93d2ed366e1a
A75,33,nominal,DEVELOPMENT,True,True,0.38349590595296407,-0.11650409404703593,-6.062126516330555,6.052014937862918,6.062127531531812,1729014.8584084155,7.396489691213286e-05,7.396467998927014e-05,7.396450250692791e-05,3.94405204947202e-10,,False,False,,,,,,,0.3825840385035522,c24ded26e10149a4177f2a5ee7f5d04c40ab92e4656b7095108a7e5f61370553,ffa1d1dfe3976c783bfb68b615970deda44ba1a979a935f32a7bd54e5707ced1
A75,33,supply_097,DEVELOPMENT,True,True,0.32657874627117456,-0.17342125372882544,-6.060065065441994,6.049939862305269,6.060066082049525,1727559.9222785267,7.018963926412518e-05,6.808374232791067e-05,7.018923972895065e-05,3.9953517453001144e-10,,False,False,,,,,,,0.3226382853535441,c24ded26e10149a4177f2a5ee7f5d04c40ab92e4656b7095108a7e5f61370553,bb806b5b5d92bcf5235fe3fd7d7c23026fa312244aac2347d1dd2794e3037e8f
A75,34,nominal,DEVELOPMENT,True,True,0.6129492587175961,0.11294925871759609,-5.895124812117114,5.885959080067454,5.895125732075451,1790940.2851385616,7.600066266128119e-05,7.600045584505447e-05,7.600028663177808e-05,3.7602950310813843e-10,,False,False,,,,,,,0.6106517065814976,12073929a5f25ea7d0051c16647c30fe34a31307395eec36520d2e1b6baa7e6d,13cbe87fd079f61ac3927833143ceb6316b84ca5085408d8aefda1e743f71d39
A75,34,supply_097,DEVELOPMENT,True,True,0.5498814250865438,0.04988142508654381,-5.957082072851709,5.947610089117056,5.957083023626983,1770958.054197337,7.216767842452853e-05,7.00024478295272e-05,7.216729334324878e-05,3.8508127974323444e-10,,False,False,,,,,,,0.5507059534314895,12073929a5f25ea7d0051c16647c30fe34a31307395eec36520d2e1b6baa7e6d,fd9e38e1ba7943050ae3d856baf42dcf8e22960f27f3efffebcb71dcfef77397
A75,35,nominal,DEVELOPMENT,True,True,0.5411269640150191,0.04112696401501914,-6.025124777971226,6.0154434971774196,6.025125749778365,1761628.6757191913,7.577946274011407e-05,7.577924552940624e-05,7.577906781155438e-05,3.949285596899915e-10,,False,False,,,,,,,0.5420841462157607,efd18b40cc42fc97381bc71a4fb42976726cc08810bc2132288b7faf1e6b0c23,e5302132b5203b5c09b8d8c7f394ab06dcb8ea8b629ddc90a599fa5596912db2
A75,35,supply_097,DEVELOPMENT,True,True,0.479645495719973,-0.020354504280026997,-6.059924670125379,6.050058812036713,6.059925660530466,1750067.5654393877,7.196003258366855e-05,6.980102416730625e-05,7.195963366279885e-05,3.989208696990494e-10,,True,False,,,,,,,0.4821383930657526,efd18b40cc42fc97381bc71a4fb42976726cc08810bc2132288b7faf1e6b0c23,3654de887cda61bd30cfb7de0e5d50843a73a6af4ad86031e147af6fb34b5a54
A75,36,nominal,DEVELOPMENT,True,True,0.4937598222859897,-0.006240177714010309,-5.951770242116023,5.942011941033516,5.9517712217367995,1743907.858172877,7.49097952690825e-05,7.490959099806209e-05,7.490942386722722e-05,3.7140185528807337e-10,,True,False,,,,,,,0.49628756404741614,cfd106fb5c5962860c746bb39921d43114cab8831e88ff4438051d168c1ed4f7,3021e1a132e24e19bbe0164d155c6282d4ef66fa7ac05d5f8dda3b0fa239c729
A75,36,supply_097,DEVELOPMENT,True,True,0.434452761603978,-0.065547238396022,-5.974441729297151,5.96455426685287,5.974442721946848,1735786.7742129841,7.111202225717583e-05,6.897846757320523e-05,7.111164914899248e-05,3.7310818334652246e-10,,False,False,,,,,,,0.43634181089740803,cfd106fb5c5962860c746bb39921d43114cab8831e88ff4438051d168c1ed4f7,75ed6a99ba4f15a89f8bb867fb275a1077a3e7571d8d8dab0a17061ad5d8bbcf
A75,37,nominal,DEVELOPMENT,True,True,0.41396664801351085,-0.08603335198648915,-6.122013775357904,6.111873052352702,6.122014793436509,1735015.2755635707,7.430275652067023e-05,7.43025345428335e-05,7.430235292460345e-05,4.0359606677748197e-10,,False,False,,,,,,,0.41429028843718346,9028ef485b2c6a0c968ef9ff5f22715933f95aa677b69add3a027d294c0a6bc8,66e8b6ec10d71e814f9a683927172cba6e6f14ecc80edec209d0653cc6d2dd70
A75,37,supply_097,DEVELOPMENT,True,True,0.35558586880124654,-0.14441413119875346,-6.12891279436856,6.118716590596539,6.128913818064587,1731274.6544191225,7.051454543828298e-05,6.839889733083073e-05,7.05141382376988e-05,4.072005841781849e-10,,False,False,,,,,,,0.35434453528717536,9028ef485b2c6a0c968ef9ff5f22715933f95aa677b69add3a027d294c0a6bc8,dd6e822f830717f55371473b8151c55296fb44bdb2a92afddc8f47cb2cdf4f1e
A75,38,nominal,DEVELOPMENT,True,True,0.6438454026623355,0.14384540266233548,-5.7002912655343785,5.691556727964278,5.700292142190382,1804048.062534318,7.615545246318742e-05,7.615526455335336e-05,7.615511080894368e-05,3.4165424374170417e-10,,False,False,,,,,,,0.6459510997242056,db42cda6b6dc2eb3fbf8b2c0c2329895bce50168bc4396ce4e4bae55488de240,931dab4bd503d8d1c5da47247497d76ea50dc6e8fe8c3ed4a0eddb005b1796fe
A75,38,supply_097,DEVELOPMENT,True,True,0.5817033272375856,0.08170332723758555,-5.776816581888696,5.767711914676467,5.7768174957745355,1778848.7779553586,7.233081139791601e-05,7.016070331622718e-05,7.233045805224032e-05,3.53345675689707e-10,,False,False,,,,,,,0.5860053465741974,db42cda6b6dc2eb3fbf8b2c0c2329895bce50168bc4396ce4e4bae55488de240,bf16bda14cc63cb19ba15c18a348e4cebd6baa0d7dc143c49b559bd83b1541cd
A75,39,nominal,DEVELOPMENT,True,True,0.508566628877436,0.008566628877435978,-5.996041967289012,5.986276694568088,5.996042947584032,1749760.7175934168,7.527092468798565e-05,7.527071245668286e-05,7.527053881288967e-05,3.85875095982105e-10,,True,False,,,,,,,0.5114221115797957,f5b41b59756d540f8a0cb58bec017981acdb460ba34b8d4607c97710337edfd4,b3bd8f390d8db2a61c8e819216b1e148e1328f2291def5fba11be968a17f2354
A75,39,supply_097,DEVELOPMENT,True,True,0.4484713944374662,-0.0515286055625338,-6.022268004048347,6.012357290537533,6.022268999008814,1740666.7243739173,7.146544304643269e-05,6.932127789690614e-05,7.146505485771427e-05,3.8818871842026884e-10,,False,False,,,,,,,0.45147635842978756,f5b41b59756d540f8a0cb58bec017981acdb460ba34b8d4607c97710337edfd4,be83f65ceeb655b75c149acdacdc4f927ac4754b1c81940637e1639f54c628ad
A75,40,nominal,DEVELOPMENT,True,True,0.6478821157295079,0.14788211572950793,-5.7942247457610625,5.785449602572988,5.79422562646074,1814677.601870624,7.64735547346947e-05,7.647335452468013e-05,7.647319071648638e-05,3.6401820831732587e-10,,False,False,,,,,,,0.6468941917713176,50a0a1a5daecf8839c4dec6d1dbff0b454bdf3516cb1bad6e5517ef34c8ed8b3,f29c6646b3ba76a6537d11872c3c344e6c29f22561bb7d2d35136ea621a3de9d
A75,40,supply_097,DEVELOPMENT,True,True,0.584676156969348,0.08467615696934805,-5.88026795225856,5.871082835678895,5.880268874189866,1786801.4304090708,7.263699005254651e-05,7.045768465018471e-05,7.263661370488227e-05,3.763476642414283e-10,,False,False,,,,,,,0.5869484386213095,50a0a1a5daecf8839c4dec6d1dbff0b454bdf3516cb1bad6e5517ef34c8ed8b3,969c8433435c943e41d5d40d52edf7a24dae1b2e34cb18e2f486306ded3e6820
A75,41,nominal,DEVELOPMENT,True,True,0.5184056897796177,0.01840568977961765,-5.920764762707492,5.911117069810633,5.920765731197677,1749304.957739747,7.494042821147901e-05,7.494022554808022e-05,7.494005973257212e-05,3.68478906892164e-10,,True,False,,,,,,,0.5204674553269413,fb76eee74dd5e5da33f77f06cd756b7c3d97d6228249716774ea1a24a5598413,793b7531b0aba1774c4c75987633583825fefb0791dc419da455e39cee0379d9
A75,41,supply_097,DEVELOPMENT,True,True,0.4585083504083567,-0.04149164959164331,-5.94810944120394,5.938310857823268,5.948110424907149,1739787.207903802,7.113830440174138e-05,6.900396226127223e-05,7.113793323170885e-05,3.7117003253480524e-10,,False,False,,,,,,,0.46052170217693317,fb76eee74dd5e5da33f77f06cd756b7c3d97d6228249716774ea1a24a5598413,50ad83c53d8e2c1d8b148abec8ced0167f0cb53a447fed82ce0e87162b772799
A75,42,nominal,DEVELOPMENT,True,True,0.49550765236617456,-0.004492347633825444,-5.965600394878197,5.955828075615325,5.965601375902843,1744680.1079824253,7.477278125413126e-05,7.47725749989615e-05,7.47724062447317e-05,3.7500939956440146e-10,,True,False,,,,,,,0.49589541226248895,89b13fc46e962d1f843b4762c4dcc27e49b3adf94878f4c91442671476b55d5d,e1805197b51ea738a1ed579ed96242c1eeb32378e053cf2a7d58095abed436bf
A75,42,supply_097,DEVELOPMENT,True,True,0.4360619151519289,-0.06393808484807112,-5.9887901372331624,5.978886261162689,5.988791131527589,1736427.7424128326,7.09760554030088e-05,6.884657781346804e-05,7.097567861945013e-05,3.76783558671788e-10,,False,False,,,,,,,0.43594965911248085,89b13fc46e962d1f843b4762c4dcc27e49b3adf94878f4c91442671476b55d5d,1ca8268a8d24000a72346bc01173161bb458108dc8afe78c83168dd23d660634
A75,43,nominal,DEVELOPMENT,True,True,0.4867857902215468,-0.013214209778453223,-5.957730288262246,5.947942990951363,5.957731270805766,1742194.9790255642,7.466081888715224e-05,7.46606132050972e-05,7.466044491977944e-05,3.7396737280221554e-10,,True,False,,,,,,,0.4877146782245602,5f3ccf35e7ebab6af3e3535bfc6e06bb980cdc7aa1f57218892b6364992179b7,2f5f2b720fc39da9224e815680f3f37ebb9554cd9e63d42cd842b1a56bd0fea5
A75,43,supply_097,DEVELOPMENT,True,True,0.42790381273020445,-0.07209618726979555,-5.979042247601595,5.96913219129437,5.97904324253019,1734477.6928477501,7.086825361415634e-05,6.874201074042857e-05,7.08678781039581e-05,3.755101982399339e-10,,False,False,,,,,,,0.4277689250745521,5f3ccf35e7ebab6af3e3535bfc6e06bb980cdc7aa1f57218892b6364992179b7,1367348021c5f473a32d2fc43bc1ad228e8f1bf2fab52334ba10c25eba1485c9
R75,24,nominal,DEVELOPMENT,True,True,0.4955187146375831,-0.004481285362416876,-6.032172431756736,6.032124909809846,6.032172436718869,25186352.60177747,7.567223183097972e-05,7.566893274687061e-05,7.566623349623589e-05,5.9983347438369305e-09,,True,True,0.010350944180246242,6.03171873306587,0.4647365900292845,0.5250521491302871,True,True,0.49594398018740316,38d3f69a75e006ae6909ed33090274b2195ab3ada098b5a4508d53fbac696e8c,c89765b27d1d8774472dfb70aaaf6b3b1e8bdb6bad464f3c548896c927de59b2
R75,24,supply_097,DEVELOPMENT,True,True,0.46788157598073454,-0.03211842401926546,-6.025064657320134,6.02501717122755,6.025064662279347,25181033.313973345,7.531783595233807e-05,7.305517892600423e-05,7.531183220663864e-05,6.00374569942894e-09,,False,False,,,,,,,0.4682971539977364,38d3f69a75e006ae6909ed33090274b2195ab3ada098b5a4508d53fbac696e8c,c762fcc2e5d1c7a803eb14a098fb4a7b259b3dc8a307611e47880eddd851b9f4
R75,25,nominal,DEVELOPMENT,True,True,0.4967725956235435,-0.003227404376456522,-6.02735353461024,6.027306050125192,6.02735353956764,25186241.817961805,7.548410265609526e-05,7.548083758330697e-05,7.547816616011655e-05,5.9364959787170865e-09,,True,True,0.010392182875100828,6.02690817874127,0.4660125231599905,0.526280002853664,True,True,0.49729486026466246,0ca4e68a3a46f4cdf873b5b03eca8ed150c86530990e53dc03308d69535c3b37,b61e38e9b17cdf5ba3262b5e7fc3ff31b2c07566240c703a7a9de10e91373d2c
R75,25,supply_097,DEVELOPMENT,True,True,0.46913424229037126,-0.03086575770962874,-6.02028297060855,6.020235521264336,6.020282975563103,25180807.405760214,7.512988906238936e-05,7.28729025480372e-05,7.51239470576192e-05,5.942004770165266e-09,,False,False,,,,,,,0.4696480340749957,0ca4e68a3a46f4cdf873b5b03eca8ed150c86530990e53dc03308d69535c3b37,c408c714786e8d24ba1a8d6fc4e2d0d93f3220a47c5b8f9a1e497c7ec9fdda41
R75,26,nominal,DEVELOPMENT,True,True,0.5178987409308727,0.017898740930872736,-5.83992426758436,5.839878249202132,5.839924272386239,25183495.031903435,7.231512070481221e-05,7.23120259741319e-05,7.230949392175709e-05,5.626783055115436e-09,,True,False,,,,,,,0.5195746384477785,aeac75cb2f0a7cf9695c01b190451f01f8f86b6965eb00a4a6be966ee6082c08,b9bf14a9a1ef65991de4f3f33cff29c93afb8c435067aa18c1e93ecfd73b618f
R75,26,supply_097,DEVELOPMENT,True,True,0.49023614974274704,-0.00976385025725296,-5.833488244891766,5.833442252273304,5.833488249691751,25176696.982437022,7.196454451591531e-05,6.980267834197923e-05,7.195891021118719e-05,5.6343047281242654e-09,,True,False,,,,,,,0.4919278122581118,aeac75cb2f0a7cf9695c01b190451f01f8f86b6965eb00a4a6be966ee6082c08,c113e6a8211dd6a02fc3fb9fc3749d39099a0fa566a59b7d24ab867b3d6154d1
R75,27,nominal,DEVELOPMENT,True,True,0.5005742343457743,0.0005742343457743049,-5.993205453172357,5.993158235445257,5.993205458101597,25185657.34875469,7.491385563314213e-05,7.491061592767515e-05,7.49079652595658e-05,5.8903735763245375e-09,,True,False,,,,,,,0.5010876945879036,f86f2b4b0f84351b99f62881c22e1c30cee31b4b212f0fc6568a1f45b5d14778,8ab45e0d15ee5a8f091f5ee72c464dd8f64ad4828ec398ba84d0e9b0725fd7e7
R75,27,supply_097,DEVELOPMENT,True,True,0.4729313592608861,-0.027068640739113914,-5.986261564182544,5.986214379608886,5.986261569109141,25179930.23980188,7.456032058949587e-05,7.232044493580715e-05,7.455442436641155e-05,5.896223084322742e-09,,False,False,,,,,,,0.47344086839823685,f86f2b4b0f84351b99f62881c22e1c30cee31b4b212f0fc6568a1f45b5d14778,7568b54a03ca0c8ccab58876d3653ef502a750812a07dd366a836905d3d95fe6
R75,28,nominal,DEVELOPMENT,True,True,0.49633235869166087,-0.0036676413083391313,-6.031420921942076,6.0313734057464865,6.031420926902762,25186329.22916596,7.555013520834045e-05,7.55468689184743e-05,7.55441964994929e-05,5.938708847548404e-09,,True,False,,,,,,,0.4968911965266224,33ef635a53894437d80c43cca3066cec351c34952a75bf8c099d4382718c988a,15779a27a1515aa8f4bc5a65c1b1e955d85dcd3760d9af5f70fe2d556b61ec27
R75,28,supply_097,DEVELOPMENT,True,True,0.46869455140480565,-0.03130544859519435,-6.024334833891132,6.024287353081588,6.024334838848946,25180930.532877643,7.519583967414905e-05,7.29368735115462e-05,7.51898954964983e-05,5.944177650747326e-09,,False,False,,,,,,,0.46924437033695565,33ef635a53894437d80c43cca3066cec351c34952a75bf8c099d4382718c988a,5a190d81749b453df8ae921846af67f075d084adde24d6fbaa7f2b707fe448f2
R75,29,nominal,DEVELOPMENT,True,True,0.49041232895982895,-0.009587671040171053,-6.07740543187311,6.077357557263246,6.07740543687225,25187300.443194594,7.643817987582477e-05,7.643485300923171e-05,7.643213102747375e-05,6.0488483510229285e-09,,True,False,,,,,,,0.49109489518997673,188777cc16903bab5cf90ede9661978624f1ce665d7381dfedd15350336502bf,80d699cd0a80511d85a23051ed321710ca91a33307cc2f9a956502111c57ee8b
R75,29,supply_097,DEVELOPMENT,True,True,0.46278144487549755,-0.03721855512450245,-6.070113681016865,6.07006584526204,6.070113686012778,25182426.959746316,7.608284544413458e-05,7.379721209531951e-05,7.60767916258826e-05,6.053818251978548e-09,,False,False,,,,,,,0.46344806900031,188777cc16903bab5cf90ede9661978624f1ce665d7381dfedd15350336502bf,d3c5c437a6aef93fc6860f1cfe7426de45f7b4e1c4eeba0de914388a443c50a6
R75,30,nominal,DEVELOPMENT,True,True,0.4995646358807544,-0.00043536411924560703,-6.005484216537722,6.005436902584611,6.005484221476932,25185792.44231793,7.506528386369999e-05,7.506204394541998e-05,7.505939310319088e-05,5.89076050910636e-09,,True,False,,,,,,,0.4997899105868193,dafa39922dfd2d8cc3fbe844f1448bde20eb8f1eeec55140a77e00e2c9502dfc,608585f8782d50c3717896c604db387af39f90207c24533f2dd11192ec344710
R75,30,supply_097,DEVELOPMENT,True,True,0.47192305006390994,-0.028076949936090057,-5.998505914510375,5.998458634190333,5.998505919446893,25180130.978687577,7.471155535167809e-05,7.246714250248627e-05,7.470565883505986e-05,5.896516618237365e-09,,False,False,,,,,,,0.4721430843971526,dafa39922dfd2d8cc3fbe844f1448bde20eb8f1eeec55140a77e00e2c9502dfc,7e6b6d50f7360e5cdbd9f3d560c50b0d4a3e79976ec0a9547759c4111aa7c321
R75,31,nominal,DEVELOPMENT,True,True,0.5030333536763396,0.003033353676339612,-5.969125127960023,5.969078098519016,5.969125132869567,25185282.981237702,7.454499673135927e-05,7.454176805402174e-05,7.453912640892739e-05,5.870322431877472e-09,,True,False,,,,,,,0.5037060976481104,d1fdea0db0207939f70d6c3460e7a2d11d4a109b5ebc866a51963e0753b76417,7bc177bcf2640c64fb122f4b1d956feb0692cb9333232b1159796e20889e8e87
R75,31,supply_097,DEVELOPMENT,True,True,0.47538750604313623,-0.024612493956863768,-5.962261669980708,5.96221467249787,5.9622616748877295,25179383.42944173,7.41919077636124e-05,7.196309480233695e-05,7.418603136290646e-05,5.87640070593776e-09,,True,False,,,,,,,0.4760592714584436,d1fdea0db0207939f70d6c3460e7a2d11d4a109b5ebc866a51963e0753b76417,e99e2585577f01a9cc4bcc7b2d015bfb60e5e3ed1950c9f76a81c5194557735c
R75,32,nominal,DEVELOPMENT,True,True,0.5083417992100067,0.008341799210006662,-5.920692533413977,5.920645882614121,5.920692538283666,25184512.613777798,7.37487326212141e-05,7.374553693694748e-05,7.374292228618388e-05,5.810335030221204e-09,,True,False,,,,,,,0.509110871465282,af28ce053edbfc8af16e5bb21618e0abd963705b205d7351b055c12e37804d28,d8675551ad178ca01213906e58c5419850213ce694a35d1eec9b536aed48542c
R75,32,supply_097,DEVELOPMENT,True,True,0.48068973057713005,-0.019310269422869952,-5.913993523235192,5.913946901970774,5.9139935281026075,25178259.89884656,7.339657723443226e-05,7.119165512014049e-05,7.339076031662686e-05,5.816917805399023e-09,,True,False,,,,,,,0.48146404527561526,af28ce053edbfc8af16e5bb21618e0abd963705b205d7351b055c12e37804d28,3d301f9e1ab0b4994c0bc4572b70816a69c064c3b839155a43c1c0032f497167
R75,33,nominal,DEVELOPMENT,True,True,0.4858239058749252,-0.014176094125074812,-6.113930627717782,6.11388246854047,6.1139306327474525,25188091.477155644,7.712647355891462e-05,7.712310026010046e-05,7.712034028834341e-05,6.1332705712140514e-09,,True,False,,,,,,,0.486508270882609,de7b6a245a59196e15860e220fbda34e863907b259121cd2c432f3e28745b321,479a7fafd149b71a7939faef7d652d38ce296e6d2b4c0ec28b5b70855d84cf06
