candidate,frequency_hz,output_psd_v2_per_hz,input_psd_v2_per_hz
R37,1910.9529749704457,1.125566139545064e-13,3.126572637414032e-15
R37,1938.6526359522127,1.1097443763046019e-13,3.082623296433929e-15
R37,1966.7538092833438,1.094148675975727e-13,3.039301908043617e-15
R37,1995.2623149688852,1.0787758085490082e-13,2.9965994998917773e-15
R37,2024.1840573760674,1.0636225901657066e-13,2.95450722803241e-15
R37,2053.525026457152,1.048685882458383e-13,2.913016374671186e-15
R37,2083.291298990005,1.0339625919008828e-13,2.872118346788733e-15
R37,2113.489039836653,1.0194496691676696e-13,2.8318046739265302e-15
R37,2144.1245032200786,1.0051441085022614e-13,2.792067006873378e-15
R37,2175.2040340195294,9.910429470947331e-14,2.752897115488325e-15
R37,2206.7340690845967,9.77143264468064e-14,2.714286887450562e-15
R37,2238.7211385683468,9.634421818733045e-14,2.676228326118818e-15
R37,2271.171867279773,9.49936861693351e-14,2.638713549342422e-15
R37,2304.0929760558533,9.3662450685525e-14,2.6017347873541192e-15
R37,2337.4912831534966,9.23502360250903e-14,2.565284381642873e-15
R37,2371.3737056616637,9.10567704166043e-14,2.529354782878677e-15
R37,2405.7472609339593,8.978178597173694e-14,2.493938549844654e-15
R37,2440.619068041989,8.852501862977297e-14,2.4590283473941427e-15
R37,2475.9963492497827,8.728620810292219e-14,2.4246169454411954e-15
R37,2511.8864315095893,8.606509782241192e-14,2.390697216943773e-15
R37,2548.296747979356,8.486143488535014e-14,2.357262136955025e-15
R37,2585.2348395622007,8.36749700023445e-14,2.324304780634863e-15
R37,2622.7083564682007,8.250545744587543e-14,2.2918183223563032e-15
R37,2660.7250597988204,8.135265499940145e-14,2.259796033743327e-15
R37,2699.2928231543046,8.021632390719448e-14,2.2282312828346495e-15
R37,2738.4196342643727,7.909622882489203e-14,2.1971175321432212e-15
R37,2778.1135966425472,7.799213777075491e-14,2.1664483378768635e-15
R37,2818.382931264466,7.690382207762168e-14,2.13621734802358e-15
R37,2859.235978270519,7.58310563455484e-14,2.106418301625535e-15
R37,2900.6811986931666,7.477361839512953e-14,2.0770450268793603e-15
R37,2942.727176209295,7.373128922147937e-14,2.0480914404698805e-15
R37,2985.382618917973,7.270385294887557e-14,2.019551545693902e-15
R37,3028.6563611439774,7.169109678604856e-14,1.9914194318428746e-15
R37,3072.5573652674607,7.069281098211241e-14,1.9636892723416763e-15
R37,3117.0947235801405,6.970878878312078e-14,1.936355324189477e-15
R37,3162.277660168394,6.873882638924936e-14,1.909411926114086e-15
R37,3208.115532823651,6.778272291258419e-14,1.882853498064485e-15
R37,3254.617834980474,6.684028033551806e-14,1.8566745393811175e-15
R37,3301.7941976827356,6.591130346973792e-14,1.830869628341275e-15
R37,3349.6543915782927,6.499559991580101e-14,1.805433420339376e-15
R37,3398.208328942576,6.409298002328625e-14,1.780360647487038e-15
R37,3447.4660657315108,6.320325685151589e-14,1.7556461168070265e-15
R37,3497.437803664196,6.232624613083834e-14,1.7312847098834939e-15
R37,3548.133892335772,6.146176622446539e-14,1.7072713810626583e-15
R37,3599.564831360914,6.060963809085248e-14,1.6836011571584348e-15
R37,3651.7412725483955,5.976968524661773e-14,1.6602691356626191e-15
R37,3704.674022107176,5.894173372999108e-14,1.637270484499852e-15
R37,3758.3740428844612,5.812561206478495e-14,1.614600440244714e-15
R37,3812.8524566362084,5.732115122487962e-14,1.5922543079296462e-15
R37,3868.1205463305423,5.6528184599217303e-14,1.570227459265245e-15
R37,3924.189758484557,5.574654795729465e-14,1.5485153325012127e-15
R37,3981.071705534994,5.4976079415150353e-14,1.5271134306506326e-15
R37,4038.7781682432824,5.4216619401835153e-14,1.5060173214016698e-15
R37,4097.321098135438,5.346801062636635e-14,1.4852226353436714e-15
R37,4156.712619977334,5.273009804514876e-14,1.4647250659307416e-15
R37,4216.965034285847,5.2002728829865126e-14,1.4445203677089953e-15
R37,4278.0908198764055,5.128575233582348e-14,1.4246043563315616e-15
R37,4340.102636447464,5.057902007075924e-14,1.404972906783107e-15
R37,4403.01332720244,4.98823856640769e-14,1.3856219534483402e-15
R37,4466.835921509658,4.9195704836539575e-14,1.3665474883337307e-15
R37,4531.583637600846,4.851883537038545e-14,1.347745561187378e-15
R37,4597.26988530875,4.7851637079873026e-14,1.3292122777169884e-15
R37,4663.908268844436,4.719397178224859e-14,1.3109437997617885e-15
R37,4731.512589614835,4.654570326912679e-14,1.2929363435039487e-15
R37,4800.0968490811465,4.590669727827968e-14,1.2751861796935437e-15
R37,4869.675251658663,4.5276821465831296e-14,1.2576896318527992e-15
R37,4940.26220765863,4.4655945378846916e-14,1.2404430765536447e-15
R37,5011.872336272756,4.4043940428316344e-14,1.223442941611889e-15
R37,5084.520468600972,4.3440679862520376e-14,1.2066857064184404e-15
R37,5158.2216507230905,4.2846038740780756e-14,1.1901679001241588e-15
R37,5232.991146814981,4.225989390758271e-14,1.173886102023413e-15
R37,5308.844442309919,4.168212396706926e-14,1.157836939725326e-15
R37,5385.797247105755,4.111260925789888e-14,1.1420170895926128e-15
R37,5463.865498818579,4.0551231828462146e-14,1.12642327489989e-15
R37,5543.065366083543,3.9997875412452684e-14,1.1110522663257931e-15
R37,5623.413251903529,3.945242540478837e-14,1.0959008800945367e-15
R37,5704.92579704636,3.8914768837875365e-14,1.0809659785243331e-15
R37,5787.619883491247,3.8384794358209334e-14,1.0662444681522489e-15
R37,5871.512637925207,3.7862392203317325e-14,1.0517333003373158e-15
R37,5956.621435290147,3.7347454179021094e-14,1.0374294693658717e-15
R37,6042.963902381372,3.683987363703107e-14,1.0233300131115534e-15
R37,6130.557921498252,3.63395454528583e-14,1.0094320111202426e-15
R37,6219.421634147808,3.5846366004041276e-14,9.957325853266234e-16
R37,6309.573444801979,3.5360233148686046e-14,9.822288981160639e-16
R37,6401.032024709357,3.48810462043115e-14,9.689181530990802e-16
R37,6493.816315762163,3.440870592699621e-14,9.557975931504812e-16
R37,6587.945534419289,3.394311449082428e-14,9.428645012411427e-16
R37,6683.439175686198,3.348417546762677e-14,9.3011619844977e-16
R37,6780.317017152512,3.3031793807007014e-14,9.175500448559129e-16
R37,6878.59912308813,3.2585875816657796e-14,9.051634375234115e-16
R37,6978.3058485987185,3.214632914295599e-14,8.929538114531663e-16
R37,7079.4578438414355,3.1713062751833935e-14,8.809186375379294e-16
R37,7182.076058301764,3.128598690992783e-14,8.690554235755193e-16
R37,7286.181745132336,3.086501316599093e-14,8.573617121916554e-16
R37,7391.796465554657,3.045005433257601e-14,8.458350819159851e-16
R37,7498.94209332462,3.0041024467977674e-14,8.344731450716726e-16
R37,7607.640819262764,2.9637838858431613e-14,8.232735489148357e-16
R37,7717.915155850188,2.924041400057238e-14,8.122339734871107e-16
R37,7829.787941891089,2.884866758413709e-14,8.013521328207256e-16
R37,7943.282347242882,2.84625184749185e-14,7.906257727549795e-16
R37,8058.421877614886,2.8081886697961432e-14,7.800526722056089e-16
R37,8175.23037943657,2.7706693420999775e-14,7.696306409407292e-16
R37,8293.732044796356,2.7336860938129157e-14,7.593575209187611e-16
R37,8413.951416452024,2.6972312653713423e-14,7.492311840228097e-16
R37,8535.913392913733,2.661297306652057e-14,7.392495334665611e-16
R37,8659.64323360073,2.6258767754086832e-14,7.294105014845134e-16
R37,8785.166564072795,2.5909623357301564e-14,7.19712050808227e-16
R37,8912.509381337535,2.5565467565216214e-14,7.101521723107619e-16
R37,9041.698059234586,2.5226229100064656e-14,7.007288865541066e-16
R37,9172.75935389788,2.4891837702504393e-14,6.914402413849283e-16
R37,9305.720409297075,2.4562224117062713e-14,6.822843135558259e-16
R37,9440.608762859321,2.423732007779535e-14,6.732592062696943e-16
R37,9577.452351172502,2.3917058294145747e-14,6.643630508761441e-16
R37,9716.279515771153,2.3601372437010395e-14,6.555940043630479e-16
R37,9857.119009006256,2.3290197125000353e-14,6.469502511290011e-16
R37,10000.000000000096,2.2983467910900995e-14,6.384300004198645e-16
R37,10144.952080687459,2.2681121268322752e-14,6.300314881798079e-16
R37,10292.005271944381,2.2383094578547252e-14,6.217529744282649e-16
R37,10441.190029805744,2.2089326117555022e-14,6.135927451927172e-16
R37,10592.537251772992,2.1799755043244726e-14,6.05549109825441e-16
R37,10746.07828321328,2.1514321382829647e-14,5.976204030178285e-16
R37,10901.844923851384,2.1232966020418854e-14,5.898049820537152e-16
R37,11059.869434355705,2.0955630684772382e-14,5.821012289088506e-16
R37,11220.184543019746,2.0682257937234235e-14,5.745075474375824e-16
R37,11382.823452540435,2.041279115983419e-14,5.670223655593745e-16
R37,11547.819846894698,2.0147174543563514e-14,5.596441323768239e-16
R37,11715.207898315717,1.9885353076815013e-14,5.523713204514332e-16
R37,11885.022274370305,1.9627272533991448e-14,5.452024228484111e-16
R37,12057.298145138866,1.9372879464272956e-14,5.38135955505317e-16
R37,12232.07119049944,1.9122121180547976e-14,5.311704542020353e-16
R37,12409.377607517323,1.887494574850142e-14,5.243044770229004e-16
R37,12589.254117941802,1.8631301975856973e-14,5.1753660124916395e-16
R37,12771.737975811562,1.8391139401776784e-14,5.108654259180453e-16
R37,12956.86697517033,1.815440828640994e-14,5.042895686327721e-16
R37,13144.679457894359,1.7921059600589878e-14,4.978076682223732e-16
R37,13335.21432163338,1.769104501568064e-14,4.914183814671263e-16
R37,13528.511027866647,1.746431689356832e-14,4.851203858607621e-16
R37,13724.609610075766,1.724082827679314e-14,4.789123762472164e-16
R37,13923.55068203599,1.7020532878826328e-14,4.727930676889536e-16
R37,14125.375446227694,1.6803385074480827e-14,4.667611920125703e-16
R37,14330.125702369782,1.6589339890464594e-14,4.608155007855764e-16
R37,14537.843856076775,1.6378352996064182e-14,4.549547617656849e-16
R37,14748.572927641406,1.617038069396517e-14,4.491777619909075e-16
R37,14962.356560944498,1.5965379911201354e-14,4.4348330412947164e-16
R37,15179.239032494008,1.5763308190232464e-14,4.3787020968532483e-16
R37,15399.26526059509,1.5564123680153308e-14,4.3233731524482775e-16
R37,15622.480814653076,1.5367785128024287e-14,4.268834758017425e-16
R37,15848.931924611312,1.517425187032775e-14,4.2150756089648566e-16
R37,16078.665490525787,1.498348382454682e-14,4.162084580643969e-16
R37,16311.729092278567,1.479544148086414e-14,4.109850688630308e-16
R37,16548.170999432,1.4610085893977022e-14,4.058363124477082e-16
R37,16788.040181225795,1.442737867503422e-14,4.0076112148297407e-16
R37,17031.386316718967,1.424728198368281e-14,3.9575844584929966e-16
R37,17278.259805078833,1.4069758520232229e-14,3.908272484333171e-16
R37,17528.711776019132,1.3894771517930533e-14,3.859665089705433e-16
R37,17782.794100389434,1.3722284735345722e-14,3.8117521971061445e-16
R37,18040.55940091807,1.3552262448864156e-14,3.7645238939947663e-16
R37,18302.061063110774,1.3384669445289095e-14,3.7179703881420247e-16
R37,18567.35324630728,1.3219471014547826e-14,3.672082048902397e-16
R37,18836.49089489823,1.3056632942504877e-14,3.6268493612047955e-16
R37,19109.529749704634,1.2896121503873282e-14,3.5822629683218875e-16
R37,19386.526359522308,1.27379034552313e-14,3.5383136244556985e-16
R37,19667.538092833624,1.2581946028137148e-14,3.494992239050726e-16
R37,19952.62314968904,1.2428216922342139e-14,3.452289827916889e-16
R37,20241.840573760863,1.2276684299100575e-14,3.410197559142922e-16
R37,20535.250264571714,1.2127316774576647e-14,3.3687067026993446e-16
R37,20832.91298990025,1.1980083413343218e-14,3.3278086780060767e-16
R37,21134.890398366733,1.1834953721975725e-14,3.287495001957443e-16
R37,21441.245032200994,1.1691897642735979e-14,3.247757338201322e-16
R37,21752.0403401955,1.1550885547347975e-14,3.2085874435222034e-16
R37,22067.340690846177,1.1411888230859836e-14,3.169977218893439e-16
R37,22387.21138568368,1.1274876905596536e-14,3.131918654155918e-16
R37,22711.718672797946,1.1139823195197163e-14,3.094403880904185e-16
R37,23040.929760558753,1.1006699128738266e-14,3.0574251153939407e-16
R37,23374.912831535188,1.0875477134939323e-14,3.020974713327865e-16
R37,23713.73705661686,1.0746130036454642e-14,2.985045110921524e-16
R37,24057.47260933982,1.061863104424233e-14,2.949628881658487e-16
R37,24406.19068042012,1.0492953752018002e-14,2.914718675441825e-16
R37,24759.96349249806,1.0369072130784226e-14,2.8803072773884375e-16
R37,25118.864315096132,1.0246960523440169e-14,2.8463875449941737e-16
R37,25482.967479793802,1.0126593639467863e-14,2.8129524690401517e-16
R37,25852.34839562225,1.0007946549693424e-14,2.779995108689068e-16
R37,26227.083564682252,9.890994681125525e-15,2.7475086545848474e-16
R37,26607.25059798845,9.775713811864229e-15,2.7154863618011865e-16
R37,26992.928231543297,9.662080066085033e-15,2.6839216152117844e-16
R37,27384.19634264398,9.550069909094488e-15,2.65280786020442e-16
R37,27781.13596642573,9.439660142454618e-15,2.622138670408988e-16
R37,28183.82931264492,9.33082789917948e-15,2.591907676089921e-16
R37,28592.359782705455,9.223550638997756e-15,2.5621086343187115e-16
R37,29006.811986931934,9.117806143685691e-15,2.532735354949444e-16
R37,29427.271762093224,9.013572512464654e-15,2.50378177332982e-16
R37,29853.82618918001,8.91082815746526e-15,2.4752418737683876e-16
R37,30286.56361144006,8.809551799255603e-15,2.4471097648767083e-16
R37,30725.573652674895,8.709722462435499e-15,2.4193796004212874e-16
R37,31170.947235801697,8.611319471291111e-15,2.3920456574039264e-16
R37,31622.77660168424,8.514322445511799e-15,2.3651022541981075e-16
R37,32081.155328236815,8.41871129597163e-15,2.338543831466745e-16
R37,32546.17834980505,8.32446622056562e-15,2.3123648674708865e-16
R37,33017.94197682767,8.231567700111075e-15,2.28655996193809e-16
R37,33496.543915783244,8.139996494302453e-15,2.2611237484325265e-16
R37,33982.08328942608,8.0497336377277e-15,2.236050981286138e-16
R37,34474.660657315435,7.960760435940953e-15,2.211336444906176e-16
R37,34974.378036642294,7.873058461588082e-15,2.1869750438937602e-16
R37,35481.33892335806,7.786609550592867e-15,2.16296170916688e-16
R37,35995.64831360948,7.701395798392706e-15,2.1392914913882585e-16
R37,36517.412725484304,7.617399556231712e-15,2.1159594637729966e-16
R37,37046.74022107211,7.534603427504571e-15,2.0929608189586242e-16
R37,37583.74042884497,7.45299026415284e-15,2.0702907683614545e-16
R37,38128.524566362445,7.372543163115014e-15,2.0479446426257069e-16
R37,38681.205463305785,7.29324546282397e-15,2.025917787386965e-16
R37,39241.89758484594,7.215080739755616e-15,2.0042056674442837e-16
R37,39810.71705535032,7.138032805029469e-15,1.982803758778864e-16
R37,40387.781682433204,7.0620857010530476e-15,1.9617076566023548e-16
R37,40973.210981354765,6.9872236982188295e-15,1.940912963478265e-16
R37,41567.12619977373,6.913431291643948e-15,1.9204154014001133e-16
R37,42169.65034285886,6.840693197961387e-15,1.9002106958513256e-16
R37,42780.90819876445,6.7689943521523135e-15,1.8802946920806416e-16
R37,43401.026364475045,6.698319904426479e-15,1.860663234931964e-16
R37,44030.13327202482,6.62865521714659e-15,1.8413122894883724e-16
R37,44668.359215097,6.5599858617963336e-15,1.822237816490082e-16
R37,45315.836376008876,6.492297615991928e-15,1.803435897530877e-16
R37,45972.698853087924,6.425576460535861e-15,1.7849026058809841e-16
R37,46639.08268844478,6.35980857651352e-15,1.766634136421763e-16
R37,47315.12589614878,6.294980342430184e-15,1.7486266716762468e-16
R37,48000.9684908119,6.231078331391311e-15,1.7308765166830937e-16
R37,48696.75251658707,6.1680893083189916e-15,1.7133799600329362e-16
R37,49402.62207658675,6.106000227212123e-15,1.6961334138863673e-16
R37,50118.72336272801,6.044798228443708e-15,1.6791332697999159e-16
R37,50845.20468601018,5.9844706360969165e-15,1.662376044109733e-16
R37,51582.21650723137,5.925004955340234e-15,1.6458582283220098e-16
R37,52329.91146815029,5.866388869838733e-15,1.6295764400891006e-16
R37,53088.444423099674,5.8086102392013054e-15,1.6135272679322688e-16
R37,53857.97247105804,5.751657096470151e-15,1.597707428048227e-16
R37,54638.654988186296,5.6955176456366844e-15,1.5821136031163813e-16
R37,55430.653660835946,5.6401802592020964e-15,1.5667426051881682e-16
R37,56234.13251903581,5.585633475766876e-15,1.5515912083206295e-16
R37,57049.25797046412,5.531865997656756e-15,1.5366563178115224e-16
R37,57876.198834913,5.478866688582677e-15,1.5219347963889377e-16
R37,58715.12637925261,5.426624571334315e-15,1.5074236400681054e-16
R37,59566.21435290201,5.3751288255052785e-15,1.4931197976133143e-16
R37,60429.63902381426,5.324368785252073e-15,1.479020353305758e-16
R37,61305.57921498307,5.274333937084562e-15,1.4651223393795053e-16
R37,62194.216341478634,5.22501391768842e-15,1.4514229260042974e-16
R37,63095.73444802036,5.17639851177718e-15,1.437919226386076e-16
R37,64010.32024709414,5.128477649976582e-15,1.4246084942823218e-16
R37,64938.163157622206,5.081241406739021e-15,1.4114879214341262e-16
R37,65879.45534419348,5.034679998287591e-15,1.3985548429525294e-16
R37,66834.39175686258,4.988783780587059e-15,1.3858065267451665e-16
R37,67803.17017152572,4.943543247347442e-15,1.373240387118611e-16
R37,68785.99123088192,4.898949028055742e-15,1.3608537658323127e-16
R37,69783.05848598781,4.8549918860320755e-15,1.3486441542928142e-16
R37,70794.57843841499,4.811662716517006e-15,1.3366089658607158e-16
R37,71820.76058301827,4.768952544786152e-15,1.324745767017883e-16
R37,72861.81745132401,4.72685252428925e-15,1.3130520405284277e-16
R37,73917.96465554723,4.685353934817463e-15,1.3015254259887362e-16
R37,74989.42093324687,4.6444481806984775e-15,1.2901634734237893e-16
R37,76076.40819262833,4.604126789012287e-15,1.2789638936471957e-16
R37,77179.15155850258,4.56438140783756e-15,1.2679243018546388e-16
R37,78297.8794189116,4.525203804521864e-15,1.2570424782428805e-16
R37,79432.82347242955,4.486585863973607e-15,1.2463161011391104e-16
R37,80584.2187761496,4.448519586981693e-15,1.235743018349642e-16
R37,81752.30379436645,4.4109970885580126e-15,1.2253209693418237e-16
R37,82937.32044796432,4.37401059630255e-15,1.2150478678182624e-16
R37,84139.51416452101,4.337552448794155e-15,1.2049215124419127e-16
R37,85359.13392913812,4.301615094001347e-15,1.1949398811568325e-16
R37,86596.43233600809,4.266191087717627e-15,1.1851008299219227e-16
R37,87851.66564072875,4.23127309201971e-15,1.175402399326282e-16
R37,89125.09381337615,4.196853873744748e-15,1.1658425007676143e-16
R37,90416.98059234666,4.162926302993541e-15,1.1564192359389433e-16
R37,91727.5935389796,4.1294833516505e-15,1.1471305698617975e-16
R37,93057.20409297157,4.096518091928207e-15,1.1379746638483103e-16
R37,94406.08762859405,4.0640236949314285e-15,1.128949534767335e-16
R37,95774.52351172586,4.031993429240459e-15,1.1200534021197271e-16
R37,97162.79515771239,4.000420659517092e-15,1.111284332882903e-16
R37,98571.19009006342,3.96929884512877e-15,1.1026406033693917e-16
R37,100000.00000000183,3.93862153879063e-15,1.09412032896283e-16
R37,101449.52080687547,3.908382385232426e-15,1.0857218414643662e-16
R37,102920.0527194447,3.878575119878078e-15,1.0774433029949425e-16
R37,104411.90029805835,3.849193567547543e-15,1.0692830995717261e-16
R37,105925.37251773084,3.820231641176251e-15,1.0612394384169429e-16
R37,107460.78283213373,3.79168334055326e-15,1.0533107585441225e-16
R37,109018.44923851478,3.763542751077612e-15,1.0454953106712224e-16
R37,110598.694343558,3.735804042528969e-15,1.0377915856386636e-16
R37,112201.84543019843,3.708461467861565e-15,1.0301978760827394e-16
R37,113828.23452540534,3.681509362010919e-15,1.0227127235515942e-16
R37,115478.19846894799,3.654942140718588e-15,1.0153344610511289e-16
R37,117152.0789831582,3.628754299373928e-15,1.0080616797674135e-16
R37,118850.22274370409,3.6029404118721405e-15,1.0008927515519782e-16
R37,120572.98145138971,3.5774951294879704e-15,9.938263162097926e-17
R37,122320.71190499548,3.5524131797678216e-15,9.86860782936792e-17
R37,124093.77607517432,3.527689365433156e-15,9.799948391850187e-17
R37,125892.54117941913,3.5033185633035773e-15,9.732269300170187e-17
R37,127717.37975811675,3.479295723233316e-15,9.665557896102634e-17
R37,129568.66975170444,3.4556158670628952e-15,9.599798974354627e-17
R37,131446.79457894477,3.43227408758608e-15,9.534980335205638e-17
R37,133352.14321633498,3.4092655475302054e-15,9.471087103056641e-17
R37,135285.11027866765,3.3865854785528312e-15,9.408107528444879e-17
R37,137246.09610075885,3.364229180251899e-15,9.346027051228325e-17
R37,139235.5068203611,3.342192019187905e-15,9.284834364428013e-17
R37,141253.75446227816,3.3204694279238595e-15,9.22451520927552e-17
R37,143301.25702369906,3.2990569040748458e-15,9.165058713986958e-17
R37,145378.43856076902,3.277950009373768e-15,9.106450907217758e-17
R37,147485.72927641534,3.257144368748546e-15,9.048681345573107e-17
R37,149623.56560944626,3.236635669412881e-15,8.991736331290364e-17
R37,151792.39032494137,3.216419659971535e-15,8.935605843034297e-17
R37,153992.6526059522,3.19649214953439e-15,8.880276442889697e-17
R37,156224.80814653207,3.176849006845737e-15,8.825738525757921e-17
R37,158489.31924611444,3.157486159426752e-15,8.77197889988078e-17
R37,160786.6549052592,3.1383995927273733e-15,8.718988371044016e-17
R37,163117.290922787,3.119585349291315e-15,8.666753980039786e-17
R37,165481.70999432137,3.1010395279323507e-15,8.61526693869729e-17
R37,167880.4018122593,3.082758282924819e-15,8.564514506765297e-17
R37,170313.86316719104,3.0647378232000957e-15,8.514488297754276e-17
R37,172782.59805078973,3.04697441155966e-15,8.465175776808369e-17
R37,175287.11776019275,3.0294643638952667e-15,8.416568955295995e-17
R37,177827.9410038958,3.0122040484234082e-15,8.368655490156917e-17
R37,180405.5940091822,2.995189884928665e-15,8.321427787273714e-17
R37,183020.61063110924,2.9784183440156013e-15,8.274873681788415e-17
R37,185673.5324630743,2.961885946375431e-15,8.22898597130131e-17
R37,188364.90894898382,2.945589262059629e-15,8.183752655479599e-17
R37,191095.2974970479,2.9295249097657176e-15,8.139166921353239e-17
R37,193865.26359522465,2.9136895561297024e-15,8.09521691938656e-17
R37,196675.3809283378,2.8980799150327827e-15,8.051896224308728e-17
R37,199526.231496892,2.8826927469154365e-15,8.009193123539514e-17
R37,202418.40573761027,2.86752485809837e-15,7.967101578314674e-17
R37,205352.50264571878,2.852573100118485e-15,7.925609999047769e-17
R37,208329.12989900415,2.837834369069541e-15,7.884712732865767e-17
R37,211348.90398366898,2.8233056049532313e-15,7.844398299064914e-17
R37,214412.4503220116,2.808983791039414e-15,7.804661430622338e-17
R37,217520.40340195672,2.7948659532364655e-15,7.765490741428466e-17
R37,220673.4069084635,2.780949159465772e-15,7.726881350859968e-17
R37,223872.11385683858,2.76723051905006e-15,7.688821952906042e-17
R37,227117.18672798126,2.753707182108735e-15,7.651308054502626e-17
R37,230409.29760558935,2.7403763389571464e-15,7.614328415025206e-17
R37,233749.12831535374,2.7272352195202895e-15,7.577878930759829e-17
R37,237137.3705661705,2.7142810927508505e-15,7.54194841147835e-17
R37,240574.72609340012,2.701511266054903e-15,7.506533145251363e-17
R37,244061.90680420317,2.688923084727823e-15,7.471621976970488e-17
R37,247599.6349249826,2.676513931395231e-15,7.437211589598007e-17
R37,251188.64315096333,2.664281225462798e-15,7.403290847543436e-17
R37,254829.67479794007,2.652222422573139e-15,7.369856832459122e-17
R37,258523.48395622458,2.6403350140705123e-15,7.33689841231138e-17
R37,262270.8356468246,2.628616526470654e-15,7.304413071953632e-17
R37,266072.5059798866,2.617064520940966e-15,7.27238966655417e-17
R37,269929.2823154351,2.6056765927832074e-15,7.240826089425444e-17
R37,273841.963426442,2.5944503709302935e-15,7.209711166153799e-17
R37,277811.35966425954,2.583383517438627e-15,7.179043204524225e-17
R37,281838.2931264515,2.5724737269972214e-15,7.148810983290043e-17
R37,285923.5978270569,2.561718726439933e-15,7.119013231551989e-17
R37,290068.1198693217,2.551116274259952e-15,7.089638663459146e-17
R37,294272.71762093465,2.5406641601384993e-15,7.060686437083779e-17
R37,298538.26189180254,2.5303602044719305e-15,7.032145183658782e-17
R37,302865.6361144031,2.5202022579096636e-15,7.00401449875112e-17
R37,307255.7365267515,2.5101882008961557e-15,6.976282911766765e-17
R37,311709.4723580195,2.500315943219894e-15,6.948950465195634e-17
R37,316227.76601684495,2.4905834235653197e-15,6.922005567069877e-17
R37,320811.55328237073,2.4809886090741798e-15,6.895448717185501e-17
R37,325461.78349805315,2.4715294949098922e-15,6.869268181949515e-17
R37,330179.4197682794,2.4622041038277003e-15,6.843464929824349e-17
R37,334965.4391578352,2.4530104857505403e-15,6.818027064606189e-17
R37,339820.8328942636,2.4439467173500987e-15,6.792956035817351e-17
R37,344746.6065731572,2.4350109016337916e-15,6.768239762865758e-17
R37,349743.7803664258,2.4262011675335598e-15,6.743880189800794e-17
R37,354813.3892335835,2.4175156695019604e-15,6.719865029002984e-17
