candidate,frequency_hz,gain_real,gain_imag
R37,3758.3740428844544,-5.999999574029893,0.0016637343241852765
R37,3868.120546330535,-5.999999546866022,0.0017123162358598525
R37,3981.0717055349864,-5.999999518092927,0.0017623167642728391
R37,4097.32109813543,-5.999999487614746,0.0018137773337180891
R37,4216.965034285838,-5.999999455331974,0.0018667405780956427
R37,4340.102636447455,-5.999999421135142,0.001921250376230496
R37,4466.835921509648,-5.9999993849117725,0.0019773518882267908
R37,4597.2698853087395,-5.999999346542689,0.002035091592880225
R37,4731.512589614823,-5.999999305899613,0.002094517326183183
R37,4869.67525165865,-5.999999262848752,0.002155678320956242
R37,5011.872336272742,-5.999999217245669,0.0022186252476338515
R37,5158.221650723077,-5.9999991689421535,0.002283410256245253
R37,5308.8444423099045,-5.999999117775064,0.0023500870196145004
R37,5463.865498818564,-5.9999990635777865,0.0024187107778304577
R37,5623.413251903514,-5.999999006167668,0.0024893383840059154
R37,5787.61988349123,-5.999998945356774,0.0025620283513821092
R37,5956.62143529013,-5.9999988809419165,0.0026368409018001785
R37,6130.557921498234,-5.9999988127106425,0.002713838015594567
R37,6309.57344480196,-5.999998740435213,0.002793083482938043
R37,6493.816315762142,-5.999998663879843,0.00287464295669193
R37,6683.439175686176,-5.99999858278658,0.002958584006789425
R37,6878.599123088107,-5.9999984968871285,0.003044976176219097
R37,7079.457843841412,-5.999998405899296,0.0031338910386357875
R37,7286.181745132311,-5.999998309520054,0.0032254022576516236
R37,7498.942093324594,-5.999998207431202,0.0033195856478647114
R37,7717.915155850161,-5.999998099290309,0.003416519237661765
R37,7943.282347242854,-5.9999979847442635,0.0035162833338670953
R37,8175.23037943654,-5.999997863409429,0.0036189605882600874
R37,8413.951416451991,-5.999997734885701,0.0037246360660543416
R37,8659.643233600696,-5.999997598745869,0.0038333973163616067
R37,8912.5093813375,-5.999997454540182,0.003945334444722244
R37,9172.759353897844,-5.99999730178954,0.004060540187746046
R37,9440.608762859283,-5.9999971399865695,0.004179109989937281
R37,9716.279515771113,-5.999996968596624,0.004301142082762843
R37,10000.000000000055,-5.999996787053333,0.004426737566025053
R37,10292.00527194434,-5.999996594750062,0.004556000491606684
R37,10592.537251772948,-5.999996391053252,0.00468903794967733
R37,10901.844923851339,-5.99999617528698,0.004825960157394917
R37,11220.184543019699,-5.999995946735394,0.004966880550210086
R37,11547.819846894648,-5.999995704643007,0.005111915875834689
R37,11885.022274370254,-5.999995448202856,0.005261186290943198
R37,12232.071190499388,-5.999995176567863,0.005414815460716805
R37,12589.254117941748,-5.999994888839998,0.005572930661274551
R37,12956.866975170273,-5.999994584061329,0.005735662885095238
R37,13335.21432163332,-5.999994261224172,0.005903146949534792
R37,13724.609610075704,-5.999993919256438,0.006075521608487792
R37,14125.37544622763,-5.999993557028742,0.006252929667329567
R37,14537.843856076708,-5.999993173336002,0.006435518101187384
R37,14962.356560944427,-5.999992766908128,0.006623438176693691
R37,15399.265260595015,-5.999992336397792,0.006816845577269245
R37,15848.931924611234,-5.999991880378688,0.007015900532073797
R37,16311.729092278485,-5.999991397338088,0.007220767948713816
R37,16788.040181225708,-5.999990885676553,0.007431617549831767
R37,17278.259805078742,-5.99999034369527,0.007648624013666503
R37,17782.79410038934,-5.9999897696018065,0.007871967118738596
R37,18302.061063110676,-5.999989161491468,0.008101831892726865
R37,18836.490894898125,-5.999988517347018,0.008338408765712391
R37,19386.5263595222,-5.999987835035351,0.008581893727891024
R37,19952.623149688927,-5.9999871122944155,0.008832488491873772
R37,20535.250264571598,-5.999986346728406,0.009090400659734117
R37,21134.89039836661,-5.9999855358005,0.009355843894925676
R37,21752.040340195374,-5.9999846768218035,0.009629038099209427
R37,22387.21138568355,-5.9999837669457765,0.009910209594750863
R37,23040.929760558614,-5.9999828031568345,0.010199591311519962
R37,23713.737056616716,-5.999981782259696,0.01049742298015814
R37,24406.19068041997,-5.99998070087014,0.010803951330473143
R37,25118.864315095976,-5.999979555405817,0.011119430295723407
R37,25852.348395622088,-5.9999783420684,0.011444121222843995
R37,26607.250597988284,-5.999977056837678,0.011778293088824894
R37,27384.19634264381,-5.999975695452257,0.01212222272337319
R37,28183.829312644742,-5.9999742534008025,0.012476195038087546
R37,29006.81198693175,-5.999972725901776,0.01284050326229079
R37,29853.826189179817,-5.9999711078956235,0.013215449185763062
R37,30725.573652674695,-5.9999693940153564,0.013601343408503424
R37,31622.77660168403,-5.999967578583483,0.013998505597828378
R37,32546.17834980483,-5.999965655581223,0.014407264752900505
R37,33496.54391578302,-5.999963618637245,0.014827959477009326
R37,34474.6606573152,-5.999961460996612,0.015260938257737298
R37,35481.33892335782,-5.999959175509092,0.015706559755334328
R37,36517.41272548406,-5.9999567545994985,0.0161651930994468
R37,37583.740428844714,-5.999954190244663,0.016637218194504092
R37,38681.20546330552,-5.999951473946194,0.01712302603398557
R37,39810.71705535004,-5.999948596697698,0.017623019023819957
R37,40973.210981354474,-5.999945548965022,0.01813761131523535
R37,42169.650342858564,-5.999942320645353,0.01866722914723364
R37,43401.02636447473,-5.999938901041133,0.019212311199072962
R37,44668.35921509667,-5.999935278815367,0.019773308952945035
R37,45972.69885308759,-5.999931441964769,0.02035068706725658
R37,47315.125896148435,-5.999927377770717,0.020944923760691077
R37,48696.75251658671,-5.999923072765883,0.021556511207486504
R37,50118.723362727644,-5.9999185126796615,0.022185955944125334
R37,51582.216507230994,-5.999913682396979,0.022833779287885506
R37,53088.44442309928,-5.999908565911639,0.023500517767528865
R37,54638.65498818588,-5.99990314626605,0.024186723566440756
R37,56234.13251903538,-5.9998974054964656,0.024892964978649793
R37,57876.19883491255,-5.999891324576248,0.025619826878070302
R37,59566.21435290155,-5.999884883352283,0.026367911201324933
R37,61305.579214982594,-5.999878060475648,0.027137837444537863
R37,63095.734448019866,-5.999870833337701,0.02793024317454723
R37,64938.16315762169,-5.999863177979964,0.028745784554802655
R37,66834.39175686204,-5.999855069039564,0.02958513688665337
R37,68785.99123088135,-5.999846479634046,0.030448995166006382
R37,70794.5784384144,-5.999837381302473,0.031338074656356026
R37,72861.81745132341,-5.999827743891984,0.03225311147810255
R37,74989.42093324625,-5.999817535461435,0.03319486321497399
R37,77179.15155850194,-5.999806722180448,0.03416410953792864
R37,79432.82347242888,-5.999795268214929,0.03516165284697914
R37,81752.30379436575,-5.999783135606561,0.03618831893147815
R37,84139.5141645203,-5.99977028414868,0.03724495764939747
R37,86596.43233600735,-5.999756671254683,0.03833244362610936
R37,89125.0938133754,-5.999742251812591,0.039451676973170056
R37,91727.59353897884,-5.999726978040613,0.04060358402775355
R37,94406.08762859325,-5.999710799324545,0.041789118113183886
R37,97162.79515771156,-5.999693662052488,0.04300926032124649
R37,100000.00000000097,-5.999675509441031,0.04426502031684098
R37,102920.05271944383,-5.999656281338229,0.045557437165475764
R37,105925.37251772993,-5.9996359140328845,0.046887580184441335
R37,109018.44923851384,-5.999614340038686,0.04825654981807199
R37,112201.84543019746,-5.999591487871248,0.04966547853787771
R37,115478.19846894697,-5.999567281816638,0.05111553176820817
R37,118850.22274370304,-5.999541641677259,0.05260790883801245
R37,122320.71190499439,-5.999514482499635,0.054143843959414566
R37,125892.541179418,-5.999485714305853,0.05572460723400852
R37,129568.66975170327,-5.999455241786425,0.05735150568722423
R37,133352.1432163338,-5.999422963994917,0.059025884331855266
R37,137246.09610075763,-5.999388774001346,0.06074912726109668
R37,141253.7544622769,-5.9993525585451835,0.06252265877223447
R37,145378.4385607677,-5.999314197661542,0.06434794452151243
R37,149623.56560944492,-5.999273564282589,0.06622649271097104
R37,153992.65260595083,-5.999230523824936,0.06815985530816915
R37,158489.31924611304,-5.999184933726284,0.07014962929918298
R37,163117.29092278559,-5.999136642996499,0.07219745797642349
R37,167880.40181225786,-5.9990854917003285,0.07430503226116003
R37,172782.59805078822,-5.999031310448666,0.07647409206246666
R37,177827.94100389423,-5.998973919813468,0.07870642767240088
R37,183020.61063110761,-5.998913129762999,0.08100388119944985
R37,188364.90894898213,-5.998848739008293,0.08336834803970286
R37,193865.26359522287,-5.998780534361316,0.08580177838789096
R37,199526.23149689016,-5.998708290014134,0.08830617878792785
R37,205352.5026457169,-5.998631766806006,0.09088361372469667
R37,211348.90398366703,-5.998550711430107,0.09353620725724109
R37,217520.4034019547,-5.998464855593886,0.09626614469436036
R37,223872.11385683648,-5.998373915140409,0.09907567431353836
R37,230409.29760558717,-5.99827758911719,0.10196710912380286
R37,237137.37056616822,-5.9981755587707,0.10494282867290242
R37,244061.90680420081,-5.998067486507532,0.10800528090022624
R37,251188.64315096088,-5.997953014781343,0.11115698403550878
R37,258523.48395622204,-5.997831764913445,0.11440052854411197
R37,266072.505979884,-5.9977033358505505,0.1177385791195889
R37,273841.96342643927,-5.99756730284304,0.12117387672381319
R37,281838.29312644864,-5.9974232160641785,0.12470924067561175
R37,290068.11986931873,-5.997270599111891,0.12834757078720022
R37,298538.26189179946,-5.997108947452968,0.13209184954999972
R37,307255.7365267483,-5.996937726772165,0.13594514436942387
R37,316227.7660168417,-5.996756371226182,0.13991060984885512
R37,325461.7834980498,-5.996564281574491,0.1439914901222664
R37,334965.4391578317,-5.99636082322961,0.1481911212364589
R37,344746.6065731536,-5.996145324179537,0.1525129335817167
R37,354813.3892335798,-5.99591707279507,0.15696045437088207
R37,365174.1272548422,-5.995675315499858,0.16153731016585038
R37,375837.4042884488,-5.9954192543059435,0.16624722945089776
R37,386812.054633057,-5.9951480442331855,0.17109404525255714
R37,398107.1705535022,-5.9948607905472215,0.1760816978032258
R37,409732.10981354665,-5.9945565458368835,0.1812142372476826
R37,421696.5034285876,-5.99423430695936,0.18649582639182288
R37,434010.26364474936,-5.9938930117666525,0.1919307434891927
R37,446683.59215096885,-5.993531535681861,0.1975233850651359
R37,459726.9885308781,-5.9931486880352045,0.20327826877316207
R37,473151.2589614866,-5.992743208237351,0.2092000362830025
R37,486967.5251658694,-5.992313761710726,0.21529345619439433
R37,501187.23362727877,-5.991858935571483,0.2215634269722639
R37,515822.16507231235,-5.991377234104739,0.22801497990037567
R37,530884.4442309953,-5.990867073959343,0.23465328204579738
R37,546386.5498818613,-5.990326779066246,0.2414836392285053
R37,562341.3251903565,-5.9897545752866375,0.24851149898997238
R37,578761.9883491283,-5.989148584752089,0.25574245355209113
R37,595662.1435290184,-5.988506819891336,0.26318224275815605
R37,613055.7921498289,-5.987827177097435,0.2708367569849093
R37,630957.3444802017,-5.987107430092936,0.2787120400181975
R37,649381.63157622,-5.986345222888072,0.28681429187659935
R37,668343.9175686237,-5.985538062349062,0.2951498715713099
R37,687859.9123088169,-5.9846833103823105,0.30372529978901125
R37,707945.7843841475,-5.983778175696257,0.3125472614810092
R37,728618.1745132377,-5.982819705056774,0.32162260833765827
R37,749894.2093324661,-5.981804774157943,0.33095836113605404
R37,771791.5155850231,-5.980730077913588,0.34056171193077917
R37,794328.2347242925,-5.979592120313281,0.35044002607321856
R37,817523.0379436614,-5.978387203666777,0.3606008440255507
R37,841395.141645207,-5.97711141733675,0.37105188294833225
R37,865964.3233600776,-5.9757606258477765,0.3818010380261114
R37,891250.9381337581,-5.974330456407184,0.3928563835012545
R37,917275.9353897927,-5.972816285748097,0.40422617337554245
R37,944060.8762859369,-5.971213226356762,0.4159188417454923
R37,971627.9515771201,-5.969516111958786,0.42794300272172847
R37,1000000.0000000144,-5.967719482305522,0.4403074498897398
R37,1029200.527194443,-5.965817567220931,0.453021155260203
R37,1059253.7251773044,-5.963804269847026,0.4660932676507298
R37,1090184.4923851436,-5.961673149129287,0.4795331104439168
R37,1122018.4543019799,-5.959417401450949,0.4933501786517114
R37,1154781.984689475,-5.95702984142768,0.5075541352182944
R37,1188502.2274370359,-5.954502881830929,0.5221548064847332
R37,1223207.1190499496,-5.951828512626855,0.5371621767340184
R37,1258925.4117941859,-5.9489982791105,0.5525863817279801
R37,1295686.6975170388,-5.946003259081408,0.5684377011373463
R37,1333521.432163344,-5.942834039153478,0.5847265497724196
R37,1372460.9610075825,-5.939480690044781,0.6014634674911592
R37,1412537.5446227754,-5.935932740951326,0.6186591076768919
R37,1453784.3856076836,-5.932179153000481,0.6363242241598652
R37,1496235.6560944559,-5.928208291715621,0.6544696564404363
R37,1539926.526059515,-5.924007898596331,0.6731063130798381
R37,1584893.1924611374,-5.919565061770548,0.6922451530991984
R37,1631172.909227863,-5.914866185825587,0.7118971652334889
R37,1678804.0181225857,-5.909896960742395,0.7320733448554335
R37,1727825.9805078898,-5.904642330154399,0.752784668407968
R37,1778279.41003895,-5.899086458827695,0.7740420651342451
R37,1830206.106311084,-5.8932126995941605,0.7958563859229514
R37,1883649.0894898295,-5.887003559748246,0.8182383690484476
R37,1938652.6359522373,-5.880440667057757,0.841198602590802
R37,1995262.3149689105,-5.873504735566926,0.8647474833141824
R37,2053525.026457178,-5.866175531279169,0.8888951717581918
R37,2113489.0398366796,-5.858431838021872,0.9136515433169579
R37,2175204.0340195564,-5.850251423621152,0.9390261350465059
R37,2238721.1385683743,-5.841611006696197,0.9650280879588129
R37,2304092.9760558815,-5.8324862243464946,0.9916660845491911
R37,2371373.705661692,-5.822851601075243,1.0189482813095396
R37,2440619.0680420185,-5.81268051929013,1.04688223597659
R37,2511886.4315096196,-5.801945191815761,1.0754748292795386
R37,2585234.8395622317,-5.790616636887383,1.1047321809612123
R37,2660725.059798852,-5.778664656081101,1.1346595598505438
R37,2738419.6342644054,-5.766057815854344,1.1652612878164548
R37,2818382.931264499,-5.752763433144411,1.196540637406721
R37,2900681.1986932005,-5.738747565882685,1.2284997230773014
R37,2985382.618918008,-5.723975009042467,1.2611393859017332
R37,3072557.365267497,-5.708409297012053,1.2944590717207083
R37,3162277.6601684312,-5.692012713254059,1.328456702776751
R37,3254617.8349805125,-5.6747463080412395,1.3631285428987234
R37,3349654.391578332,-5.65656992532516,1.3984690564270492
R37,3447466.065731551,-5.637442239740203,1.4344707611402605
R37,3548133.8923358135,-5.617320804847517,1.4711240755616555
R37,3651741.272548438,-5.5961621137334845,1.5084171611365829
R37,3758374.042884505,-5.573921673141693,1.5463357599119292
R37,3868120.546330587,-5.550554092326057,1.5848630284939094
R37,3981071.70553504,-5.526013187871821,1.623979369236937
R37,4097321.0981354844,-5.500252105643465,1.6636622597711888
R37,4216965.034285894,-5.473223461087203,1.7038860821936015
R37,4340102.636447512,-5.444879499046596,1.7446219534467668
R37,4466835.921509706,-5.415172274137353,1.7858375586135287
R37,4597269.885308799,-5.3840538526943655,1.8274969891010673
R37,4731512.589614885,-5.3514765370936725,1.8695605878951314
R37,4869675.251658713,-5.317393113247446,1.911984804355226
R37,5011872.336272808,-5.281757121590221,1.95472206116244
R37,5158221.650723144,-5.244523151912227,1.9977206363544264
R37,5308844.442309974,-5.205647161913006,2.0409245635308295
R37,5463865.498818635,-5.165086819043461,2.0842735535134107
R37,5623413.251903587,-5.1228018649091505,2.127702940944072
R37,5787619.883491306,-5.078754500857346,2.1711436593423183
R37,5956621.435290207,-5.032909793173982,2.214522248332049
R37,6130557.921498313,-4.9852360954962,2.2577608966437284
R37,6309573.444802041,-4.935705485711531,2.300777524537004
R37,6493816.315762226,-4.884294213877304,2.3434859090939257
R37,6683439.175686263,-4.830983157165144,2.3857958556446004
R37,6878599.123088196,-4.775758277188818,2.4276134182532045
R37,7079457.843841503,-4.718611074462014,2.4688411717630907
R37,7286181.745132405,-4.659539034167786,2.509378537370357
R37,7498942.093324691,-4.598546056867086,2.5491221630354364
R37,7717915.155850261,-4.535642867324782,2.587966359289742
R37,7943282.347242957,-4.470847394242396,2.6258035901197303
R37,8175230.379436647,-4.404185113411867,2.662525017637731
R37,8413951.416452102,-4.335689346688175,2.6980210982050226
R37,8659643.23360081,-4.265401509151405,2.7321822265225113
R37,8912509.381337617,-4.193371297103986,2.7648994230887403
R37,9172759.353897963,-4.119656809835025,2.7960650591861302
R37,9440608.762859406,-4.0443245987212215,2.825573612425221
R37,9716279.51577124,-3.9674496380350095,2.8533224447781897
R37,10000000.000000184,-3.8891152127144073,2.879212593939162
R37,10292005.271944473,-3.8094127196737197,2.9031495680549195
R37,10592537.251773085,-3.7284413804152696,2.925044133018736
R37,10901844.923851479,-3.646307864381119,2.9448130811205413
R37,11220184.543019842,-3.563125823938031,2.962379969431084
R37,11547819.846894797,-3.479015343678139,2.977675816329741
R37,11885022.274370406,-3.3941023084288213,2.99063974481815
R37,12232071.190499544,-3.308517696020327,3.0012195617440245
R37,12589254.117941909,-3.222396802555457,3.0093722629210125
R37,12956866.97517044,-3.1358784093766463,3.015064455163422
R37,13335214.321633492,-3.0491039023190174,3.0182726876417973
R37,13724609.61007588,-2.9622163548639433,3.0189836864358313
R37,14125375.446227811,-2.875359587761864,3.017194487985684
R37,14537843.856076894,-2.7886772181666877,3.0129124689160793
R37,14962356.560944619,-2.7023117116305535,3.0061552716919273
R37,15399265.260595214,-2.616403450227592,2.9969506275039723
R37,15848931.924611438,-2.5310898296533213,2.985336079648462
R37,16311729.092278697,-2.446504397521161,2.971358612544217
R37,16788040.181225926,-2.3627760440576715,2.9550741931320132
R37,17278259.80507897,-2.280028255202549,2.9365472328791
R37,17782794.100389574,-2.198378436708585,2.915849979842148
R37,18302061.063110918,-2.1179373162867816,2.893061851231546
R37,18836490.894898374,-2.0388084291305204,2.8682687175517643
R37,19386526.359522454,-1.9610876904668806,2.8415621498323125
R37,19952623.14968919,-1.8848630570845448,2.813038641609575
R37,20535250.264571868,-1.8102142780539916,2.7827988170692346
R37,21134890.398366887,-1.7372127333765142,2.7509466364898483
R37,21752040.34019566,-1.665921357777493,2.717588609389849
R37,22387211.385683842,-1.5963946456391511,2.682833025059555
R37,23040929.760558918,-1.5286787319376742,2.6467892091508167
R37,23713737.05661703,-1.4628115431640274,2.609566813947922
R37,24406190.680420294,-1.3988230115215707,2.5712751488202183
R37,25118864.315096308,-1.3367353451769781,2.5320225561398235
R37,25852348.39562243,-1.2765633470647286,2.491915836807358
R37,26607250.597988635,-1.2183147746212228,2.4510597283658386
R37,27384196.34264417,-1.1619907328632668,2.4095564375648086
R37,28183829.31264511,-1.107586093443354,2.3675052282602076
R37,29006811.98693213,-1.055089932614816,2.3250020645712386
R37,29853826.189180207,-1.004485981464792,2.2821393083960286
R37,30725573.652675096,-0.9557530822837734,2.239005469697534
R37,31622776.601684444,-0.9088656454766617,2.1956850073217713
R37,32546178.34980526,-0.8637941020432958,2.1522581776869307
R37,33496543.915783457,-0.820505347238802,2.1088009282304943
R37,34474660.65731565,-0.778963171661228,2.0653848322737947
R37,35481338.92335828,-0.7391286766132572,2.0220770617723223
R37,36517412.72548453,-0.7009606711510699,1.9789403942819863
R37,37583740.4288452,-0.6644160488062253,1.9360332505131088
R37,38681205.463306025,-0.629450142453898,1.8934097588261327
R37,39810717.05535056,-0.5960170562785942,1.8511198431500717
R37,40973210.98135501,-0.564069974205589,1.8092093309399075
R37,42169650.34285911,-0.5335614445314756,1.7677200779432019
R37,43401026.3644753,-0.5044436408242731,1.7266901067906395
R37,44668359.21509726,-0.47666859942300754,1.6861537565876805
R37,45972698.8530882,-0.45018843411049714,1.646141840950409
R37,47315125.89614906,-0.42495552872246767,1.6066818121627156
R37,48696752.516587354,-0.4009227086012544,1.5677979293423734
R37,50118723.362728305,-0.37804339192666747,1.5295114287633638
R37,51582216.507231675,-0.35627172203582447,1.4918406946843283
R37,53088444.42309998,-0.3355626819000195,1.4548014292408573
R37,54638654.988186605,-0.3158721919674691,1.4184068201963378
R37,56234132.51903613,-0.2971571925795991,1.3826677054772447
R37,57876198.83491332,-0.27937571217615575,1.3475927336528661
R37,59566214.352902345,-0.2624869224693857,1.3131885196095716
R37,61305579.21498341,-0.2464511817507296,1.2794597948902504
R37,63095734.44802071,-0.23123006743660207,1.2464095522239773
R37,64938163.15762256,-0.2167863989203162,1.2140391839334577
R37,66834391.75686294,-0.20308425174027311,1.1823486139984758
R37,68785991.23088229,-0.1900889640142746,1.151336423628412
R37,70794578.43841536,-0.17776713603165167,1.1209999702842974
R37,72861817.45132439,-0.16608662383482467,1.0913355001656255
R37,74989420.93324725,-0.15501652755718193,1.062338254208042
R37,77179151.55850297,-0.1445271752275888,1.034002567709008
R37,79432823.47242993,-0.13459010269072236,1.0063219637197738
R37,81752303.79436684,-0.12517803023785257,0.9792892403891138
R37,84139514.1645214,-0.1162648364860036,0.9528965524479863
R37,86596432.33600849,-0.10782552999470449,0.9271354870663402
R37,89125093.81337658,-0.09983621905833992,0.901997134302863
R37,91727593.53898005,-0.09227408006910537,0.87747215240194
R37,94406087.6285945,-0.08511732480114902,0.8535508281786004
R37,97162795.15771285,-0.07834516692818741,0.8302231327459252
R37,100000000.0000023,-0.07193778804996301,0.8074787728332325
A37,1000.0,-5.999999999994579,0.0034361157899387125
A37,1029.2005271944283,-5.9999998834645805,0.0035364521138636744
A37,1059.2537251772892,-5.999999760029753,0.003639718305153524
A37,1090.1844923851281,-5.999999629280959,0.0037459999169216418
A37,1122.018454301964,-5.999999490784815,0.003855385000427076
A37,1154.781984689459,-5.999999344082267,0.003967964178017162
A37,1188.5022274370194,-5.999999188687055,0.0040838307181997185
A37,1223.2071190499325,-5.999999024084102,0.0042030806129069315
A37,1258.9254117941682,-5.999998849727824,0.004325812657014894
A37,1295.6866975170205,-5.999998665040301,0.004452128530184626
A37,1333.5214321633252,-5.999998469409359,0.004582132881092325
A37,1372.4609610075634,-5.999998262186576,0.0047159334141185765
A37,1412.5375446227558,-5.999998042685086,0.0048536409785681755
A37,1453.7843856076636,-5.999997810177331,0.004995369660494555
A37,1496.2356560944354,-5.9999975638926495,0.005141236877204661
A37,1539.926526059494,-5.9999973030146965,0.005291363474522521
A37,1584.8931924611159,-5.999997026678785,0.005445873826892061
A37,1631.1729092278408,-5.9999967339689615,0.005604895940401816
A37,1678.804018122563,-5.9999964239150305,0.005768561558816963
A37,1727.8259805078665,-5.999996095489278,0.0059370062727061995
A37,1778.279410038926,-5.999995747603117,0.0061103696317538776
A37,1830.2061063110596,-5.999995379103447,0.0062887952603501865
A37,1883.6490894898043,-5.99999498876885,0.006472430976555013
A37,1938.6526359522113,-5.999994575305536,0.00666142891453381
A37,1995.2623149688839,-5.999994137343031,0.00685594565056671
A37,2053.5250264571505,-5.9999936734296915,0.007056142332735153
A37,2113.4890398366515,-5.999993182027835,0.007262184814392992
A37,2175.2040340195276,-5.999992661508678,0.007474243791532609
A37,2238.721138568345,-5.999992110146919,0.007692494944159417
A37,2304.092976055851,-5.999991526115035,0.007917119081791624
A37,2371.373705661661,-5.999990907477204,0.008148302293205364
A37,2440.6190680419863,-5.999990252182914,0.008386236100548962
A37,2511.8864315095866,-5.999989558060168,0.00863111761795355
A37,2585.2348395621975,-5.999988822808227,0.00888314971477092
A37,2660.725059798817,-5.999988043990064,0.009142541183573494
A37,2738.4196342643686,-5.9999872190242485,0.00940950691305495
A37,2818.3829312644616,-5.9999863451763815,0.009684268065974173
A37,2900.681198693162,-5.9999854195500575,0.009967052262289245
A37,2985.3826189179686,-5.999984439077222,0.010258093767632656
A37,3072.557365267456,-5.999983400508077,0.010557633687283016
A37,3162.277660168389,-5.999982300400233,0.010865920165793
A37,3254.617834980469,-5.999981135107341,0.011183208592438286
A37,3349.6543915782872,-5.999979900766993,0.01150976181265641
A37,3447.466065731505,-5.999978593287945,0.01184585034564989
A37,3548.133892335766,-5.9999772083364995,0.012191752608332428
A37,3651.741272548389,-5.999975741322228,0.012547755145802714
A37,3758.3740428844544,-5.999974187382675,0.012914152868535152
A37,3868.120546330535,-5.999972541367292,0.013291249296482628
A37,3981.0717055349864,-5.999970797820353,0.01367935681029175
A37,4097.32109813543,-5.999968950962869,0.014078796909837016
A37,4216.965034285838,-5.999966994673436,0.014489900480285919
A37,4340.102636447455,-5.999964922467957,0.01491300806591345
A37,4466.835921509648,-5.999962727478146,0.01534847015189035
A37,4597.2698853087395,-5.99996040242876,0.01579664745427603
A37,4731.512589614823,-5.999957939613504,0.016257911218453665
A37,4869.67525165865,-5.999955330869471,0.01673264352625139
A37,5011.872336272742,-5.999952567550104,0.017221237612001176
A37,5158.221650723077,-5.999949640496551,0.017724098187793167
A37,5308.8444423099045,-5.999946540007282,0.018241641778191032
A37,5463.865498818564,-5.999943255805971,0.01877429706468166
A37,5623.413251903514,-5.999939777007413,0.01932250524013933
A37,5787.61988349123,-5.99993609208148,0.01988672037359333
A37,5956.62143529013,-5.999932188814885,0.0204674097855953
A37,6130.557921498234,-5.999928054270746,0.02106505443449162
A37,6309.57344480196,-5.999923674745674,0.021680149313913308
A37,6493.816315762142,-5.9999190357244,0.022313203861806772
A37,6683.439175686176,-5.99991412183165,0.022964742381335057
A37,6878.599123088107,-5.999908916781223,0.023635304473990787
A37,7079.457843841412,-5.9999034033220076,0.02432544548526924
A37,7286.181745132311,-5.999897563180848,0.025035736963261418
A37,7498.942093324594,-5.999891377001957,0.025766767130535134
A37,7717.915155850161,-5.9998848242828275,0.026519141369683343
