candidate,index,condition,numerical_usable,terminal_supported,out_v,error_v,gain,band_min_magnitude,band_max_magnitude,bandwidth_hz,current_a,power_w,dc_ac_current_pass,sine_thd_fraction,sine_gain,sine_stationary,sine_min_v,sine_max_v,all_assessed_pass,forecast_v,realization_sha256,attempt_sha256
R37,1011,nominal,True,True,0.48031792420472375,-0.019682075795276255,-6.212262064723643,6.21209543677944,6.212262081606329,13651083.949138774,3.897620746139048e-05,3.897460779598955e-05,True,,,,,,True,0.4807762079683416,0228fa0eaa31be576d7368257d42496d6b0d618a3b7861545a0ea1a0426fa5a4,a4162f4916320f10a938a1a6a59d5b77db52cd08d6f090c66269d3221aa9900c
R37,1011,supply_097,True,True,0.45433530728288907,-0.04566469271711093,-6.20324449452726,6.203078188842487,6.2032445113782355,13654398.363495292,3.8674926905090594e-05,3.751316611974334e-05,False,,,,,,False,0.45476194556362054,0228fa0eaa31be576d7368257d42496d6b0d618a3b7861545a0ea1a0426fa5a4,4e1d6bc01f3fe10be90c54960843d8d4f423ec51e06e426211e491cb5c654dee
R37,1012,nominal,True,True,0.47986583844895114,-0.020134161551048857,-6.217500352675202,6.217333591121735,6.2175003695714155,13651367.335155472,3.901011308710928e-05,3.900851249816873e-05,True,,,,,,True,0.4804179011503158,5df60626350153784fbfd11c02cc59c9c6b47bd2ae9064e9854b4ee6f33b14bc,c30fa1d90be9eff81c2840906d5c3ca45cdf3b6005f2c8b7723510a6daa741af
R37,1012,supply_097,True,True,0.4538839032740385,-0.04611609672596151,-6.208459449980655,6.208293012042047,6.208459466845021,13654709.622442454,3.870878139067409e-05,3.754600410428374e-05,False,,,,,,False,0.45440363874559475,5df60626350153784fbfd11c02cc59c9c6b47bd2ae9064e9854b4ee6f33b14bc,d1436d0cf8b8b85a078700ac0644892f3341585b0d19cb9c25d6f50dbb322f00
R37,1013,nominal,True,True,0.47624206257436885,-0.023757937425631148,-6.265304481488027,6.26513649637692,6.265304498507668,13653759.345703298,3.9281878403601944e-05,3.928027668942265e-05,True,,,,,,True,0.4772871887168771,1b7d1e9a00076014cf81d548627f6024bf8a1745e849916d3953fec008a5890a,e5968ed2795ee0a8f0579c0a5a38d9a35fef69a6bf27a90aea7cc27e12edfe4b
R37,1013,supply_097,True,True,0.4502658653004721,-0.04973413469952792,-6.2560638333946565,6.255896183237739,6.256063850381308,13657326.431153163,3.898011629371762e-05,3.7809197949629334e-05,False,,,,,,False,0.45127292631215604,1b7d1e9a00076014cf81d548627f6024bf8a1745e849916d3953fec008a5890a,2d4d7679bda6538bee56935533e6f010da13828c1880cb11f6a90afe32ac8221
R37,1014,nominal,True,True,0.5097791048476896,0.009779104847689624,-5.894602606041742,5.894444114561048,5.894602622095295,13634476.894615214,3.6766528638497526e-05,3.676506769604468e-05,True,,,,,,True,0.5101430904851884,1b11b495e280eb99a87b118057749726ecba7d85949ddb8986c13803b3b879fb,bb9ebabd43219751447e7bb86167b051e6fe5e618a63d9f96b70e31b50ce7121
R37,1014,supply_097,True,True,0.4837560808665238,-0.016243919133476226,-5.88681831480029,5.886660075501784,5.886818330829196,13636331.809454065,3.646827934111936e-05,3.5372848644105984e-05,True,,,,,,True,0.4841288280804673,1b11b495e280eb99a87b118057749726ecba7d85949ddb8986c13803b3b879fb,8d7f6df68bfe8e5477dd7b201070172f23918ae7b1a66be2b3f5158005df6cff
R37,1015,nominal,True,True,0.48066753063812895,-0.019332469361871052,-6.203009806485647,6.202843420592704,6.203009823343796,13650832.000775835,3.8949988826500555e-05,3.8948389201898703e-05,True,,,,,,True,0.48174141063103076,cd3f725d139d7eeb7ee0d590a1f3b56f7126943cb647c81791d6f49a2571138a,1fb9a38f9481f97565f01df5fea694249cfcabdb3e758f74bc8885cfb413ba0c
R37,1015,supply_097,True,True,0.4546842904553343,-0.04531570954466568,-6.194013259631841,6.193847195019065,6.194013276458379,13654133.480662573,3.864875502182973e-05,3.7487779426102736e-05,False,,,,,,False,0.4557271482263097,cd3f725d139d7eeb7ee0d590a1f3b56f7126943cb647c81791d6f49a2571138a,2f4e08a35d02a9534459ec41e7451f8cc1cd27f2eb6703fda075ff0ccc8e8137
R37,1016,nominal,True,True,0.48220030938951775,-0.017799690610482255,-6.199268611749971,6.19910230781868,6.199268628599038,13650074.390644586,3.883500946440176e-05,3.883342599960788e-05,True,,,,,,True,0.48250509588038515,dc5ce3ae3de33acc9f1734d6d6a9d16da9cf2ec01d3fbdf00f67499b5259b033,edc8b3c5e5d58de01122d0981f57e19f13e336ccd7830fb655a2bb14e51c2ef7
R37,1016,supply_097,True,True,0.4562152388959986,-0.043784761104001424,-6.190333144815782,6.190167157936549,6.190333161633666,13653269.028218208,3.853391296420547e-05,3.7376397887130744e-05,False,,,,,,False,0.4564908334756641,dc5ce3ae3de33acc9f1734d6d6a9d16da9cf2ec01d3fbdf00f67499b5259b033,91d0b9eb524562ad17f1318832c96d75025f60eea764cb1c6b40e5ba62ec14d3
R37,1017,nominal,True,True,0.49666010481401357,-0.00333989518598643,-6.03873320490986,6.03857100836806,6.038733221340947,13641656.850006703,3.7750494716181204e-05,3.774897151887622e-05,True,,,,,,True,0.4967491085302716,4ea23e10af20b8332524ad931654ca1d27729c2a0c53e4cb7bd1533db6ab663f,6e7fb14c4da0cf4928703b27c17ab3f9843e0eb3a79f8caf407ff1456b6ac4ee
R37,1017,supply_097,True,True,0.4706546076534004,-0.029345392346599608,-6.030446731272535,6.030284814620927,6.030446747676186,13644081.79114824,3.7450930551284224e-05,3.632596169404081e-05,False,,,,,,False,0.47073484612555055,4ea23e10af20b8332524ad931654ca1d27729c2a0c53e4cb7bd1533db6ab663f,6119a5cc03e478d8d42660cc3b652db68ed2a20253d0c6b6a267640416db8097
R37,1018,nominal,True,True,0.5099518367639548,0.009951836763954836,-5.889124735695983,5.8889663873906155,5.889124751735462,13634299.216974381,3.6753584375964284e-05,3.6752118108590274e-05,True,,,,,,True,0.5101893129972538,636db5ecb61376af3da65d748b5d41c2b9f724782c8815ca12d8811b23395911,b924a53f9cad9c57fee6d1abc8df3a7cbf69262c1008f0fe2ee9a0cc84aa173d
R37,1018,supply_097,True,True,0.48392840003966797,-0.016071599960332028,-5.881353409780809,5.881195313146915,5.881353425795693,13636148.31889511,3.6455366039497685e-05,3.536031770318994e-05,True,,,,,,True,0.48417505059253274,636db5ecb61376af3da65d748b5d41c2b9f724782c8815ca12d8811b23395911,e743b46f6fbb31f1f52a0f090804f11f7655ec49a9b6ee7921135d0b075aa8d5
R37,1019,nominal,True,True,0.5351983901560189,0.03519839015601889,-5.5916634534410425,5.5915128100627935,5.591663468697043,13620978.123493299,3.486004162852629e-05,3.485867987434662e-05,False,,,,,,False,0.5368902338309351,97afb82af50232bcd24cc70303269d41dae9b98664e819e696af29011020dbca,43fc0f7ad956642e3aa0bda6b02ead09acd11ec2a090a1388fb248ea7fdc47ec
R37,1019,supply_097,True,True,0.5091423556598651,0.009142355659865098,-5.584718169636181,5.584567736029938,5.584718184871788,13622007.78137549,3.4564268947751354e-05,3.3526051815634585e-05,True,,,,,,True,0.5108759714262141,97afb82af50232bcd24cc70303269d41dae9b98664e819e696af29011020dbca,7d4b57b36043ff90c0a4cd153c27ec14ad46d50cb34f79e070072571e35a0612
R37,1020,nominal,True,True,0.5099387836758695,0.009938783675869534,-5.880497073713382,5.8803389558632055,5.880497089729476,13634233.153213823,3.675456612558641e-05,3.675309829633951e-05,True,,,,,,True,0.5113150988664223,271e7da8e90b58946fcfaa7fb563040f7c274d8b5e03516f42df601f0721ba52,71a7e40768bbb1eaa19284aa3acb660f872e3a6602158acbb3e8255459c3160c
R37,1020,supply_097,True,True,0.4839151659359051,-0.01608483406409489,-5.872732147731844,5.872574281558597,5.872732163723342,13636092.673049046,3.64563613641328e-05,3.536128169149342e-05,True,,,,,,True,0.4853008364617013,271e7da8e90b58946fcfaa7fb563040f7c274d8b5e03516f42df601f0721ba52,15aa4d02124f284d1b4df7d1a241cf44cf684267d75875e893ab1660f4a70ff2
R37,1021,nominal,True,True,0.5086546414934678,0.00865464149346784,-5.9025732712114705,5.902414577192982,5.902573287286217,13634984.392058942,3.685087934396937e-05,3.6849406227206386e-05,True,,,,,,True,0.5088710884919697,d94cf01a8db650f2951d0d7b653c9c0f95e2c87eea2fa5dd22f9c6e68c7ac5a2,2a32363e524f402f17a612d12bd35ed858c7d259da4029e17986c68c9134495b
R37,1021,supply_097,True,True,0.48263287987133485,-0.017367120128665148,-5.894756246556928,5.89459780671561,5.894756262606827,13636885.646885848,3.655253533765398e-05,3.5454565470741185e-05,True,,,,,,True,0.48285682608724867,d94cf01a8db650f2951d0d7b653c9c0f95e2c87eea2fa5dd22f9c6e68c7ac5a2,d72838ccba5c9d60158b4c8013664c3177c2c4fb2cf7ae32599e03bbbf876550
R37,1022,nominal,True,True,0.5187962032101983,0.01879620321019826,-5.786160493366655,5.786004805164803,5.7861605091356205,13629534.7257616,3.609023963642555e-05,3.6088809599631324e-05,True,,,,,,True,0.5193397026845614,f3bd8ed765f82f4c2dc84429f2f339d32a35646da22a1bcae852e048cd15ea36,356c04b642b5447dcfaf24494dcb3e36efe1861eea39d84ba64b0831573e3545
R37,1022,supply_097,True,True,0.4927611215439178,-0.007238878456082176,-5.778699610596911,5.778544157818637,5.778699626342913,13631060.494894186,3.579289493817336e-05,3.471775481685142e-05,True,,,,,,True,0.4933254402798404,f3bd8ed765f82f4c2dc84429f2f339d32a35646da22a1bcae852e048cd15ea36,323b1da62c969a1d2b6f87a21cfc78228970a123ccd8a1fb00ed2957e4b9c239
R37,1023,nominal,True,True,0.511125511291944,0.011125511291943946,-5.882109387524743,5.88195121631807,5.882109403545432,13633800.815487847,3.666553861552095e-05,3.666408699055679e-05,True,,,,,,True,0.5115150613413207,86f693f5213f3b59aa5a1c9ced2f12b243de1af21b9aec24ccb1629c656c444b,f33ad0a8437fa71100190d6573575c899df0fa3e28be7529d1610b3a77248b00
R37,1023,supply_097,True,True,0.48510082649670383,-0.01489917350329617,-5.874369390702923,5.874211469185216,5.874369406699217,13635601.937302543,3.6367413918172916e-05,3.527501796809584e-05,True,,,,,,True,0.4855007989365997,86f693f5213f3b59aa5a1c9ced2f12b243de1af21b9aec24ccb1629c656c444b,b352f90e6fc8be323d6347650de88082fad83e48ee82c4cab6911993a46c7e13
R37,1024,nominal,True,True,0.5013612895790616,0.0013612895790615642,-5.980240899608651,5.9800802094856875,5.9802409158870695,13638902.056489637,3.739790981723612e-05,3.73963986561865e-05,True,,,,,,True,0.501438936855027,290cfad64bc36ae53d23447978796ea17a7b285f6d5c3e9d54384b14fa7a10ab,3b1c563a469300adb2aad6c8cc5d95a253d8368ffbe92ea10d21b22723c4d89f
R37,1024,supply_097,True,True,0.4753491056219865,-0.024650894378013488,-5.972154015782999,5.971993594757066,5.972154032035069,13641113.273694934,3.7098847284392376e-05,3.598445222216849e-05,True,,,,,,True,0.475424674450306,290cfad64bc36ae53d23447978796ea17a7b285f6d5c3e9d54384b14fa7a10ab,68d4d33a52d1dc6a9f0e39653fd531a63ebf48519715b0a2f6abb5817a3895ad
R37,1025,nominal,True,True,0.4865133089735669,-0.013486691026433073,-6.140020437839836,6.13985565879592,6.140020454534172,13647390.573078515,3.851153758441657e-05,3.8509965460541124e-05,True,,,,,,True,0.48757544795907987,febd577b286539f26992a9eabd6e5969bc490ecc25ba262e8268812f509d7cfd,4040ea73fbc8e41d970c8efe0f12960a856d46956b8054ec562815ce2500872e
R37,1025,supply_097,True,True,0.46052172545057557,-0.03947827454942443,-6.131300327568621,6.131135853617132,6.13130034423298,13650352.101370817,3.821092965482545e-05,3.706311473217254e-05,False,,,,,,False,0.4615611855543588,febd577b286539f26992a9eabd6e5969bc490ecc25ba262e8268812f509d7cfd,49db2e7d4cd79dbfecb07b06eb2ed0c18b544e827cea76e319653003437d50b9
R37,1026,nominal,True,True,0.5109193195713939,0.010919319571393915,-5.879062318134515,5.878904228788177,5.879062334147518,13633797.231629374,3.668101798434169e-05,3.667955749160614e-05,True,,,,,,True,0.5112414400344093,72ef971af6190ed256d7162c5a93f0a61f8246f6c5f4cb8ce83d066825b47ab8,a04888308ef7a7d1963dd757883bdb52b38d159cf9b84b275f20d3f7c5d09fe1
R37,1026,supply_097,True,True,0.4848946512898895,-0.015105348710110489,-5.871324179806741,5.871166340312563,5.871324195795331,13635608.491512187,3.638289204290946e-05,3.529002336795081e-05,True,,,,,,True,0.48522717762968826,72ef971af6190ed256d7162c5a93f0a61f8246f6c5f4cb8ce83d066825b47ab8,a50e31a2d9038c5854af20625076da36cad9655b347abd6e8c720226cf1f2b53
R37,1027,nominal,True,True,0.5234703526288309,0.023470352628830904,-5.731707642070206,5.731553363185613,5.731707657695922,13627059.681365814,3.5739670263397726e-05,3.5738258849906295e-05,True,,,,,,True,0.5240957858972588,8abb0d1e55cb3e6c8647f1d3845c68dcbd1ccac56c8be56e92524216f5bceab6,401944ed571fb22628eae059eba98d162629635006b95653617e693a758b4593
R37,1027,supply_097,True,True,0.4974292189270946,-0.002570781072905426,-5.724401155388248,5.724247104040966,5.724401170991792,13628430.368879665,3.544277961834349e-05,3.437816046852311e-05,True,,,,,,True,0.49808152349253776,8abb0d1e55cb3e6c8647f1d3845c68dcbd1ccac56c8be56e92524216f5bceab6,578dd9e88a726c46cdb2fb7181ef21dc257be6cb6c2005229b3151b18bfe63d8
R37,1028,nominal,True,True,0.5146101096215654,0.014610109621565393,-5.829470003265919,5.829313201487064,5.829470019147603,13631791.49673996,3.64041951427335e-05,3.640275328191545e-05,True,,,,,,True,0.5163723958658558,3d24f2823ee033cdde02bdac00b62ccefbae09692a57213b34ef0ec3999308d4,278da4ec88ae342abc093bf0be738ab7d4f595d11fcb444c3ce780042bb5c7ed
R37,1028,supply_097,True,True,0.48858050015511,-0.011419499844889991,-5.821865247738442,5.821708689010795,5.821865263596396,13633474.248169353,3.6106439899195835e-05,3.5021882333363445e-05,True,,,,,,True,0.49035813346113477,3d24f2823ee033cdde02bdac00b62ccefbae09692a57213b34ef0ec3999308d4,dd7df4655b0d5ae7a2659b05033bcdfc67314d3ade1840fad4b6e9b45fd75f70
R37,1029,nominal,True,True,0.5096137464358086,0.00961374643580859,-5.8937725187665295,5.89361405155597,5.893772534817491,13634561.345586266,3.67789286215819e-05,3.677746822298403e-05,True,,,,,,True,0.5104953236211632,6463000f072d01ff43f1db4827f7fe7b926876657da5380bf0ce0c9e833e98c2,2aec61e8321b7dd0c57357b1ba8bcc90c6af4360ba41f62c367556be17a16b52
R37,1029,supply_097,True,True,0.4835909135103227,-0.016409086489677316,-5.885983084857256,5.885824870202966,5.885983100883532,13636426.833336214,3.6480664989650174e-05,3.5384863240713495e-05,True,,,,,,True,0.4844810612164422,6463000f072d01ff43f1db4827f7fe7b926876657da5380bf0ce0c9e833e98c2,ff4b4c58b5220a593d9fdc45b57234faaae05aa288e0f4c7e5072e61919eab37
R37,1030,nominal,True,True,0.517984906952824,0.017984906952823954,-5.78713235305408,5.786976645710976,5.787132368825499,13629842.404079143,3.615110116198599e-05,3.614966080390614e-05,True,,,,,,True,0.518933045380191,f176d102e315700eb695edfa6b434389612796d5007b7620f4cac41d4cec6426,0e122c4398d6472a8882c5ae443514a7b7c42888fa43d612bfcd1dbd32f24f0c
R37,1030,supply_097,True,True,0.4919505874645427,-0.008049412535457323,-5.779654599767828,5.7794991290675615,5.779654615516161,13631402.188651063,3.585369927507931e-05,3.4776725280680796e-05,True,,,,,,True,0.49291878297547,f176d102e315700eb695edfa6b434389612796d5007b7620f4cac41d4cec6426,fc9890bbacd9843cd87cc9cdb3053f501f97f2bebcc7b6b61cf65eadc810caed
R37,1031,nominal,True,True,0.5131608127388374,0.013160812738837402,-5.859492817452189,5.8593352290179075,5.859492833413676,13632698.630634058,3.6512888365110416e-05,3.651144434664526e-05,True,,,,,,True,0.5133519959844688,84edc6c248e00d0165724157934e8e2f4230763e30e88b4138db32c392144ecc,3a69ce33fa9e0ef9267a39303b775ae777d874a052a3852a5edb072814bcff02
R37,1031,supply_097,True,True,0.4871334414124977,-0.012866558587502297,-5.851825492528777,5.851668149916027,5.8518255084662565,13634421.32090185,3.6214965218140314e-05,3.51271498815003e-05,True,,,,,,True,0.48733773357974774,84edc6c248e00d0165724157934e8e2f4230763e30e88b4138db32c392144ecc,10535370f1acb42295e6864154ef291ab6a0ee88b38a5116ca9ea4a7141075cf
R37,1032,nominal,True,True,0.5158436180081278,0.015843618008127835,-5.814901555950377,5.814745127664046,5.814901571795292,13630987.71406374,3.6311705210971737e-05,3.631025432102207e-05,True,,,,,,True,0.5161682466819935,3ae29bd8ebd99d65e4da856c29bfa73795176d70bcce9763b58ecfdb497572cc,d79976d892f74fd8ac2ceb5c95c8aeeda2b5636968f2d287fc0e78fec838b25f
R37,1032,supply_097,True,True,0.48981211771134303,-0.010187882288656969,-5.807349835394226,5.80719364748916,5.807349851215679,13632618.822778739,3.601409181851474e-05,3.493229613288531e-05,True,,,,,,True,0.4901539842772724,3ae29bd8ebd99d65e4da856c29bfa73795176d70bcce9763b58ecfdb497572cc,15567e2ad33e92ca06bc862166da6cd934bd53eb0c48ef7c7f2f2b4c489cc905
R37,1033,nominal,True,True,0.5142797096486489,0.014279709648648886,-5.840357592315273,5.840200501837188,5.840357608226771,13631972.164813917,3.642898385472546e-05,3.642753620227518e-05,True,,,,,,True,0.5145323638039266,147c7b48f6840785a28662b7d10c9848cdb34c7ea592d620b254774568aa5b84,2d545c197a8c74f2eb227198b75fcfa1371a3e5478f111cc028f3f91a5b07991
R37,1033,supply_097,True,True,0.48825058750363537,-0.01174941249636463,-5.83273969640743,5.832582849440963,5.832739712295153,13633656.470200134,3.613119205316792e-05,3.5045886453018446e-05,True,,,,,,True,0.4885181013992056,147c7b48f6840785a28662b7d10c9848cdb34c7ea592d620b254774568aa5b84,f885659f4defb91341e63756588f02fa4d15ef24de7b0bf4fc898bce2b3ef867
R37,1034,nominal,True,True,0.48492998048555,-0.015070019514449973,-6.166475049538377,6.166309585051593,6.16647506630224,13648405.55059796,3.8630283839914884e-05,3.862870878866737e-05,True,,,,,,True,0.4852251121357754,c80ff27dd89cc1b8f89cc8110b4f64faea970e4a971c33c767e0888e4e570d97,53ca4f5ae9a8a885d144a0ef77ed48d92b4728d22ff90daf7b12615f3911f594
R37,1034,supply_097,True,True,0.4589408739844749,-0.04105912601552508,-6.157673758621579,6.1575086035108555,6.157673775355033,13651444.277131144,3.832949009879381e-05,3.717811562034592e-05,False,,,,,,False,0.45921084973105436,c80ff27dd89cc1b8f89cc8110b4f64faea970e4a971c33c767e0888e4e570d97,147812d8d020e3192bad25d91bf0148d6eeeba1bb75392abdbc49ce4f52dbd9f
