candidate,frequency_hz,observed_input_psd_v2_per_hz,series_input_input_psd_v2_per_hz,output_load_input_psd_v2_per_hz,drain_resistor_input_psd_v2_per_hz,feedback_resistor_input_psd_v2_per_hz,selected_passives_input_psd_v2_per_hz,unassigned_input_psd_v2_per_hz,incoherent_feedback_input_psd_v2_per_hz,feedback_cross_input_psd_v2_per_hz
R75,1804.0559400917907,1.1969430284579942e-15,1.6567788e-17,1.737393801563958e-19,2.605885468469057e-18,0.0,1.934741284862545e-17,1.1775956156093687e-15,0.0,0.0
R75,1830.2061063110607,1.180353325415465e-15,1.6567788e-17,1.7373938015640243e-19,2.605885468469156e-18,0.0,1.9347412848625555e-17,1.1610059125668394e-15,0.0,0.0
R75,1856.735324630711,1.164000657699167e-15,1.6567788e-17,1.7373938015640943e-19,2.6058854684692615e-18,0.0,1.934741284862567e-17,1.1446532448505412e-15,0.0,0.0
R75,1883.6490894898054,1.1478816385145356e-15,1.6567788e-17,1.7373938015641644e-19,2.6058854684693666e-18,0.0,1.9347412848625783e-17,1.1285342256659099e-15,0.0,0.0
R75,1910.9529749704457,1.1319929294786816e-15,1.6567788e-17,1.737393801564238e-19,2.6058854684694768e-18,0.0,1.9347412848625897e-17,1.1126455166300557e-15,0.0,0.0
R75,1938.6526359522127,1.116331239886736e-15,1.6567788e-17,1.737393801564312e-19,2.6058854684695873e-18,0.0,1.9347412848626018e-17,1.09698382703811e-15,0.0,0.0
R75,1966.7538092833438,1.1008933260731847e-15,1.6567788e-17,1.7373938015643905e-19,2.6058854684697056e-18,0.0,1.9347412848626144e-17,1.0815459132245586e-15,0.0,0.0
R75,1995.2623149688852,1.0856759906965698e-15,1.6567788e-17,1.7373938015644692e-19,2.6058854684698235e-18,0.0,1.934741284862627e-17,1.0663285778479434e-15,0.0,0.0
R75,2024.1840573760674,1.0706760821214495e-15,1.6567788e-17,1.737393801564552e-19,2.6058854684699475e-18,0.0,1.93474128486264e-17,1.0513286692728232e-15,0.0,0.0
R75,2053.525026457152,1.0558904937208467e-15,1.6567788e-17,1.737393801564635e-19,2.6058854684700723e-18,0.0,1.9347412848626535e-17,1.0365430808722201e-15,0.0,0.0
R75,2083.291298990005,1.0413161632783292e-15,1.6567788e-17,1.7373938015647227e-19,2.605885468470204e-18,0.0,1.9347412848626674e-17,1.0219687504297025e-15,0.0,0.0
R75,2113.489039836653,1.026950072307623e-15,1.6567788e-17,1.7373938015648103e-19,2.6058854684703354e-18,0.0,1.9347412848626816e-17,1.0076026594589962e-15,0.0,0.0
R75,2144.1245032200786,1.0127892454743276e-15,1.6567788e-17,1.737393801564904e-19,2.6058854684704756e-18,0.0,1.9347412848626964e-17,9.934418326257007e-16,0.0,0.0
R75,2175.2040340195294,9.988307499321197e-16,1.6567788e-17,1.7373938015649976e-19,2.6058854684706166e-18,0.0,1.9347412848627115e-17,9.794833370834926e-16,0.0,0.0
R75,2206.7340690845967,9.850716947636266e-16,1.6567788e-17,1.7373938015650968e-19,2.605885468470765e-18,0.0,1.9347412848627272e-17,9.657242819149994e-16,0.0,0.0
R75,2238.7211385683468,9.71509230332677e-16,1.6567788e-17,1.7373938015651962e-19,2.6058854684709143e-18,0.0,1.9347412848627432e-17,9.521618174840496e-16,0.0,0.0
R75,2271.171867279773,9.581405477438642e-16,1.6567788e-17,1.7373938015653012e-19,2.605885468471071e-18,0.0,1.93474128486276e-17,9.387931348952366e-16,0.0,0.0
R75,2304.0929760558533,9.449628782103012e-16,1.6567788e-17,1.737393801565406e-19,2.6058854684712286e-18,0.0,1.9347412848627768e-17,9.256154653616735e-16,0.0,0.0
R75,2337.4912831534966,9.319734925314399e-16,1.6567788e-17,1.737393801565517e-19,2.605885468471395e-18,0.0,1.9347412848627947e-17,9.12626079682812e-16,0.0,0.0
R75,2371.3737056616637,9.191697004757973e-16,1.6567788e-17,1.7373938015656274e-19,2.605885468471561e-18,0.0,1.9347412848628122e-17,8.998222876271692e-16,0.0,0.0
R75,2405.7472609339593,9.065488502765984e-16,1.6567788e-17,1.737393801565744e-19,2.6058854684717355e-18,0.0,1.9347412848628307e-17,8.872014374279701e-16,0.0,0.0
R75,2440.619068041989,8.941083280289624e-16,1.6567788e-17,1.7373938015658607e-19,2.6058854684719108e-18,0.0,1.9347412848628495e-17,8.747609151803339e-16,0.0,0.0
R75,2475.9963492497827,8.818455572029564e-16,1.6567788e-17,1.737393801565986e-19,2.6058854684720988e-18,0.0,1.9347412848628695e-17,8.624981443543278e-16,0.0,0.0
R75,2511.8864315095893,8.697579980547379e-16,1.6567788e-17,1.737393801566111e-19,2.6058854684722863e-18,0.0,1.9347412848628896e-17,8.50410585206109e-16,0.0,0.0
R75,2548.296747979356,8.578431471566157e-16,1.6567788e-17,1.7373938015662427e-19,2.6058854684724836e-18,0.0,1.9347412848629105e-17,8.384957343079867e-16,0.0,0.0
R75,2585.2348395622007,8.460985368216605e-16,1.6567788e-17,1.737393801566374e-19,2.6058854684726808e-18,0.0,1.9347412848629318e-17,8.267511239730312e-16,0.0,0.0
R75,2622.7083564682007,8.34521734650388e-16,1.6567788e-17,1.737393801566514e-19,2.6058854684728907e-18,0.0,1.934741284862954e-17,8.151743218017584e-16,0.0,0.0
R75,2660.7250597988204,8.231103429683529e-16,1.6567788e-17,1.7373938015666541e-19,2.6058854684731006e-18,0.0,1.9347412848629765e-17,8.037629301197232e-16,0.0,0.0
R75,2699.2928231543046,8.11861998389091e-16,1.6567788e-17,1.7373938015668022e-19,2.605885468473323e-18,0.0,1.9347412848630002e-17,7.92514585540461e-16,0.0,0.0
R75,2738.4196342643727,8.007743712642134e-16,1.6567788e-17,1.7373938015669505e-19,2.6058854684735455e-18,0.0,1.934741284863024e-17,7.814269584155831e-16,0.0,0.0
R75,2778.1135966425472,7.898451652622605e-16,1.6567788e-17,1.7373938015671077e-19,2.6058854684737813e-18,0.0,1.934741284863049e-17,7.704977524136301e-16,0.0,0.0
R75,2818.382931264466,7.790721168308397e-16,1.6567788e-17,1.7373938015672644e-19,2.605885468474016e-18,0.0,1.934741284863074e-17,7.59724703982209e-16,0.0,0.0
R75,2859.235978270519,7.684529947910362e-16,1.6567788e-17,1.73739380156743e-19,2.6058854684742647e-18,0.0,1.9347412848631007e-17,7.491055819424052e-16,0.0,0.0
R75,2900.6811986931666,7.579855998111427e-16,1.6567788e-17,1.7373938015675957e-19,2.6058854684745127e-18,0.0,1.9347412848631272e-17,7.386381869625114e-16,0.0,0.0
R75,2942.727176209295,7.47667764016306e-16,1.6567788e-17,1.7373938015677714e-19,2.6058854684747766e-18,0.0,1.9347412848631552e-17,7.283203511676745e-16,0.0,0.0
R75,2985.382618917973,7.374973504734042e-16,1.6567788e-17,1.7373938015679474e-19,2.6058854684750404e-18,0.0,1.9347412848631836e-17,7.181499376247724e-16,0.0,0.0
R75,3028.6563611439774,7.274722528156104e-16,1.6567788e-17,1.7373938015681335e-19,2.6058854684753197e-18,0.0,1.9347412848632134e-17,7.081248399669783e-16,0.0,0.0
R75,3072.5573652674607,7.175903947379835e-16,1.6567788e-17,1.7373938015683203e-19,2.6058854684755997e-18,0.0,1.934741284863243e-17,6.982429818893511e-16,0.0,0.0
R75,3117.0947235801405,7.078497296366409e-16,1.6567788e-17,1.7373938015685172e-19,2.605885468475895e-18,0.0,1.9347412848632745e-17,6.885023167880082e-16,0.0,0.0
R75,3162.277660168394,6.982482401146459e-16,1.6567788e-17,1.7373938015687142e-19,2.6058854684761906e-18,0.0,1.934741284863306e-17,6.789008272660129e-16,0.0,0.0
R75,3208.115532823651,6.887839376354986e-16,1.6567788e-17,1.7373938015689231e-19,2.6058854684765037e-18,0.0,1.9347412848633395e-17,6.694365247868652e-16,0.0,0.0
R75,3254.617834980474,6.79454862038891e-16,1.6567788e-17,1.737393801569132e-19,2.6058854684768173e-18,0.0,1.934741284863373e-17,6.601074491902573e-16,0.0,0.0
R75,3301.7941976827356,6.702590812082493e-16,1.6567788e-17,1.737393801569353e-19,2.6058854684771493e-18,0.0,1.9347412848634082e-17,6.509116683596152e-16,0.0,0.0
R75,3349.6543915782927,6.611946905959393e-16,1.6567788e-17,1.7373938015695743e-19,2.605885468477481e-18,0.0,1.9347412848634436e-17,6.418472777473049e-16,0.0,0.0
R75,3398.208328942576,6.522598129045955e-16,1.6567788e-17,1.7373938015698086e-19,2.6058854684778323e-18,0.0,1.9347412848634812e-17,6.329124000559607e-16,0.0,0.0
R75,3447.4660657315108,6.434525976213838e-16,1.6567788e-17,1.737393801570043e-19,2.605885468478184e-18,0.0,1.9347412848635188e-17,6.241051847727486e-16,0.0,0.0
R75,3497.437803664196,6.347712207128466e-16,1.6567788e-17,1.7373938015702925e-19,2.605885468478558e-18,0.0,1.9347412848635586e-17,6.15423807864211e-16,0.0,0.0
R75,3548.133892335772,6.26213884167833e-16,1.6567788e-17,1.7373938015705414e-19,2.6058854684789308e-18,0.0,1.9347412848635983e-17,6.06866471319197e-16,0.0,0.0
R75,3599.564831360914,6.177788157056271e-16,1.6567788e-17,1.7373938015708045e-19,2.6058854684793256e-18,0.0,1.9347412848636405e-17,5.984314028569907e-16,0.0,0.0
R75,3651.7412725483955,6.094642683271434e-16,1.6567788e-17,1.737393801571068e-19,2.605885468479721e-18,0.0,1.9347412848636828e-17,5.901168554785065e-16,0.0,0.0
R75,3704.674022107176,6.012685200361103e-16,1.6567788e-17,1.7373938015713467e-19,2.6058854684801387e-18,0.0,1.934741284863727e-17,5.81921107187473e-16,0.0,0.0
R75,3758.3740428844612,5.931898733981566e-16,1.6567788e-17,1.7373938015716252e-19,2.605885468480557e-18,0.0,1.9347412848637718e-17,5.738424605495189e-16,0.0,0.0
R75,3812.8524566362084,5.852266552748227e-16,1.6567788e-17,1.73739380157192e-19,2.6058854684809993e-18,0.0,1.9347412848638193e-17,5.658792424261845e-16,0.0,0.0
R75,3868.1205463305423,5.773772163901575e-16,1.6567788e-17,1.737393801572215e-19,2.605885468481442e-18,0.0,1.934741284863866e-17,5.580298035415189e-16,0.0,0.0
R75,3924.189758484557,5.696399310773547e-16,1.6567788e-17,1.7373938015725275e-19,2.6058854684819102e-18,0.0,1.934741284863916e-17,5.502925182287155e-16,0.0,0.0
R75,3981.071705534994,5.620131968524914e-16,1.6567788e-17,1.73739380157284e-19,2.605885468482379e-18,0.0,1.934741284863966e-17,5.426657840038518e-16,0.0,0.0
R75,4038.7781682432824,5.544954341735907e-16,1.6567788e-17,1.7373938015731715e-19,2.6058854684828763e-18,0.0,1.9347412848640192e-17,5.351480213249505e-16,0.0,0.0
R75,4097.321098135438,5.470850860211278e-16,1.6567788e-17,1.7373938015735032e-19,2.6058854684833735e-18,0.0,1.9347412848640723e-17,5.277376731724871e-16,0.0,0.0
R75,4156.712619977334,5.397806176693394e-16,1.6567788e-17,1.7373938015738542e-19,2.6058854684839e-18,0.0,1.9347412848641283e-17,5.204332048206981e-16,0.0,0.0
R75,4216.965034285847,5.325805162731419e-16,1.6567788e-17,1.737393801574205e-19,2.6058854684844263e-18,0.0,1.9347412848641847e-17,5.132331034245e-16,0.0,0.0
R75,4278.0908198764055,5.254832906515013e-16,1.6567788e-17,1.7373938015745777e-19,2.605885468484985e-18,0.0,1.9347412848642442e-17,5.061358778028588e-16,0.0,0.0
R75,4340.102636447464,5.184874708804086e-16,1.6567788e-17,1.7373938015749503e-19,2.605885468485544e-18,0.0,1.9347412848643037e-17,4.991400580317656e-16,0.0,0.0
R75,4403.01332720244,5.115916080881525e-16,1.6567788e-17,1.737393801575344e-19,2.6058854684861346e-18,0.0,1.9347412848643668e-17,4.922441952395088e-16,0.0,0.0
R75,4466.835921509658,5.047942740539929e-16,1.6567788e-17,1.7373938015757373e-19,2.6058854684867243e-18,0.0,1.9347412848644294e-17,4.854468612053486e-16,0.0,0.0
R75,4531.583637600846,4.980940610151874e-16,1.6567788e-17,1.7373938015761533e-19,2.6058854684873487e-18,0.0,1.9347412848644963e-17,4.787466481665425e-16,0.0,0.0
R75,4597.26988530875,4.914895812710095e-16,1.6567788e-17,1.7373938015765696e-19,2.605885468487973e-18,0.0,1.9347412848645628e-17,4.721421684223639e-16,0.0,0.0
R75,4663.908268844436,4.849794670013892e-16,1.6567788e-17,1.7373938015770113e-19,2.6058854684886356e-18,0.0,1.9347412848646337e-17,4.656320541527428e-16,0.0,0.0
R75,4731.512589614835,4.785623698759279e-16,1.6567788e-17,1.737393801577453e-19,2.605885468489298e-18,0.0,1.9347412848647043e-17,4.592149570272808e-16,0.0,0.0
R75,4800.0968490811465,4.722369608840199e-16,1.6567788e-17,1.737393801577921e-19,2.60588546849e-18,0.0,1.9347412848647788e-17,4.528895480353721e-16,0.0,0.0
R75,4869.675251658663,4.660019299485293e-16,1.6567788e-17,1.7373938015783884e-19,2.605885468490701e-18,0.0,1.9347412848648537e-17,4.466545170998808e-16,0.0,0.0
R75,4940.26220765863,4.598559857672648e-16,1.6567788e-17,1.737393801578884e-19,2.605885468491444e-18,0.0,1.9347412848649332e-17,4.405085729186155e-16,0.0,0.0
R75,5011.872336272756,4.537978554309751e-16,1.6567788e-17,1.7373938015793795e-19,2.6058854684921874e-18,0.0,1.9347412848650124e-17,4.34450442582325e-16,0.0,0.0
R75,5084.520468600972,4.478262842760705e-16,1.6567788e-17,1.737393801579904e-19,2.6058854684929743e-18,0.0,1.9347412848650965e-17,4.2847887142741957e-16,0.0,0.0
R75,5158.2216507230905,4.4194003550659965e-16,1.6567788e-17,1.7373938015804286e-19,2.605885468493761e-18,0.0,1.9347412848651804e-17,4.2259262265794785e-16,0.0,0.0
R75,5232.991146814981,4.3613789005812205e-16,1.6567788e-17,1.7373938015809847e-19,2.605885468494595e-18,0.0,1.9347412848652694e-17,4.1679047720946936e-16,0.0,0.0
R75,5308.844442309919,4.304186462233207e-16,1.6567788e-17,1.7373938015815413e-19,2.60588546849543e-18,0.0,1.9347412848653585e-17,4.1107123337466715e-16,0.0,0.0
R75,5385.797247105755,4.247811195269378e-16,1.6567788e-17,1.7373938015821314e-19,2.605885468496315e-18,0.0,1.9347412848654528e-17,4.0543370667828327e-16,0.0,0.0
R75,5463.865498818579,4.1922414235469787e-16,1.6567788e-17,1.7373938015827217e-19,2.6058854684972e-18,0.0,1.934741284865547e-17,3.998767295060424e-16,0.0,0.0
R75,5543.065366083543,4.137465638392194e-16,1.6567788e-17,1.7373938015833462e-19,2.6058854684981366e-18,0.0,1.934741284865647e-17,3.9439915099056294e-16,0.0,0.0
R75,5623.413251903529,4.0834724949191754e-16,1.6567788e-17,1.7373938015839704e-19,2.6058854684990733e-18,0.0,1.934741284865747e-17,3.8899983664326007e-16,0.0,0.0
R75,5704.92579704636,4.030250810998259e-16,1.6567788e-17,1.7373938015846313e-19,2.605885468500064e-18,0.0,1.9347412848658524e-17,3.836776682511674e-16,0.0,0.0
R75,5787.619883491247,3.9777895636014255e-16,1.6567788e-17,1.7373938015852919e-19,2.605885468501055e-18,0.0,1.934741284865958e-17,3.7843154351148296e-16,0.0,0.0
R75,5871.512637925207,3.926077887879085e-16,1.6567788e-17,1.7373938015859912e-19,2.605885468502104e-18,0.0,1.93474128486607e-17,3.732603759392478e-16,0.0,0.0
R75,5956.621435290147,3.8751050735286227e-16,1.6567788e-17,1.7373938015866903e-19,2.605885468503153e-18,0.0,1.934741284866182e-17,3.6816309450420046e-16,0.0,0.0
R75,6042.963902381372,3.8248605639793045e-16,1.6567788e-17,1.7373938015874323e-19,2.6058854685042656e-18,0.0,1.9347412848663008e-17,3.6313864354926746e-16,0.0,0.0
R75,6130.557921498252,3.7753339527805836e-16,1.6567788e-17,1.7373938015881742e-19,2.605885468505378e-18,0.0,1.9347412848664194e-17,3.581859824293942e-16,0.0,0.0
R75,6219.421634147808,3.7265149828947516e-16,1.6567788e-17,1.7373938015889595e-19,2.6058854685065563e-18,0.0,1.9347412848665448e-17,3.533040854408097e-16,0.0,0.0
R75,6309.573444801979,3.678393543101743e-16,1.6567788e-17,1.737393801589745e-19,2.6058854685077342e-18,0.0,1.934741284866671e-17,3.4849194146150763e-16,0.0,0.0
R75,6401.032024709357,3.630959667399229e-16,1.6567788e-17,1.737393801590577e-19,2.6058854685089826e-18,0.0,1.934741284866804e-17,3.437485538912549e-16,0.0,0.0
R75,6493.816315762163,3.58420353142059e-16,1.6567788e-17,1.7373938015914096e-19,2.605885468510231e-18,0.0,1.934741284866937e-17,3.3907294029338967e-16,0.0,0.0
R75,6587.945534419289,3.538115451942339e-16,1.6567788e-17,1.73739380159229e-19,2.6058854685115514e-18,0.0,1.934741284867078e-17,3.3446413234556313e-16,0.0,0.0
R75,6683.439175686198,3.4926858833119494e-16,1.6567788e-17,1.7373938015931706e-19,2.605885468512872e-18,0.0,1.9347412848672188e-17,3.299211754825228e-16,0.0,0.0
R75,6780.317017152512,3.4479054170625287e-16,1.6567788e-17,1.7373938015941042e-19,2.6058854685142724e-18,0.0,1.934741284867368e-17,3.254431288575792e-16,0.0,0.0
R75,6878.59912308813,3.4037647783471473e-16,1.6567788e-17,1.7373938015950375e-19,2.6058854685156725e-18,0.0,1.9347412848675177e-17,3.2102906498603956e-16,0.0,0.0
R75,6978.3058485987185,3.3602548256609154e-16,1.6567788e-17,1.737393801596027e-19,2.6058854685171567e-18,0.0,1.9347412848676757e-17,3.166780697174148e-16,0.0,0.0
R75,7079.4578438414355,3.3173665472783786e-16,1.6567788e-17,1.7373938015970167e-19,2.6058854685186408e-18,0.0,1.934741284867834e-17,3.1238924187915954e-16,0.0,0.0
R75,7182.076058301764,3.275091061083214e-16,1.6567788e-17,1.7373938015980646e-19,2.6058854685202127e-18,0.0,1.9347412848680018e-17,3.081616932596414e-16,0.0,0.0
R75,7286.181745132336,3.233419611005308e-16,1.6567788e-17,1.7373938015991126e-19,2.605885468521785e-18,0.0,1.9347412848681694e-17,3.0399454825184913e-16,0.0,0.0
R75,7391.796465554657,3.192343566958368e-16,1.6567788e-17,1.7373938016002229e-19,2.60588546852345e-18,0.0,1.9347412848683472e-17,2.9988694384715333e-16,0.0,0.0
R75,7498.94209332462,3.1518544212732957e-16,1.6567788e-17,1.7373938016013332e-19,2.605885468525115e-18,0.0,1.9347412848685247e-17,2.9583802927864434e-16,0.0,0.0
R75,7607.640819262764,3.111943788744098e-16,1.6567788e-17,1.7373938016025075e-19,2.605885468526877e-18,0.0,1.9347412848687127e-17,2.9184696602572266e-16,0.0,0.0
R75,7717.915155850188,3.072603403054151e-16,1.6567788e-17,1.7373938016036816e-19,2.6058854685286375e-18,0.0,1.9347412848689003e-17,2.879129274567261e-16,0.0,0.0
R75,7829.787941891089,3.0338251169309243e-16,1.6567788e-17,1.7373938016049262e-19,2.6058854685305045e-18,0.0,1.9347412848690997e-17,2.8403509884440143e-16,0.0,0.0
R75,7943.282347242882,2.995600898561659e-16,1.6567788e-17,1.7373938016061709e-19,2.605885468532371e-18,0.0,1.9347412848692988e-17,2.8021267700747295e-16,0.0,0.0
R75,8058.421877614886,2.9579228318575876e-16,1.6567788e-17,1.7373938016074892e-19,2.6058854685343483e-18,0.0,1.9347412848695095e-17,2.7644487033706367e-16,0.0,0.0
R75,8175.23037943657,2.920783112855492e-16,1.6567788e-17,1.7373938016088075e-19,2.6058854685363254e-18,0.0,1.9347412848697206e-17,2.72730898436852e-16,0.0,0.0
R75,8293.732044796356,2.884174050092202e-16,1.6567788e-17,1.7373938016102047e-19,2.6058854685384216e-18,0.0,1.934741284869944e-17,2.6906999216052076e-16,0.0,0.0
R75,8413.951416452024,2.848088060988465e-16,1.6567788e-17,1.737393801611602e-19,2.6058854685405178e-18,0.0,1.9347412848701677e-17,2.654613932501448e-16,0.0,0.0
R75,8535.913392913733,2.812517672334649e-16,1.6567788e-17,1.7373938016130823e-19,2.6058854685427372e-18,0.0,1.9347412848704044e-17,2.6190435438476085e-16,0.0,0.0
R75,8659.64323360073,2.777455516653309e-16,1.6567788e-17,1.7373938016145624e-19,2.6058854685449575e-18,0.0,1.934741284870641e-17,2.583981388166245e-16,0.0,0.0
