candidate,frequency_hz,output_psd_v2_per_hz,input_psd_v2_per_hz
A37,7286.181745132336,5.1245422810313e-13,1.423507788692123e-14
A37,7391.796465554657,5.056573262620003e-13,1.404627913523914e-14
A37,7498.94209332462,4.9895753496491e-13,1.3860177752048156e-14
A37,7607.640819262764,4.923534666130611e-13,1.36767356139135e-14
A37,7717.915155850188,4.858437534323868e-13,1.3495914301955349e-14
A37,7829.787941891089,4.794270471902672e-13,1.331767679947079e-14
A37,7943.282347242882,4.731020189162821e-13,1.3141985752107228e-14
A37,8058.421877614886,4.668673586269635e-13,1.2968805219306695e-14
A37,8175.23037943657,4.60721775054471e-13,1.2798098880213499e-14
A37,8293.732044796356,4.5466399537915144e-13,1.2629831840724275e-14
A37,8413.951416452024,4.486927649659113e-13,1.2463968783301056e-14
A37,8535.913392913733,4.428068471043601e-13,1.2300475831476596e-14
A37,8659.64323360073,4.37005022752665e-13,1.2139318641677633e-14
A37,8785.166564072795,4.3128609028506107e-13,1.1980464327103126e-14
A37,8912.509381337535,4.2564886524297197e-13,1.1823879489592731e-14
A37,9041.698059234586,4.2009218008968676e-13,1.1669532204867303e-14
A37,9172.75935389788,4.146148839685335e-13,1.1517389992405162e-14
A37,9305.720409297075,4.0921584246451717e-13,1.136742186410807e-14
A37,9440.608762859321,4.038939373693542e-13,1.1219596230072812e-14
A37,9577.452351172502,3.986480664498679e-13,1.1073883012823101e-14
A37,9716.279515771153,3.9347714321968925e-13,1.093025148678524e-14
A37,9857.119009006256,3.883800967142222e-13,1.0788672460307207e-14
A37,10000.000000000096,3.8335587126881836e-13,1.0649116046565045e-14
A37,10144.952080687459,3.7840342630012137e-13,1.051155391567413e-14
A37,10292.005271944381,3.735217360905402e-13,1.0375956994668034e-14
A37,10441.190029805744,3.6870978957578877e-13,1.0242297792094398e-14
A37,10592.537251772992,3.639665901354737e-13,1.0110548024618454e-14
A37,10746.07828321328,3.59291155386662e-13,9.980681016587594e-15
A37,10901.844923851384,3.546825169804021e-13,9.852669250718871e-15
A37,11059.869434355705,3.5013972040115014e-13,9.726486845211153e-15
A37,11220.184543019746,3.4566182476906036e-13,9.60210702587944e-15
A37,11382.823452540435,3.412479026451e-13,9.479504683492584e-15
A37,11547.819846894698,3.3689703983894296e-13,9.358653764615963e-15
A37,11715.207898315717,3.326083352196152e-13,9.239529911956436e-15
A37,11885.022274370305,3.283809005288343e-13,9.12210777106962e-15
A37,12057.298145138866,3.242138601970222e-13,9.006363716601432e-15
A37,12232.07119049944,3.201063511619408e-13,8.892273071906257e-15
A37,12409.377607517323,3.1605752268991927e-13,8.779812924187249e-15
A37,12589.254117941802,3.120665361996328e-13,8.668959253956643e-15
A37,12771.737975811562,3.0813256508839787e-13,8.559689842194655e-15
A37,12956.86697517033,3.042547945609485e-13,8.451981306463233e-15
A37,13144.679457894359,3.004324214606556e-13,8.345812103326221e-15
A37,13335.21432163338,2.966646541031562e-13,8.241159467802626e-15
A37,13528.511027866647,2.9295071211236005e-13,8.138002514418882e-15
A37,13724.609610075766,2.892898262587935e-13,8.036319076556914e-15
A37,13923.55068203599,2.8568123830025504e-13,7.936088909643226e-15
A37,14125.375446227694,2.8212420082474225e-13,7.837290426810416e-15
A37,14330.125702369782,2.78617977095623e-13,7.73990400786773e-15
A37,14537.843856076775,2.7516184089901485e-13,7.643908627551874e-15
A37,14748.572927641406,2.7175507639334483e-13,7.549285274069881e-15
A37,14962.356560944498,2.683969779610552e-13,7.456013466065785e-15
A37,15179.239032494008,2.650868500624253e-13,7.364074784679448e-15
A37,15399.26526059509,2.6182400709147904e-13,7.273449275199598e-15
A37,15622.480814653076,2.5860777323395225e-13,7.18411909674209e-15
A37,15848.931924611312,2.5543748232728055e-13,7.096064804396725e-15
A37,16078.665490525787,2.523124777225919e-13,7.0092691207952126e-15
A37,16311.729092278567,2.4923211214866175e-13,6.92371309438872e-15
A37,16548.170999432,2.4619574757781486e-13,6.839379997350476e-15
A37,16788.040181225795,2.4320275509373544e-13,6.7562513554425745e-15
A37,17031.386316718967,2.402525147611671e-13,6.674310976880819e-15
A37,17278.259805078833,2.373444154974684e-13,6.5935408490625635e-15
A37,17528.711776019132,2.3447785494600197e-13,6.513925303212507e-15
A37,17782.794100389434,2.3165223935132725e-13,6.43544677304821e-15
A37,18040.55940091807,2.288669834361793e-13,6.358090100225475e-15
A37,18302.061063110774,2.261215102801914e-13,6.281838149813651e-15
A37,18567.35324630728,2.2341525120035825e-13,6.206676261768413e-15
A37,18836.49089489823,2.2074764563319546e-13,6.132587717875387e-15
A37,19109.529749704634,2.181181410185822e-13,6.059558344697033e-15
A37,19386.526359522308,2.1552619268525956e-13,5.9875718264189344e-15
A37,19667.538092833624,2.129712637379607e-13,5.916614464947071e-15
A37,19952.62314968904,2.1045282494614937e-13,5.846670332856656e-15
A37,20241.840573760863,2.0797035463434398e-13,5.777726196556008e-15
A37,20535.250264571714,2.0552333857400517e-13,5.709766503292275e-15
A37,20832.91298990025,2.0311126987696213e-13,5.642778473549683e-15
A37,21134.890398366733,2.0073364889036029e-13,5.576746915809261e-15
A37,21441.245032200994,1.9838998309310041e-13,5.511659494612584e-15
A37,21752.0403401955,1.9607978699375775e-13,5.447501366503163e-15
A37,22067.340690846177,1.93802582029951e-13,5.38426063046285e-15
A37,22387.21138568368,1.915578964691465e-13,5.321922778180063e-15
A37,22711.718672797946,1.8934526531087333e-13,5.260476333855284e-15
A37,23040.929760558753,1.8716423019032943e-13,5.1999071116453795e-15
A37,23374.912831535188,1.8501433928336216e-13,5.140204052137689e-15
A37,23713.73705661686,1.828951472127992e-13,5.081353279509582e-15
A37,24057.47260933982,1.8080621495610954e-13,5.023344142288265e-15
A37,24406.19068042012,1.7874710975438463e-13,4.966163062439457e-15
A37,24759.96349249806,1.7671740502260654e-13,4.9097997883634405e-15
A37,25118.864315096132,1.7471668026119559e-13,4.854241027785478e-15
A37,25482.967479793802,1.7274452096881608e-13,4.799476921287988e-15
A37,25852.34839562225,1.7080051855641907e-13,4.7454944505178624e-15
A37,26227.083564682252,1.6888427026250755e-13,4.692284140920847e-15
A37,26607.25059798845,1.669953790696052e-13,4.639833236405838e-15
A37,26992.928231543297,1.6513345362191234e-13,4.588132640332041e-15
A37,27384.19634264398,1.6329810814412828e-13,4.537169847376553e-15
A37,27781.13596642573,1.6148896236142895e-13,4.486936132228137e-15
A37,28183.82931264492,1.5970564142057926e-13,4.437419228991581e-15
A37,28592.359782705455,1.5794777581216424e-13,4.388610777465016e-15
A37,29006.811986931934,1.5621500129392144e-13,4.340498739981127e-15
A37,29427.271762093224,1.5450695881516415e-13,4.293075115589011e-15
A37,29853.82618918001,1.5282329444227177e-13,4.246328083777507e-15
A37,30286.56361144006,1.5116365928523934e-13,4.200249997348693e-15
A37,30725.573652674895,1.4952770942526358e-13,4.154829241991145e-15
A37,31170.947235801697,1.4791510584335764e-13,4.110058519121466e-15
A37,31622.77660168424,1.463255143499741e-13,4.065926409774007e-15
A37,32081.155328236815,1.447586055156236e-13,4.022425959200587e-15
A37,32546.17834980505,1.432140546024756e-13,3.979545933016862e-15
A37,33017.94197682767,1.4169154149692499e-13,3.93727971588986e-15
A37,33496.543915783244,1.401907506431107e-13,3.895616247328418e-15
A37,33982.08328942608,1.387113709773754e-13,3.854549247354752e-15
A37,34474.660657315435,1.372530958636476e-13,3.814067818745789e-15
A37,34974.378036642294,1.3581562302973678e-13,3.774166013180053e-15
A37,35481.33892335806,1.34398654504526e-13,3.734833086127009e-15
A37,35995.64831360948,1.3300189655604988e-13,3.696063417585648e-15
A37,36517.412725484304,1.3162505963044433e-13,3.657846405178143e-15
A37,37046.74022107211,1.3026785829175522e-13,3.620176754253425e-15
A37,37583.74042884497,1.2893001116259402e-13,3.583043994068321e-15
A37,38128.524566362445,1.276112408656276e-13,3.5464431527195032e-15
A37,38681.205463305785,1.2631127396588855e-13,3.510363880587866e-15
A37,39241.89758484594,1.250298409138973e-13,3.474801526287491e-15
A37,39810.71705535032,1.2376667598957942e-13,3.4397458508056292e-15
A37,40387.781682433204,1.2252151724697126e-13,3.4051925214195335e-15
A37,40973.210981354765,1.2129410645969713e-13,3.371131399183029e-15
A37,41567.12619977373,1.2008418906721199e-13,3.3375584685632705e-15
A37,42169.65034285886,1.188915141217924e-13,3.3044636801034715e-15
A37,42780.90819876445,1.1771583423627077e-13,3.271843334373911e-15
A37,43401.026364475045,1.1655690553249664e-13,3.2396874607769393e-15
A37,44030.13327202482,1.1541448759051617e-13,3.2079926752919194e-15
A37,44668.359215097,1.1428834339846045e-13,3.1767490754807996e-15
A37,45315.836376008876,1.1317823930312912e-13,3.1459535924377434e-15
A37,45972.698853087924,1.1208394496126166e-13,3.115596381098898e-15
A37,46639.08268844478,1.1100523329148307e-13,3.0856746877863757e-15
A37,47315.12589614878,1.0994188042691728e-13,3.0561787139221037e-15
A37,48000.9684908119,1.0889366566845424e-13,3.0271060215852668e-15
A37,48696.75251658707,1.0786037143866471e-13,2.9984468476744852e-15
A37,49402.62207658675,1.0684178323634908e-13,2.9701990709804364e-15
A37,50118.72336272801,1.0583768959171395e-13,2.942352952730396e-15
A37,50845.20468601018,1.0484788202216479e-13,2.9149066898164377e-15
A37,51582.21650723137,1.0387215498870481e-13,2.8878505564886413e-15
A37,52329.91146815029,1.0291030585293393e-13,2.8611830695769042e-15
A37,53088.444423099674,1.0196213483463415e-13,2.834894504870914e-15
A37,53857.97247105804,1.0102744496993545e-13,2.808983701433325e-15
A37,54638.654988186296,1.001060420700524e-13,2.7834409249125954e-15
A37,55430.653660835946,9.919773468058171e-14,2.7582653393705543e-15
A37,56234.13251903581,9.830233404135366e-14,2.7334471884149607e-15
A37,57049.25797046412,9.741965404682634e-14,2.708985964358576e-15
A37,57876.198834913,9.654951120701654e-14,2.684871876628563e-15
A37,58715.12637925261,9.569172460895792e-14,2.6611047495407667e-15
A37,59566.21435290201,9.484611587867748e-14,2.637674745938754e-15
A37,60429.63902381426,9.401250914368202e-14,2.6145820264099398e-15
A37,61305.57921498307,9.319073099594845e-14,2.5918166945246334e-15
A37,62194.216341478634,9.238061045540729e-14,2.5693792519439486e-15
A37,63095.73444802036,9.158197893391266e-14,2.5472597299640804e-15
A37,64010.32024709414,9.079467019969146e-14,2.5254589766738473e-15
A37,64938.163157622206,9.001852034226147e-14,2.503966937757799e-15
A37,65879.45534419348,8.925336773781464e-14,2.482784813657977e-15
A37,66834.39175686258,8.84990530150536e-14,2.4619024507464494e-15
A37,67803.17017152572,8.775541902147752e-14,2.441321408336359e-15
A37,68785.99123088192,8.702231079010768e-14,2.4210314193954627e-15
A37,69783.05848598781,8.629957550664549e-14,2.4010344092404325e-15
A37,70794.57843841499,8.558706247705681e-14,2.3813199829229476e-15
A37,71820.76058301827,8.488462309557519e-14,2.3618904395337967e-15
A37,72861.81745132401,8.419211081311475e-14,2.3427352412467753e-15
A37,73917.96465554723,8.350938110608935e-14,2.3238570693604653e-15
A37,74989.42093324687,8.283629144562772e-14,2.3052452277274994e-15
A37,76076.40819262833,8.217270126717903e-14,2.286902788977657e-15
A37,77179.15155850258,8.151847194050261e-14,2.2688188826847333e-15
A37,78297.8794189116,8.087346674003435e-14,2.250996982650889e-15
A37,79432.82347242955,8.023755081561154e-14,2.2334260276645323e-15
A37,80584.2187761496,7.961059116361531e-14,2.2161099032894987e-15
A37,81752.30379436645,7.899245659836378e-14,2.199037340438404e-15
A37,82937.32044796432,7.8383017723961e-14,2.1822126478032262e-15
A37,84139.51416452101,7.778214690643705e-14,2.165624330708624e-15
A37,85359.13392913812,7.718971824623649e-14,2.1492771331551516e-15
A37,86596.43233600809,7.660560755103805e-14,2.1331593165058852e-15
A37,87851.66564072875,7.602969230889902e-14,2.117276073096987e-15
A37,89125.09381337615,7.546185166171873e-14,2.1016154012550407e-15
A37,90416.98059234666,7.49019663790145e-14,2.0861829555629995e-15
A37,91727.5935389796,7.434991883200431e-14,2.070966451491863e-15
A37,93057.20409297157,7.380559296799005e-14,2.055972020705644e-15
A37,94406.08762859405,7.326887428503551e-14,2.041187075212032e-15
A37,95774.52351172586,7.273964980693272e-14,2.0266182395544085e-15
A37,97162.79515771239,7.221780805845184e-14,2.012252600834387e-15
A37,98571.19009006342,7.170323904086714e-14,1.998097293280181e-15
A37,100000.00000000183,7.119583420775589e-14,1.9841390567610678e-15
A37,101449.52080687547,7.069548644106099e-14,1.9703855530479614e-15
A37,102920.0527194447,7.020209002741553e-14,1.9568231515175246e-15
A37,104411.90029805835,6.971554063472053e-14,1.9434600604412176e-15
A37,105925.37251773084,6.923573528897225e-14,1.9302822544560515e-15
A37,107460.78283213373,6.87625723513331e-14,1.9172985084416866e-15
A37,109018.44923851478,6.829595149544028e-14,1.9044943770067548e-15
A37,110598.694343558,6.783577368494721e-14,1.891879222948858e-15
A37,112201.84543019843,6.738194115129307e-14,1.879438154460508e-15
A37,113828.23452540534,6.693435737169362e-14,1.8671811448237912e-15
A37,115478.19846894799,6.649292704734965e-14,1.8550928282687247e-15
A37,117152.0789831582,6.605755608186731e-14,1.8431838124424366e-15
A37,118850.22274370409,6.562815155988513e-14,1.8314382288453478e-15
A37,120572.98145138971,6.520462172588572e-14,1.8198673447435313e-15
A37,122320.71190499548,6.478687596328942e-14,1.808454758856324e-15
A37,124093.77607517432,6.437482477357039e-14,1.7972124247597944e-15
A37,125892.54117941913,6.396837975572929e-14,1.7861233769854814e-15
A37,127717.37975811675,6.356745358586362e-14,1.775200283611759e-15
A37,129568.66975170444,6.31719599969324e-14,1.764425582156393e-15
A37,131446.79457894477,6.278181375869464e-14,1.7538126849603977e-15
A37,133352.14321633498,6.239693065781551e-14,1.743343398206507e-15
A37,135285.11027866765,6.201722747813695e-14,1.73303190989857e-15
A37,137246.09610075885,6.16426219811082e-14,1.7228593589938074e-15
A37,139235.5068203611,6.127303288637098e-14,1.7128407422715996e-15
A37,141253.75446227816,6.090837985249602e-14,1.7029564939264909e-15
A37,143301.25702369906,6.054858345786691e-14,1.6932224544143505e-15
A37,145378.43856076902,6.019356518170597e-14,1.6836183139031814e-15
A37,147485.72927641534,5.984324738523972e-14,1.674160793292991e-15
A37,149623.56560944626,5.949755329299902e-14,1.6648287976520732e-15
A37,151792.39032494137,5.915640697425045e-14,1.6556399670406595e-15
A37,153992.6526059522,5.881973332455483e-14,1.6465723784590764e-15
A37,156224.80814653207,5.848745804745251e-14,1.637644631872186e-15
A37,158489.31924611444,5.815950763626386e-14,1.628833931265328e-15
A37,160786.6549052592,5.78358093560123e-14,1.6201598793738214e-15
A37,163117.290922787,5.751629122545908e-14,1.61159876014513e-15
A37,165481.70999432137,5.720088199924995e-14,1.6031712241533374e-15
A37,167880.4018122593,5.688951115016921e-14,1.5948525861248646e-15
A37,170313.86316719104,5.658210885150071e-14,1.5866645918370628e-15
A37,172782.59805078973,5.627860595949098e-14,1.5785815353546025e-15
A37,175287.11776019275,5.5978933995913014e-14,1.5706263074102141e-15
A37,177827.9410038958,5.568302513072199e-14,1.5627721276137348e-15
A37,180405.5940091822,5.539081216484283e-14,1.5550430838870434e-15
A37,183020.61063110924,5.5102228512981305e-14,1.5474112651436877e-15
A37,185673.5324630743,5.481720818659948e-14,1.5399020113035493e-15
A37,188364.90894898382,5.453568577694738e-14,1.5324862217958354e-15
A37,191095.2974970479,5.4257596438193544e-14,1.5251905460196932e-15
A37,193865.26359522465,5.3982875870643056e-14,1.5179846324876187e-15
A37,196675.3809283378,5.371146030404801e-14,1.510896500327867e-15
A37,199526.231496892,5.344328648100487e-14,1.5038944829601582e-15
A37,202418.40573761027,5.3178291640441824e-14,1.4970080323550095e-15
A37,205352.50264571878,5.2916413501195745e-14,1.4902040998233369e-15
A37,208329.12989900415,5.2657590245678654e-14,1.483513636250428e-15
A37,211348.90398366898,5.2401760503629516e-14,1.4769021408848047e-15
A37,214412.4503220116,5.214886333599098e-14,1.4704021326522764e-15
A37,217520.40340195672,5.1898838218821255e-14,1.4639775857541264e-15
A37,220673.4069084635,5.165162502733578e-14,1.457662659425227e-15
A37,223872.11385683858,5.1407164020080793e-14,1.4514197267107923e-15
A37,227117.18672798126,5.116539582314965e-14,1.4452846626578799e-15
A37,230409.29760558935,5.092626141453826e-14,1.4392181598349114e-15
A37,233749.12831535374,5.068970210860338e-14,1.4332578879189292e-15
A37,237137.3705661705,5.0455659540635566e-14,1.4273627763868905e-15
A37,240574.72609340012,5.0224075651545457e-14,1.421572371758139e-15
A37,244061.90680420317,4.999489267270631e-14,1.4158437544325523e-15
A37,247599.6349249826,4.9768053110865435e-14,1.410218433450011e-15
A37,251188.64315096333,4.9543499733257095e-14,1.4046515507065894e-15
A37,254829.67479794007,4.932117555282958e-14,1.399186666969245e-15
A37,258523.48395622458,4.910102381363316e-14,1.3937768927050724e-15
A37,262270.8356468246,4.888298797637142e-14,1.388467933195109e-15
A37,266072.5059798866,4.866701170412503e-14,1.3832107710041315e-15
A37,269929.2823154351,4.845303884824749e-14,1.3780533523351746e-15
A37,273841.963426442,4.824101343451607e-14,1.3729444317952805e-15
A37,277811.35966425954,4.803087964936855e-14,1.367934296565166e-15
A37,281838.2931264515,4.782258182648139e-14,1.3629693696344666e-15
A37,285923.5978270569,4.761606443351496e-14,1.358102382873339e-15
A37,290068.1198693217,4.7411272059150206e-14,1.3532773203932472e-15
A37,294272.71762093465,4.720814940032982e-14,1.3485494661112286e-15
A37,298538.26189180254,4.7006641249841316e-14,1.3438602544141852e-15
A37,302865.6361144031,4.680669248416962e-14,1.3392676322372718e-15
A37,307255.7365267515,4.660824805166862e-14,1.334710369856922e-15
A37,311709.4723580195,4.641125296110033e-14,1.3302491917529263e-15
A37,316227.76601684495,4.62156522704765e-14,1.3258200862358546e-15
A37,320811.55328237073,4.602139107630599e-14,1.3214866733228802e-15
A37,325461.78349805315,4.5828414503391746e-14,1.3171820381377215e-15
A37,330179.4197682794,4.5636667694714726e-14,1.3129728175782862e-15
A37,334965.4391578352,4.544609580214775e-14,1.3087890691239387e-15
A37,339820.8328942636,4.5256643977425716e-14,1.3047005710875424e-15
A37,344746.6065731572,4.5068257363708526e-14,1.3006342257967553e-15
A37,349743.7803664258,4.4880881087717615e-14,1.2966630805019038e-15
A37,354813.3892335835,4.4694460252337584e-14,1.2927107520393255e-15
