candidate,trial,out_v,gain,bandwidth_hz,current_a,power_w,area_um2,terminal_supported,final_status
AI37,trial-013,0.499453811471234,-6.000086267392827,1743619.265090433,3.746366160049221e-05,3.746337506025715e-05,3.684196392471548,True,
AI37,trial-014,0.5007583927363849,-5.997898468700225,1743876.077261956,3.749524421047798e-05,3.749495729467727e-05,3.68644058886402,True,
AI37,trial-015,0.499973592580403,-5.999734000700936,1743750.7724078966,3.750123337032673e-05,3.750094568999538e-05,3.699695416493519,True,
AI37,trial-016,0.4996774363416476,-6.001128846425439,1743711.1944409504,3.750148435978685e-05,3.7501196557700555e-05,3.7019551119100127,True,
AI37,trial-017,0.5003582074023696,-5.994987350713351,1743776.6827669293,3.750090723375136e-05,3.750061974464078e-05,3.699695416493519,True,
AI37,trial-018,0.4989889617793853,-6.000460614247992,1743518.3313713956,3.746937543754088e-05,3.7469087721084875e-05,3.699695416493519,True,
AI37,trial-019,0.5002936177460529,-5.9982779776335695,1743774.5243363783,3.750096305372844e-05,3.750067495977859e-05,3.7019551119100127,True,
AI37,trial-020,0.4999996011376985,-5.999997204457095,1743749.777721796,3.750001510079303e-05,3.749972728917169e-05,3.6999992021623234,True,
AI37,trial-021,0.49970342052911093,-6.001392562971109,1743710.1928472843,3.750026611081741e-05,3.749997817726126e-05,3.7022592013644857,True,
AI37,trial-022,0.5003841311995056,-5.995250760050367,1743775.689608083,3.749968903689559e-05,3.7499401416606485e-05,3.6999992021623234,True,
AI37,trial-023,0.49901499991999154,-6.000723916640018,1743517.316780725,3.746815813508406e-05,3.7467870287315384e-05,3.6999992021623234,True,
AI37,trial-024,0.5003196444793654,-5.998540652332632,1743773.5418458614,3.74997447699329e-05,3.749945654444595e-05,3.702259201364486,True,
AI37,trial-025,0.49999999994877165,-6.000000005291234,1743749.7851727174,3.749999998751024e-05,3.7499712174512615e-05,3.6999999999433784,True,
AI37,trial-026,0.49970381906061473,-6.001395370273669,1743710.2001996029,3.750025099794494e-05,3.7499963063101856e-05,3.7022599999433217,True,
AI37,trial-027,0.5003845289015683,-5.995253563860175,1743775.6970990214,3.749967392456153e-05,3.749938630300237e-05,3.6999999999433784,True,
AI37,trial-028,0.49901539911085363,-6.00072671895518,1743517.3238912784,3.74681430339305e-05,3.746785518486812e-05,3.6999999999433784,True,
AI37,trial-029,0.500320043516955,-5.998543446466634,1743773.5494650512,3.7499729656588894e-05,3.749944142984128e-05,3.7022599999433217,True,
AI37,trial-030,0.5000000000146831,-5.999999999981764,1743749.7852016638,3.750000000050889e-05,3.749971218749087e-05,3.7,True,
AI37,trial-031,0.4997038191086084,-6.001395364973706,1743710.2002228275,3.750025101031269e-05,3.749996307547581e-05,3.70226,True,
AI37,trial-032,0.5003845289531492,-5.995253558559683,1743775.6971253043,3.749967393711342e-05,3.749938631550637e-05,3.7,True,
AI37,trial-033,0.49901539915988985,-6.000726713656511,1743517.323916848,3.746814304642239e-05,3.74678551973121e-05,3.7,True,
AI37,trial-034,0.500320043566269,-5.998543441176342,1743773.5494899617,3.749972966902011e-05,3.749944144228082e-05,3.70226,True,
AI37,final,0.5000000000146831,-5.999999999981764,1743749.7852016638,3.750000000050889e-05,3.749971218749087e-05,3.7,True,NOMINAL_DESIGN_FOUND
AL37,trial-000,0.45429275263885704,-6.122456655370537,1709634.3686918048,3.703388298588028e-05,3.703367103328797e-05,3.56571109973081,True,
AL37,trial-001,0.4539898174350647,-6.123815776159487,1709617.252218816,3.703406868739701e-05,3.703385664456118e-05,3.567307610830541,True,
AL37,trial-002,0.45468340829303505,-6.117728199933078,1709631.1211746829,3.703364341247248e-05,3.703343159014033e-05,3.56571109973081,True,
AL37,trial-003,0.4533186085232164,-6.12285271479713,1709501.0852836233,3.700211330200406e-05,3.700190133785736e-05,3.56571109973081,True,
AL37,trial-004,0.4541939282416754,-6.122681992510985,1709564.244483212,3.7032875227307194e-05,3.7032663273522715e-05,3.56773050893081,True,
AL37,trial-005,0.4910201023851703,-5.940238675198103,1710217.9609980118,3.7833268522085117e-05,3.783306214606195e-05,3.670904021783321,True,
AL37,trial-006,0.4907268574364855,-5.941565578308874,1710191.8984870622,3.7833453258453585e-05,3.783324679154585e-05,3.6724976034368817,True,
AL37,trial-007,0.4914054476659302,-5.9355765449975335,1710227.713759175,3.783302565114385e-05,3.7832819408297934e-05,3.670904021783321,True,
AL37,trial-008,0.49003004775788866,-5.940750473031878,1710049.5031310506,3.780086619004651e-05,3.780065978883018e-05,3.670904021783321,True,
AL37,trial-009,0.49092644878812036,-5.940462315235024,1710146.2789190013,3.7832314814903326e-05,3.783210843647908e-05,3.673139783842136,True,
AL37,trial-010,0.49570250975614144,-5.951925936220947,1707986.6740355499,3.771426286838393e-05,3.771405950189584e-05,3.6874853291085294,True,
AL37,trial-011,0.49540710102375024,-5.953311316958959,1707960.887375141,3.7714444640900554e-05,3.771424118303069e-05,3.6889854691299018,True,
AL37,trial-012,0.4960757606605062,-5.947310077345359,1707995.9721667331,3.7714033085122016e-05,3.771382984849485e-05,3.6874853291085294,True,
AL37,trial-013,0.49471607337268714,-5.952435266174366,1707819.5415102798,3.7681936410016836e-05,3.768173301779189e-05,3.6874853291085294,True,
AL37,trial-014,0.4956139079978028,-5.952136235607259,1707918.9231241827,3.771336082630743e-05,3.771315745750812e-05,3.6899412470693096,True,
AL37,trial-015,0.49765855056309355,-5.97514749581579,1706764.2050550845,3.761350486247823e-05,3.761330315382635e-05,3.692493698960784,True,
AL37,trial-016,0.497360766090083,-5.976581470540691,1706738.8370462863,3.761368544495254e-05,3.7613483644321024e-05,3.693931054860418,True,
AL37,trial-017,0.49802353756885626,-5.9705591430030776,1706772.787009967,3.761328341817393e-05,3.7613081836948114e-05,3.692493698960784,True,
AL37,trial-018,0.4966749364969899,-5.9756528613380935,1706598.8234699944,3.758124777436131e-05,3.758104604019929e-05,3.692493698960784,True,
AL37,trial-019,0.4975727250634672,-5.9753507488063295,1706698.661497664,3.761263116208179e-05,3.7612429451264465e-05,3.695085269697237,True,
AL37,trial-020,0.4983606740616023,-5.985805823648355,1706303.8849455316,3.7570193713774806e-05,3.7569992648647476e-05,3.6946171891854416,True,
AL37,trial-021,0.4980618431224053,-5.987260767311299,1706278.701005255,3.757037390162381e-05,3.7570172744165646e-05,3.6960295689037856,True,
AL37,trial-022,0.49872227334083097,-5.981228823590387,1706312.151723231,3.756997556995771e-05,3.7569774631115016e-05,3.6946171891854416,True,
AL37,trial-023,0.49737825364221744,-5.986309442273948,1706139.256703565,3.753796700025887e-05,3.753776590975614e-05,3.6946171891854416,True,
AL37,trial-024,0.49827589559889013,-5.986006472553067,1706239.1670731027,3.756933069779137e-05,3.7569129630513916e-05,3.6972629863645947,True,
AL37,trial-025,0.4986457201845585,-5.989012684953605,1706153.9990355168,3.755596663715875e-05,3.7555765800601936e-05,3.695503358834282,True,
AL37,trial-026,0.4983465554800244,-5.990474694695434,1706128.8635651213,3.755614669496689e-05,3.755594576600039e-05,3.6969073940215376,True,
AL37,trial-027,0.4990061610882681,-5.984439779851114,1706162.1784755003,3.755574959129153e-05,3.755554888053984e-05,3.695503358834282,True,
AL37,trial-028,0.4976636963868667,-5.989515882471757,1705989.5671474293,3.752374992290893e-05,3.752354906090743e-05,3.695503358834282,True,
AL37,trial-029,0.49873032286655516,-5.98881236706158,1706218.609225357,3.755682785633758e-05,3.7556627021947795e-05,3.6928417539592964,True,
AL37,trial-030,0.49870463247468316,-5.989606112067342,1706125.448206233,3.7553256726903893e-05,3.755305593529094e-05,3.6956835083538584,True,
AL37,trial-031,0.49840540455389454,-5.9910694877531006,1706100.3210246924,3.7553436759925316e-05,3.755323587592816e-05,3.6970859336929536,True,
AL37,trial-032,0.4990648482542086,-5.98503401593223,1706133.612219398,3.755303989231456e-05,3.755283922652106e-05,3.6956835083538584,True,
AL37,trial-033,0.4977226846577175,-5.9901092418331165,1705961.0497401564,3.7521041917521275e-05,3.752084110047404e-05,3.6956835083538584,True,
AL37,trial-034,0.4987891677267514,-5.989405956727786,1706190.0078972827,3.75541172577939e-05,3.755391646833462e-05,3.6930183252735103,True,
AL37,trial-035,0.49870720604677443,-5.9896354212346345,1706124.294171146,3.755313834327734e-05,3.7552937553542975e-05,3.6956866059846947,True,
AL37,trial-036,0.4984079751421631,-5.9910988592716174,1706099.1673357866,3.755331837545233e-05,3.7553117493309405e-05,3.6970889594085543,True,
AL37,trial-037,0.4990674118135335,-5.985063359684043,1706132.457508146,3.755292151776197e-05,3.755272085384178e-05,3.6956866059846947,True,
AL37,trial-038,0.4977252615417518,-5.9901385485809335,1705959.8970570036,3.752092361738451e-05,3.7520722802273885e-05,3.6956866059846947,True,
AL37,trial-039,0.4987917384532436,-5.989435272558307,1706188.851753476,3.75539988447704e-05,3.755379805724412e-05,3.6930212729536276,True,
AL37,trial-040,0.49870721280876357,-5.989635691047822,1706124.2957896017,3.755313804442467e-05,3.75529372547409e-05,3.695686367050412,True,
AL37,trial-041,0.49840798189202834,-5.991099129391478,1706099.1689553156,3.755331807696449e-05,3.755311719481093e-05,3.697088720190796,True,
AL37,trial-042,0.49906741854942,-5.98506362954241,1706132.4591255612,3.7552921219190526e-05,3.755272055537606e-05,3.695686367050412,True,
AL37,trial-043,0.49772526832504965,-5.990138818401547,1705959.898676058,3.7520923319346266e-05,3.752072250417628e-05,3.695686367050412,True,
AL37,trial-044,0.4987917452208881,-5.989435542359713,1706188.853371878,3.755399854623658e-05,3.7553797758705854e-05,3.693021033930305,True,
AL37,final,0.49870721280876357,-5.989635691047822,1706124.2957896017,3.755313804442467e-05,3.75529372547409e-05,3.695686367050412,True,NOMINAL_TARGET_NOT_MET
AR37,trial-000,0.5257072073351056,-5.979372444709541,1753713.3586564097,3.7680303355595016e-05,3.768009326189466e-05,3.5765110997308103,True,
AR37,trial-001,0.5254113120615662,-5.980806606663879,1753664.8328094971,3.7680567248593493e-05,3.768035705727109e-05,3.578107610830541,True,
AR37,trial-002,0.5260894093209278,-5.974607521468568,1753751.7055439604,3.7679962316240924e-05,3.7679752364245756e-05,3.5765110997308103,True,
AR37,trial-003,0.5247120549988225,-5.980243397222146,1753435.9319436492,3.764842095229741e-05,3.764821081634617e-05,3.5765110997308103,True,
AR37,trial-004,0.5258084316201297,-5.979283501133152,1753741.629585749,3.768101455656615e-05,3.768080446717793e-05,3.57951259973081,True,
AR37,trial-005,0.5043660245581284,-6.03095183066104,1749333.5182546536,3.734226357909218e-05,3.7342049390352576e-05,3.6933535522787606,True,
AR37,trial-006,0.5040685797600272,-6.032334895110348,1749293.268915548,3.7342520176341274e-05,3.734230589161062e-05,3.695022222398172,True,
AR37,trial-007,0.5047594012514429,-6.0261504263377,1749361.2228198515,3.73419240677317e-05,3.734171002040559e-05,3.6933535522787606,True,
AR37,trial-008,0.5033752941598413,-6.031708918258381,1749091.9558272117,3.7310627032140085e-05,3.7310412810736664e-05,3.6933535522787606,True,
AR37,trial-009,0.504465266318449,-6.030875703338646,1749357.7482239853,3.73429642499631e-05,3.7342750064468797e-05,3.6964444638279277,True,
AR37,trial-010,0.5008873892239923,-6.003105667544257,1748655.234380643,3.747637406883391e-05,3.74761583344954e-05,3.7007010947118704,True,
AR37,trial-011,0.5005925350347571,-6.004437463842422,1748615.7733658091,3.74766279471991e-05,3.747641211763348e-05,3.70244346314736,True,
AR37,trial-012,0.5012891555991709,-5.9982870533461075,1748682.5648831034,3.747602797973609e-05,3.7475812388908514e-05,3.7007010947118704,True,
AR37,trial-013,0.49989406137328807,-6.003848295001808,1748417.1336860138,3.744462323286831e-05,3.744440746635443e-05,3.7007010947118704,True,
AR37,trial-014,0.5009893852389475,-6.0030291234433015,1748679.714935637,3.74770932176349e-05,3.747687748662223e-05,3.7036592383629743,True,
AR37,trial-015,0.500030867756947,-6.000145758867302,1748502.5396695745,3.749907801862078e-05,3.749886195567014e-05,3.7000578343748614,True,
AR37,trial-016,0.49973636181186526,-6.001469209624795,1748463.2924263764,3.749933142558744e-05,3.7499115267481366e-05,3.701813406457887,True,
AR37,trial-017,0.5004341515986117,-5.995323547816838,1748529.674838231,3.749873085911361e-05,3.749851493991052e-05,3.7000578343748614,True,
AR37,trial-018,0.4990371202025302,-6.00088485615994,1748265.3997512115,3.746730723146149e-05,3.746709113643679e-05,3.7000578343748614,True,
AR37,trial-019,0.5001334539309377,-6.000069170333347,1748527.0519322392,3.7499801163591186e-05,3.749958510394533e-05,3.7029882703633126,True,
AR37,trial-020,0.5000000447918302,-6.000000035582279,1748496.7765587957,3.749999933651465e-05,3.7499783261566915e-05,3.7000004044046464,True,
AR37,trial-021,0.49970555401436695,-6.001323153843606,1748457.5368332977,3.7500252724145366e-05,3.750003655413641e-05,3.7017564941156644,True,
AR37,trial-022,0.5004033868872764,-5.995177700608175,1748523.905378987,3.749965213444181e-05,3.749943620328814e-05,3.7000004044046464,True,
AR37,trial-023,0.4990062808342438,-6.000739004476288,1748259.6704185794,3.7468227740248224e-05,3.746801163325899e-05,3.7000004044046464,True,
AR37,trial-024,0.5001026555597401,-5.999923443262025,1748521.2907942163,3.750072264710392e-05,3.750050657543664e-05,3.702929689702112,True,
AR37,trial-025,0.4999999999737336,-5.999999999909248,1748496.7682591672,3.7500000000402256e-05,3.7499783925375834e-05,3.7000000004168814,True,
AR37,trial-026,0.4997055092075315,-6.001323117901401,1748457.5285471706,3.75002533880205e-05,3.750003721799697e-05,3.701756090556409,True,
AR37,trial-027,0.5004033421287033,-5.995177664807964,1748523.89706575,3.749965279849175e-05,3.749943686731416e-05,3.7000000004168814,True,
AR37,trial-028,0.4990062360094858,-6.000738968608581,1748259.6621771965,3.74682284034075e-05,3.746801229642214e-05,3.7000000004168814,True,
AR37,trial-029,0.500102610781497,-5.99992340758644,1748521.2824969843,3.750072331124314e-05,3.750050723960723e-05,3.7029292840485195,True,
AR37,final,0.4999999999737336,-5.999999999909248,1748496.7682591672,3.7500000000402256e-05,3.7499783925375834e-05,3.7000000004168814,True,NOMINAL_DESIGN_FOUND
AL37W,trial-000,0.46366150862230515,-6.141826927871953,1703603.9862687017,3.712967542990202e-05,3.712946360373821e-05,3.91651109973081,True,
AL37W,trial-001,0.46335761085305405,-6.143193428090968,1703586.3656730894,3.71298522675446e-05,3.712964035021459e-05,3.918107610830541,True,
AL37W,trial-002,0.4640534924619117,-6.137078625889084,1703601.6455416074,3.712944723669576e-05,3.712923554194228e-05,3.91651109973081,True,
AL37W,trial-003,0.46267459130646527,-6.142223494960633,1703472.3919084964,3.7097776873635816e-05,3.7097565032738263e-05,3.91651109973081,True,
AL37W,trial-004,0.46478941492221815,-6.141347915646756,1703755.0764659343,3.7141186980462095e-05,3.714097517152497e-05,3.91787109973081,True,
AL37W,trial-005,0.49964676378139966,-5.981195694939764,1706494.1828812459,3.75238237137917e-05,3.752362143032958e-05,3.758711739616496,True,
AL37W,trial-006,0.4993489199510215,-5.9826239810024715,1706468.3534545805,3.7524004246950856e-05,3.752380187123888e-05,3.760163406845442,True,
AL37W,trial-007,0.5000140447886074,-5.976591674626398,1706503.3828215585,3.7523600980976504e-05,3.7523398825954175e-05,3.758711739616496,True,
AL37W,trial-008,0.49865892498506403,-5.981707713043302,1706327.2402027803,3.749163365931832e-05,3.749143134920147e-05,3.758711739616496,True,
AL37W,trial-009,0.5007765967421736,-5.980589081150435,1706684.5723046358,3.753534290267399e-05,3.753514065026277e-05,3.7600587841271658,True,
AL37W,trial-010,0.5008836917547959,-6.003887915076829,1706661.3120539812,3.74726401359343e-05,3.7472439002229246e-05,3.7055976602981353,True,
AL37W,trial-011,0.5005836720260506,-6.005359970495144,1706635.5290644018,3.747282168169726e-05,3.747262045508659e-05,3.7069997394877543,True,
AL37W,trial-012,0.5012441603550675,-5.999305095556438,1706670.2216382101,3.74724219025175e-05,3.747222089515412e-05,3.7055976602981353,True,
AL37W,trial-013,0.49989891842030176,-6.004401894420577,1706494.1034525384,3.744049098136061e-05,3.744028982125542e-05,3.7055976602981353,True,
AL37W,trial-014,0.5020099904754887,-6.003279214620107,1706851.953308543,3.748412391146351e-05,3.748392280841278e-05,3.7069411787688136,True,
AL37W,trial-015,0.5002915366123812,-6.002320945851397,1706527.9177848632,3.748801877116341e-05,3.748781774389304e-05,3.7009789819958376,True,
AL37W,trial-016,0.4999915649451057,-6.003793058810413,1706502.3304310208,3.748819999042895e-05,3.748799887043225e-05,3.702379047952217,True,
AL37W,trial-017,0.5006516720309592,-5.997741298052866,1706536.5871178892,3.7487801096746206e-05,3.74876001956292e-05,3.7009789819958376,True,
AL37W,trial-018,0.4993076069398839,-6.002831933689633,1706361.5232576244,3.745585692194753e-05,3.7455655868638045e-05,3.7009789819958376,True,
AL37W,trial-019,0.5014169507061823,-6.001715611411196,1706717.6655918437,3.7499493537111056e-05,3.7499292540120954e-05,3.7023198950214535,True,
AL37W,trial-020,0.5000457891746597,-6.000359372131566,1706465.2272062406,3.7498147542647275e-05,3.749794655207178e-05,3.7001522542952725,True,
AL37W,trial-021,0.49974593209295615,-6.001830139058497,1706439.711765024,3.749832857774062e-05,3.749812749447666e-05,3.7015526735768995,True,
AL37W,trial-022,0.5004059356448892,-5.995780898388625,1706473.8176353017,3.749793000004912e-05,3.7497729135521054e-05,3.7001522542952725,True,
AL37W,trial-023,0.4990621670571981,-6.0008691337844295,1706299.1441820322,3.746597746641882e-05,3.746577644986828e-05,3.7001522542952725,True,
AL37W,trial-024,0.5011708936307007,-5.9997554191312075,1706654.6359020458,3.750961910800307e-05,3.7509418147590076e-05,3.70149198726794,True,
AL37W,trial-025,0.5000016005941468,-6.0000111810828285,1706454.0074736634,3.7499940851034005e-05,3.749973986697673e-05,3.7000050616818125,True,
AL37W,trial-026,0.4997017638563203,-6.001481708451969,1706428.5049496312,3.750012185322623e-05,3.7499920776392146e-05,3.7014055438467968,True,
AL37W,trial-027,0.5003617490567007,-5.995432916363249,1706462.5837005877,3.7499723332214425e-05,3.7499522474201207e-05,3.7000050616818125,True,
AL37W,trial-028,0.4990180335071072,-6.000520722862104,1706287.98039432,3.7467769318103104e-05,3.746756830819654e-05,3.7000050616818125,True,
AL37W,trial-029,0.5011266496268727,-5.99940747577213,1706643.3552541344,3.751141184407429e-05,3.751121089009883e-05,3.7013445845785102,True,
AL37W,trial-030,0.5000000050529192,-5.999999983485404,1706453.6169425657,3.750000002258757e-05,3.7499799038710375e-05,3.7000000063801997,True,
AL37W,trial-031,0.4997001689659002,-6.001470502918687,1706428.1148845826,3.750018102340082e-05,3.749997994682745e-05,3.7014004906258684,True,
AL37W,trial-032,0.5003601535846963,-5.995421725672422,1706462.1926494078,3.749978250432146e-05,3.749958164654146e-05,3.7000000063801997,True,
AL37W,trial-033,0.4990164398687789,-6.000509517435299,1706287.5918787664,3.746782844144176e-05,3.746762743166281e-05,3.7000000063801997,True,
AL37W,trial-034,0.5011250521445008,-5.999396286990618,1706642.9625237247,3.7511470995444876e-05,3.751127004159163e-05,3.701339522140911,True,
AL37W,trial-035,0.5000000000071417,-5.999999999994631,1706453.6162567951,3.7500000000255604e-05,3.749979901638584e-05,3.700000000000021,True,
AL37W,trial-036,0.49970016392436367,-6.0014705194269435,1706428.1142011594,3.7500181001234674e-05,3.749997992466887e-05,3.7014004842450228,True,
AL37W,trial-037,0.5003601485395529,-5.9954217421789435,1706462.1919617667,3.749978248200103e-05,3.749958162422842e-05,3.700000000000021,True,
AL37W,trial-038,0.4990164348204834,-6.0005095339267776,1706287.591198279,3.746782841894576e-05,3.746762740917432e-05,3.700000000000021,True,
AL37W,trial-039,0.5011250470916447,-5.999396303528106,1706642.961829723,3.751147097287527e-05,3.7511270019084485e-05,3.70133951575502,True,
AL37W,final,0.5000000000071417,-5.999999999994631,1706453.6162567951,3.7500000000255604e-05,3.749979901638584e-05,3.700000000000021,True,NOMINAL_DESIGN_FOUND
