candidate,index,condition,role,numerical_usable,terminal_supported,out_v,error_v,gain,bandwidth_hz,current_a,dc_ac_current_pass,sine_assessed,sine_all_assessed_pass,predicted_out_v,realization_id,attempt_sha256
A37,8,nominal,DEVELOPMENT,True,True,0.40341989453486593,-0.09658010546513407,-6.117725557648601,1733087.07775998,3.68348334736069e-05,False,False,,0.40587360272191564,a383a72ce3c91ed2e924377a517014fec0af9529c126ed7c65fb4c72098108f1,f548616b90fbfcf88cac5045eae351bf6dd43951aba39d84d74488baaf94fc8b
A37,8,supply_097,DEVELOPMENT,True,True,0.3454616539616294,-0.15453834603837058,-6.121557763590604,1730146.9439536247,3.4965499858411e-05,False,False,,0.34592765201440717,a383a72ce3c91ed2e924377a517014fec0af9529c126ed7c65fb4c72098108f1,8720bb51ebecb8895fef77089b258f08cc03da0c1df32cbf27008f88349b764e
A37,9,nominal,DEVELOPMENT,True,True,0.6753760670168873,0.17537606701688735,-5.722518070263947,1845319.4859363036,3.92854440708011e-05,False,False,,0.6707565917058004,d0fa588fba83e0ec2e519e1b3d615ebb1e2362eff6021ef62565622ed9bbf36c,016432bc467a627fd5779f454a6ac471922c5d555055460f74158ed3df4d4049
A37,9,supply_097,DEVELOPMENT,True,True,0.611621816407185,0.11162181640718505,-5.843332616989138,1805834.3297380724,3.735959034170146e-05,False,False,,0.6108106409982919,d0fa588fba83e0ec2e519e1b3d615ebb1e2362eff6021ef62565622ed9bbf36c,2856b1558d469926b0e3dcc7f3032eac0b16e75cc1f838fee2b12319ad71feb1
A37,10,nominal,DEVELOPMENT,True,True,0.5805396713835373,0.08053967138353735,-5.9187352774077775,1772809.8087113663,3.823922634228485e-05,False,False,,0.5795895016049438,7347f567b4ea36541a6970c545e2d6133933a47f2789b496a0769ce599a4b0e9,24624284cddec9c7f637041735abaa5315067daf8770549ac7c4e1c754c320ff
A37,10,supply_097,DEVELOPMENT,True,True,0.5184803777081322,0.018480377708132156,-5.964688452258901,1757699.9280076807,3.63306146845305e-05,True,False,,0.5196435508974353,7347f567b4ea36541a6970c545e2d6133933a47f2789b496a0769ce599a4b0e9,3e10ce6ab2eb54feb4be3dca4ff074606b5eb428d32b7390a87714b749176cd2
A37,11,nominal,DEVELOPMENT,True,True,0.5233625417719867,0.02336254177198671,-6.058444662710891,1756840.7415272263,3.794189714016025e-05,True,False,,0.5238910417425311,d96bd63c5cec6ccb608fdda237ea275bcd2e497016e6e783d457a69072b5bdc8,eafc4a498aebe4034d5a3390ae9e1e4af740cca55368f78beeba009fc328d069
A37,11,supply_097,DEVELOPMENT,True,True,0.4618875177798152,-0.03811248222018482,-6.089301673945431,1746492.5784463394,3.603825257688459e-05,False,False,,0.4639450910350226,d96bd63c5cec6ccb608fdda237ea275bcd2e497016e6e783d457a69072b5bdc8,116874caead7ac658efe6ff98ae2dc3095c0b9f3a29ba3fe6e5c4117e6495272
A37,12,nominal,DEVELOPMENT,True,True,0.46812156764144297,-0.03187843235855703,-5.930899248553045,1736761.5758575322,3.695605117968986e-05,False,False,,0.46877909136231,dabb338c42bac0296ffcac1336a305bf2adf29effd7b53595455a5c36519692d,f0e2f144ce8da0698c20622d187978de145764cf34f26931776df7efc75e2274
A37,12,supply_097,DEVELOPMENT,True,True,0.40992205316500857,-0.09007794683499143,-5.948603847967373,1730052.0533912457,3.508502089012395e-05,False,False,,0.40883314065480153,dabb338c42bac0296ffcac1336a305bf2adf29effd7b53595455a5c36519692d,f48de7cd96e14fab6c994dc8350f985f7923224f24a04461fc2ded51cbe7ea98
A37,13,nominal,DEVELOPMENT,True,True,0.6093506126135555,0.1093506126135555,-5.903932552814745,1788579.0077416205,3.8617704465907415e-05,False,False,,0.6072368219036037,b612a947ff0062960d333706a437797a1b3b2be8b8a2ed5ece7df4ea8dc88433,ba106d8b71219791ffe5c05bd638b3181a2343b7f850b8f1ce3d40e237e63365
A37,13,supply_097,DEVELOPMENT,True,True,0.5463790437437137,0.04637904374371371,-5.963915050745397,1769227.8176724773,3.6699552069099076e-05,False,False,,0.5472908711960953,b612a947ff0062960d333706a437797a1b3b2be8b8a2ed5ece7df4ea8dc88433,c072f204b2806d061cceab5f0c8ea6afe53055a6080e4a444e44cb819ebbf9f5
A37,14,nominal,DEVELOPMENT,True,True,0.4475159820849788,-0.05248401791502122,-6.142348296600135,1741717.0409191807,3.7575464707532483e-05,False,False,,0.45164528789818714,fc8dbeb562e0725347a83ba00584372456a2078418fe8718296eec3b853b5c75,d25909ddecefa0843ff0650e5b81e40f4e1477043cf0f3be14db1dea4a98f501
A37,14,supply_097,DEVELOPMENT,True,True,0.3880894068664814,-0.11191059313351859,-6.157135431369708,1735930.62381856,3.569004690057947e-05,False,False,,0.3916993371906787,fc8dbeb562e0725347a83ba00584372456a2078418fe8718296eec3b853b5c75,a6a43fb2feab771e45fda08bc83c8a24cf01345dde1ba7881510387851a24927
A37,15,nominal,DEVELOPMENT,True,True,0.574189313737135,0.074189313737135,-5.8988993672862575,1768545.1528316478,3.8065673571209085e-05,False,False,,0.5741514359778077,0cc2cb0285599351a2a3a6e6086f3a1e73581049c7c3a4f716979fb201f42b4b,aa9a263197dc1302ed0bbc1421cc2d6e348d6313ea7629683e45db6b416556ff
A37,15,supply_097,DEVELOPMENT,True,True,0.5127056790042936,0.012705679004293646,-5.941603808648527,1754389.3958107338,3.6162707481127905e-05,True,False,,0.5142054852702993,0cc2cb0285599351a2a3a6e6086f3a1e73581049c7c3a4f716979fb201f42b4b,8265fd94ef2cf251ea0bf8a09df05620d57d82216db400b71dc263f454ecf6df
A37,16,nominal,DEVELOPMENT,True,True,0.3119835306907397,-0.1880164693092603,-6.156562932851126,1730487.4510752237,3.622421484820074e-05,False,False,,0.3090886765729356,f594759bd6d92233cae704abca576bc3183408e0abfd3cafecfbcf0f473828d6,f37d6ac4f5aa21060aa53a5c025f768024501e4775548b3a0e25f97716f1ea6d
A37,16,supply_097,DEVELOPMENT,True,True,0.25682232085952794,-0.24317767914047206,-6.096034758631346,1743752.5372273023,3.437634868002764e-05,False,False,,0.24914272586542713,f594759bd6d92233cae704abca576bc3183408e0abfd3cafecfbcf0f473828d6,38d822d676dad57809fd3f5137b4d4959f21956b8ef668d900cb970b82e8af69
A37,17,nominal,DEVELOPMENT,True,True,0.3643676148156042,-0.1356323851843958,-6.042178186911732,1725993.444957188,3.62277735990397e-05,False,False,,0.3635344300606137,4000ceea5b2071c6aa4cafd1feb8bd4a8cb619056721416125ef5274815d32d5,4d64dc04e4f553303f341b45f675addea74c9967f229c19fb0d4486952830ee2
A37,17,supply_097,DEVELOPMENT,True,True,0.3089024055044902,-0.19109759449550978,-6.0327048375761265,1726468.0414531247,3.43811465362898e-05,False,False,,0.30358847935310523,4000ceea5b2071c6aa4cafd1feb8bd4a8cb619056721416125ef5274815d32d5,68bd5de168f159fb8a514962b4d05660939239c09a86dba3b3c2dc8affac3900
A37,18,nominal,DEVELOPMENT,True,True,0.4469833640605467,-0.05301663593945333,-6.017668825945457,1736004.0539318896,3.6999796683652306e-05,False,False,,0.4474151213425262,17ff1b61d4558ebb955215d30b4202b1d8b4424f46e9f63f66eb6abc50ce65bb,e821964e2953dde8f953bd579bf98d680e806a0e865a050caa918e7b4d0c46a4
A37,18,supply_097,DEVELOPMENT,True,True,0.38854353459569113,-0.11145646540430887,-6.031988124961247,1730279.5619537048,3.512617927880651e-05,False,False,,0.38746917063501773,17ff1b61d4558ebb955215d30b4202b1d8b4424f46e9f63f66eb6abc50ce65bb,61494aeed83ffabbdeeb230d07dc8d7638699998596eccc992505d748734f408
A37,19,nominal,DEVELOPMENT,True,True,0.4367301632720508,-0.06326983672794922,-6.016573888402564,1733792.5739568807,3.6660969080753e-05,False,False,,0.43588705986053106,ddc04649b26408e61084cef116cccb4b31adbf4ff1c8f6cba76821b72dad00ab,49169942b272ab6790ae9978cb45a8b0c424fefa94801cf183622d3c328f7175
A37,19,supply_097,DEVELOPMENT,True,True,0.378835752676368,-0.12116424732363201,-6.02878429657471,1728644.0454297378,3.479316010986397e-05,False,False,,0.3759411091530226,ddc04649b26408e61084cef116cccb4b31adbf4ff1c8f6cba76821b72dad00ab,5a708375d9c086e04e3ce6ec642473055f2e01d183d94e3b96cdf30472c4100a
A37,20,nominal,DEVELOPMENT,True,True,0.4711097630936266,-0.02889023690637338,-6.045417511513397,1741862.807595111,3.7356080427677945e-05,False,False,,0.47140332862762147,ed9bdbb7ca9e04ae935fd30c8d9c62e59c51524a9b3b0c4e1710a8e65685c549,7ecc70fa214124c444f8a5e6c82125dfe3b1872e0ffc9784c3fa33668d4c47ca
A37,20,supply_097,DEVELOPMENT,True,True,0.41199153394551025,-0.08800846605448975,-6.064517198504709,1734857.5703275031,3.547564163589701e-05,False,False,,0.411457377920113,ed9bdbb7ca9e04ae935fd30c8d9c62e59c51524a9b3b0c4e1710a8e65685c549,6ad2cda41e7eb47ac18312499966f1d06dc346662b27e4809a751bc665cf46f1
A37,21,nominal,DEVELOPMENT,True,True,0.5954500586354292,0.09545005863542921,-5.8364197388211565,1776275.3699861304,3.817003392662274e-05,False,False,,0.5974202560495553,58b4d7a921012f1a42a1280cb751c2c18948dcbf8ba8e0d6c9127a894459614e,7a89a2b126625f81af8c00178d6db8745bed2109ff6bc12db0fcc0159d919b39
A37,21,supply_097,DEVELOPMENT,True,True,0.5339465353117627,0.03394653531176273,-5.886105425569782,1759812.095804354,3.626645840311239e-05,False,False,,0.5374743053420468,58b4d7a921012f1a42a1280cb751c2c18948dcbf8ba8e0d6c9127a894459614e,7676faaf925bc287b8abb9f7983e7ede287151860b8e430192b30e560f11cd7d
A37,22,nominal,DEVELOPMENT,True,True,0.565654091039363,0.06565409103936304,-5.957098623036093,1767787.6405349954,3.8281966281551554e-05,False,False,,0.5667182974365035,a620e893f436dcf41ba3a079a75282baa88275d6c124e14e1ec4af148b559f44,50ea70595ad93912cbb003a3f70d3125c90d036d2a2cab41ebf23a8f96b05165
A37,22,supply_097,DEVELOPMENT,True,True,0.5040231972375251,0.004023197237525089,-5.998011938159504,1754294.932106003,3.6376051401979995e-05,True,False,,0.5067723467289951,a620e893f436dcf41ba3a079a75282baa88275d6c124e14e1ec4af148b559f44,0a3b21d9f39abd040a67d28a77d91ea94ff571b6e89124d46407f4207ff8a9fe
A37,23,nominal,DEVELOPMENT,True,True,0.6189292359944798,0.1189292359944798,-5.76152949817017,1786979.7846201092,3.8289453913480966e-05,False,False,,0.6210309957472584,1d785810b68bf39f50ca00a9a9eba072fc8dfe7b6193ff41d2021ff47b49d960,aa746dbecda31b3189b8cbe98431b11245fe5c07f6669eb39e9a88dfeb8e8d7a
A37,23,supply_097,DEVELOPMENT,True,True,0.5572745228301306,0.05727452283013057,-5.821673745959506,1767114.0329075076,3.63851149197053e-05,False,False,,0.56108504503975,1d785810b68bf39f50ca00a9a9eba072fc8dfe7b6193ff41d2021ff47b49d960,ed4fcf5a2b4993820dd4cdea2e0307d82e58d304f7dac4de52da02a69fddeda5
R37,0,nominal,DEVELOPMENT,True,True,0.485721073529215,-0.014278926470784992,-6.151637068381001,13647873.41478465,3.857095623426065e-05,True,True,True,0.48649781449655266,0298f43feb8a283013404f173fe45cab2d7b2d43d5538a53fb0147b92ca50883,2ad73d418bd213996e4be10d0a8ed8823afda3c89717ac55637633bfba50f317
R37,0,supply_097,DEVELOPMENT,True,True,0.45973067090639796,-0.040269329093602035,-6.142878516393347,13650874.995416055,3.8270259719529714e-05,False,False,,0.4604835520918316,0298f43feb8a283013404f173fe45cab2d7b2d43d5538a53fb0147b92ca50883,e9f2fa29addad924cd12ebd20f7e8a6124a3e646d1b59928252c3a9b18297b04
R37,1,nominal,DEVELOPMENT,True,True,0.47677896822347554,-0.02322103177652446,-6.26465720280549,13653481.269223884,3.924160424100111e-05,True,True,True,0.47743324256440506,b9b2f855ff3d66f18f8a1fcca22fd5b3f22c6545d7a529a813906d5c21d9ccc3,cc6163490ba54db87fc3a073a10f6f968ace98ff5df55db71f723636751df1b4
R37,1,supply_097,DEVELOPMENT,True,True,0.4508021076383071,-0.04919789236169292,-6.255439918161322,13657006.529176682,3.893989188935707e-05,False,False,,0.451418980159684,b9b2f855ff3d66f18f8a1fcca22fd5b3f22c6545d7a529a813906d5c21d9ccc3,fd32d3a7b785cf056bb1336ee8354fd939131086ca5b9c8ef72791989a61ea69
R37,2,nominal,DEVELOPMENT,True,True,0.5191817203839524,0.019181720383952383,-5.773012818193351,13629188.792843672,3.60613402725452e-05,True,False,,0.520097633844585,813f8c489ab6813783a1ed8179e7ac3430f47309435da46aa9645fedf2780f74,069b51b76bd7df9ad4f9dd1eb85b3f029e7c9a5bb6e224fdeac12b84b8851044
R37,2,supply_097,DEVELOPMENT,True,True,0.49314581013310144,-0.0068541898668985635,-5.765576629089999,13630706.876189953,3.576405773027608e-05,True,False,,0.4940833714398639,813f8c489ab6813783a1ed8179e7ac3430f47309435da46aa9645fedf2780f74,feb9c64b6ec2989f262a23e350847c56d2e1d82afd7f9b1c03e5049595c948d4
R37,3,nominal,DEVELOPMENT,True,True,0.4987821323490782,-0.0012178676509218,-6.0092322764540995,13640408.552036813,3.7591341706574115e-05,True,False,,0.4993957811607469,db8e139afcdf0a591cdfaf68ff46f72155fb59f84745c1ad8d6bc97eb0d7f320,972286e6159aac51ae5d7db3e88f8960a0352dd4daf907ff5d1d9b18cb891658
R37,3,supply_097,DEVELOPMENT,True,True,0.4727735853422368,-0.02722641465776321,-6.001037553009077,13642740.47941335,3.729200633442943e-05,False,False,,0.47338151875602585,db8e139afcdf0a591cdfaf68ff46f72155fb59f84745c1ad8d6bc97eb0d7f320,bb255f895e098dd19e27df739c8b18b39c5733d818942b2e50d718002f8653d7
R37,4,nominal,DEVELOPMENT,True,True,0.5099787459328042,0.009978745932804234,-5.88424483009871,13634214.283553006,3.6751573524310076e-05,True,False,,0.5104447595033099,4830a0612fc64ab52faefc63fdd8753b217c005191ac4dd1e1ca92161c75405a,5341e14154faffe68e2cbb8d2a8de47b274fc0d91dba0b1b0fb164a0c7d52d10
R37,4,supply_097,DEVELOPMENT,True,True,0.4839551086820777,-0.016044891317922305,-5.876480388144639,13636065.720719019,3.645337022805792e-05,True,False,,0.4844304970985889,4830a0612fc64ab52faefc63fdd8753b217c005191ac4dd1e1ca92161c75405a,0ac62e297de5135011fad2b44b03be8e05c10961818626b0c39e88339beeb90d
R37,5,nominal,DEVELOPMENT,True,True,0.48010388938218096,-0.01989611061781904,-6.216271361762173,13651225.613798779,3.89922592547552e-05,True,False,,0.48045733765896614,b30c84f94bd13c69c5fdb9460d86c8a50e07eb0b83a2211636638425a5c9bcd9,55469a90df653f7ae80558072ededacf20fcf0a5f4edc6b201b70324fb991078
R37,5,supply_097,DEVELOPMENT,True,True,0.45412161942181895,-0.045878380578181055,-6.207241991521153,13654550.704116987,3.8690952672101116e-05,False,False,,0.4544430752542451,b30c84f94bd13c69c5fdb9460d86c8a50e07eb0b83a2211636638425a5c9bcd9,0ab632a477da91dc198d70384a83b3cd52253cabe4be76c2ac38e46c5563260e
R37,6,nominal,DEVELOPMENT,True,True,0.5295383734208612,0.029538373420861186,-5.6597258320577595,13623881.285725156,3.5284557976925165e-05,False,False,,0.530488529588129,d4fda69db352ca07bbf648d9eb9ea6bb32bed0e15da73842549bbac261299fe7,71927a4fe0cc13c824b35862bf054cff6ecd5e889bae63e54fa7c5969a8423ec
R37,6,supply_097,DEVELOPMENT,True,True,0.503489461560898,0.0034894615608980217,-5.652611372027694,13625067.12383864,3.498825089844184e-05,True,False,,0.5044742671834079,d4fda69db352ca07bbf648d9eb9ea6bb32bed0e15da73842549bbac261299fe7,9112b3a038c79b2ce9a25607be6192e2b15524e817fe6cfa303808ee58f1eaa4
R37,7,nominal,DEVELOPMENT,True,True,0.4930650435853803,-0.00693495641461972,-6.067078315160455,13643498.144205932,3.802015761192064e-05,True,False,,0.49331958331670217,e973a66d24f40fa64c0ae04c281cebc419ecdd3cd0423c257c32398cf1baa99b,87064757c5ca2e5c839d14b66acfbe738284d34dbc2631be75e6b8aee3085a83
R37,7,supply_097,DEVELOPMENT,True,True,0.4670640546475575,-0.032935945352442486,-6.058657174269125,13646107.581306284,3.7720255241980896e-05,False,False,,0.4673053209119811,e973a66d24f40fa64c0ae04c281cebc419ecdd3cd0423c257c32398cf1baa99b,f14bac404306dfa4d2896a99f932406d785235c40dc0c23b483430da3fd6d8a9
R37,8,nominal,DEVELOPMENT,True,True,0.4845095190760469,-0.01549048092395311,-6.164588926047188,13648605.68588961,3.866182323678293e-05,True,False,,0.4853727733408734,7d7332e51bf214d932b0a1556d2413fecb146f482e4c3763b37cba4ec8719759,bc4a68297e1193c6de5037aa20a75630d887d16a19b5799ec95efc916ef0cccf
R37,8,supply_097,DEVELOPMENT,True,True,0.4585208800105447,-0.041479119989455304,-6.155772380688519,13651677.662052438,3.8360994428649044e-05,False,False,,0.4593585109361524,7d7332e51bf214d932b0a1556d2413fecb146f482e4c3763b37cba4ec8719759,f99a3f4501ca768661940628f43ee8df5b62192a02c625c1aed9f922f9a69080
R37,9,nominal,DEVELOPMENT,True,True,0.5017140775062321,0.0017140775062320923,-5.9797553229416796,13638799.171082491,3.7371437161992334e-05,True,False,,0.5020051155928744,f7c5b429a3be7fa1c2e4a8703dc3c7f9ea555254bf17b88ac2601563334edf0c,1d56e9002af908b333fe8a7c813efd3157c129760fa08765ded9bb5f6d510fab
R37,9,supply_097,DEVELOPMENT,True,True,0.47570161666946564,-0.024298383330534357,-5.971674936021291,13640994.245919785,3.707239540439862e-05,True,False,,0.4759908531881534,f7c5b429a3be7fa1c2e4a8703dc3c7f9ea555254bf17b88ac2601563334edf0c,c084b90ed6082af289132a30c1098961bf768c9fb1dccdccfc773dde5d1e1151
R37,10,nominal,DEVELOPMENT,True,True,0.5176631586220222,0.017663158622022168,-5.790464661839815,13630023.577120686,3.61752309965899e-05,True,False,,0.5187457483982273,e7611f2368576a183d340adb8140fea35029dc5cccd032ff1144d09b6a736eb8,5d6a7d90ea6b311907ac28148542c4e280a2d004e67c8a7608bf11b6508b0242
R37,10,supply_097,DEVELOPMENT,True,True,0.4916292741335073,-0.008370725866492679,-5.782975393961134,13631595.471680745,3.587779647450149e-05,True,False,,0.49273148599350625,e7611f2368576a183d340adb8140fea35029dc5cccd032ff1144d09b6a736eb8,c36c92c5739398a595b888e190bc7c33905719be78085d288d9e3fa604e95db2
R37,11,nominal,DEVELOPMENT,True,True,0.47635247525268465,-0.02364752474731535,-6.255461660919007,13653523.132326901,3.9273619662275974e-05,True,False,,0.47721133013543005,6a11d2316fbf0fc5d2b10a71f5f71850441af564af05973b21e8db39c87dece7,c87ea58d0b5c394d672a507f49aedda0d56d5c22185b60c62c028ade0896e6f8
R37,11,supply_097,DEVELOPMENT,True,True,0.45037573619990234,-0.04962426380009766,-6.246240768548701,13657088.762574298,3.8971898188950153e-05,False,False,,0.451197067730709,6a11d2316fbf0fc5d2b10a71f5f71850441af564af05973b21e8db39c87dece7,d8c987e0c02d97a5f1c8d4c62918775b0b0f83a489afcdfaa6b0270c07adc817
R37,12,nominal,DEVELOPMENT,True,True,0.5173005273872651,0.017300527387265063,-5.803143205464444,13630319.487079142,3.620241984050652e-05,True,False,,0.5177937167302347,f1ffcc207016a3b5c2e1d77274f42a8785ec653ad6c1900674742955f269cb37,0952ba0d347d895ec299f11a32b9bf713c98a3ab00e1db0f768f2f4c2ac0d066
R37,12,supply_097,DEVELOPMENT,True,True,0.49126736857555775,-0.00873263142444225,-5.795632572327139,13631897.152654037,3.5904930881360493e-05,True,False,,0.4917794543255136,f1ffcc207016a3b5c2e1d77274f42a8785ec653ad6c1900674742955f269cb37,40db48f6f8c59abc9bcc5b3692fbad8aa27e947f533f780119660e7ba4990982
R37,13,nominal,DEVELOPMENT,True,True,0.4947882375988537,-0.0052117624011462915,-6.057077214271194,13642669.060251085,3.789089538574738e-05,True,False,,0.49486313603213405,0318ef8474713a848a818b6fbb135a9f741eac10e1984e66f48639134e652fa2,cfc110e7ca846dfab080544bf738d50191f196edec32677fdc61046fd2ed3f1e
R37,13,supply_097,DEVELOPMENT,True,True,0.4687852125027925,-0.03121478749720752,-6.048716566812489,13645185.99710964,3.75911457693838e-05,False,False,,0.468848873627413,0318ef8474713a848a818b6fbb135a9f741eac10e1984e66f48639134e652fa2,1df4464caea335d23178429cc99203c89367c02199659728dce205b170520eec
R37,14,nominal,DEVELOPMENT,True,True,0.4701660977391815,-0.0298339022608185,-6.313470667920366,13657325.141703684,3.973761343921498e-05,False,False,,0.4722165572983678,9ac0c14967f15a49e23dd6efb38a95d864accf779741793866368a064d63370d,a3e2f710931cdf13013cc8876a9f8711d67f6454b928dedf7da4e6b0ace25d65
R37,14,supply_097,DEVELOPMENT,True,True,0.44419848618217395,-0.055801513817826054,-6.303920637921417,13661327.069341818,3.943520730224563e-05,False,False,,0.44620229489364677,9ac0c14967f15a49e23dd6efb38a95d864accf779741793866368a064d63370d,584f6b592f3f3d6bc33fbcc468652e753dab3bf81c16d5f04490a5b65ad06192
R37,15,nominal,DEVELOPMENT,True,True,0.5016707980692345,0.0016707980692345359,-5.983057929674464,13638868.379410489,3.7374677654407196e-05,True,False,,0.5019508353340477,6f76ee3144479ec182bb4465e449204c3d4b30b20c35395117f96a2561f470c7,0b4cfec219407419da619ea0ff82effe87065736d65650d72345422cf0e9d3c0
R37,15,supply_097,DEVELOPMENT,True,True,0.4756585009011458,-0.02434149909885419,-5.9749720228657255,13641063.437277453,3.707562362022296e-05,True,False,,0.4759365729293267,6f76ee3144479ec182bb4465e449204c3d4b30b20c35395117f96a2561f470c7,2928f58ac70c3dce5d45e71bdbfa30bc82d0f593fa695ffd9c04b809ea892c12
R37,16,nominal,DEVELOPMENT,True,True,0.4831065255747269,-0.016893474425273114,-6.1898487341556,13649597.02675471,3.876703110169148e-05,True,False,,0.48389732187153356,cd439459f372ce1bc2f8ebbbee78b0eff98b0a5d3dd4816e3ebbc7d521996ac7,97834aae679ef5ddae32341c4837afd035946273b6d174a886c6b6398cbf722c
